published_fy,pref_code,pref_name,bed_function,series,year,beds
R7,44,大分県,合計,必要数,2025,14649
R7,44,大分県,高度急性期,実績,2015,1386
R7,44,大分県,高度急性期,実績,2018,1107
R7,44,大分県,高度急性期,実績,2019,1216
R7,44,大分県,高度急性期,実績,2020,1215
R7,44,大分県,高度急性期,実績,2021,1264
R7,44,大分県,高度急性期,実績,2022,1261
R7,44,大分県,高度急性期,実績,2023,1255
R7,44,大分県,高度急性期,実績,2024,1257
R7,44,大分県,高度急性期,実績,2025,1258
R7,44,大分県,高度急性期,見込量,2026,1176
R7,44,大分県,高度急性期,必要数,2025,1295
R7,44,大分県,急性期,実績,2015,9734
R7,44,大分県,急性期,実績,2018,9494
R7,44,大分県,急性期,実績,2019,9032
R7,44,大分県,急性期,実績,2020,9015
R7,44,大分県,急性期,実績,2021,8870
R7,44,大分県,急性期,実績,2022,8721
R7,44,大分県,急性期,実績,2023,8237
R7,44,大分県,急性期,実績,2024,8240
R7,44,大分県,急性期,実績,2025,7776
R7,44,大分県,急性期,見込量,2026,7836
R7,44,大分県,急性期,必要数,2025,4908
R7,44,大分県,回復期,実績,2015,2504
R7,44,大分県,回復期,実績,2018,2948
R7,44,大分県,回復期,実績,2019,3184
R7,44,大分県,回復期,実績,2020,2991
R7,44,大分県,回復期,実績,2021,3065
R7,44,大分県,回復期,実績,2022,3490
R7,44,大分県,回復期,実績,2023,3574
R7,44,大分県,回復期,実績,2024,3848
R7,44,大分県,回復期,実績,2025,3672
R7,44,大分県,回復期,見込量,2026,3596
R7,44,大分県,回復期,必要数,2025,5391
R7,44,大分県,慢性期,実績,2015,3773
R7,44,大分県,慢性期,実績,2018,3376
R7,44,大分県,慢性期,実績,2019,3228
R7,44,大分県,慢性期,実績,2020,3266
R7,44,大分県,慢性期,実績,2021,3351
R7,44,大分県,慢性期,実績,2022,3163
R7,44,大分県,慢性期,実績,2023,3013
R7,44,大分県,慢性期,実績,2024,3118
R7,44,大分県,慢性期,実績,2025,2926
R7,44,大分県,慢性期,見込量,2026,3198
R7,44,大分県,慢性期,必要数,2025,3055
R7,45,宮崎県,合計,実績,2015,15361
R7,45,宮崎県,合計,実績,2018,14866
R7,45,宮崎県,合計,実績,2019,14352
R7,45,宮崎県,合計,実績,2020,14390
R7,45,宮崎県,合計,実績,2021,14600
R7,45,宮崎県,合計,実績,2022,14092
R7,45,宮崎県,合計,実績,2023,13158
R7,45,宮崎県,合計,実績,2024,12872
R7,45,宮崎県,合計,実績,2025,12968
R7,45,宮崎県,合計,見込量,2026,12608
R7,45,宮崎県,合計,必要数,2025,11048
R7,45,宮崎県,高度急性期,実績,2015,808
R7,45,宮崎県,高度急性期,実績,2018,840
R7,45,宮崎県,高度急性期,実績,2019,845
R7,45,宮崎県,高度急性期,実績,2020,773
R7,45,宮崎県,高度急性期,実績,2021,828
R7,45,宮崎県,高度急性期,実績,2022,811
R7,45,宮崎県,高度急性期,実績,2023,786
R7,45,宮崎県,高度急性期,実績,2024,826
R7,45,宮崎県,高度急性期,実績,2025,826
R7,45,宮崎県,高度急性期,見込量,2026,835
R7,45,宮崎県,高度急性期,必要数,2025,1002
R7,45,宮崎県,急性期,実績,2015,8390
R7,45,宮崎県,急性期,実績,2018,7819
R7,45,宮崎県,急性期,実績,2019,7529
R7,45,宮崎県,急性期,実績,2020,7369
R7,45,宮崎県,急性期,実績,2021,7614
R7,45,宮崎県,急性期,実績,2022,7509
R7,45,宮崎県,急性期,実績,2023,7062
R7,45,宮崎県,急性期,実績,2024,6972
R7,45,宮崎県,急性期,実績,2025,6828
R7,45,宮崎県,急性期,見込量,2026,6530
R7,45,宮崎県,急性期,必要数,2025,3358
R7,45,宮崎県,回復期,実績,2015,1872
R7,45,宮崎県,回復期,実績,2018,2244
R7,45,宮崎県,回復期,実績,2019,2165
R7,45,宮崎県,回復期,実績,2020,2277
R7,45,宮崎県,回復期,実績,2021,2417
R7,45,宮崎県,回復期,実績,2022,2222
R7,45,宮崎県,回復期,実績,2023,2214
R7,45,宮崎県,回復期,実績,2024,2074
R7,45,宮崎県,回復期,実績,2025,2064
R7,45,宮崎県,回復期,見込量,2026,2218
R7,45,宮崎県,回復期,必要数,2025,4020
R7,45,宮崎県,慢性期,実績,2015,4291
R7,45,宮崎県,慢性期,実績,2018,3963
R7,45,宮崎県,慢性期,実績,2019,3813
R7,45,宮崎県,慢性期,実績,2020,3971
R7,45,宮崎県,慢性期,実績,2021,3741
R7,45,宮崎県,慢性期,実績,2022,3550
R7,45,宮崎県,慢性期,実績,2023,3096
R7,45,宮崎県,慢性期,実績,2024,3000
R7,45,宮崎県,慢性期,実績,2025,3250
R7,45,宮崎県,慢性期,見込量,2026,3025
R7,45,宮崎県,慢性期,必要数,2025,2668
R7,46,鹿児島県,合計,実績,2015,26011
R7,46,鹿児島県,合計,実績,2018,27226
R7,46,鹿児島県,合計,実績,2019,26229
R7,46,鹿児島県,合計,実績,2020,25438
R7,46,鹿児島県,合計,実績,2021,25153
R7,46,鹿児島県,合計,実績,2022,23990
R7,46,鹿児島県,合計,実績,2023,23925
R7,46,鹿児島県,合計,実績,2024,23828
R7,46,鹿児島県,合計,実績,2025,23743
R7,46,鹿児島県,合計,見込量,2026,23260
R7,46,鹿児島県,合計,必要数,2025,19944
R7,46,鹿児島県,高度急性期,実績,2015,1478
R7,46,鹿児島県,高度急性期,実績,2018,1316
R7,46,鹿児島県,高度急性期,実績,2019,1252
R7,46,鹿児島県,高度急性期,実績,2020,1209
R7,46,鹿児島県,高度急性期,実績,2021,1314
R7,46,鹿児島県,高度急性期,実績,2022,1288
R7,46,鹿児島県,高度急性期,実績,2023,1526
R7,46,鹿児島県,高度急性期,実績,2024,1811
R7,46,鹿児島県,高度急性期,実績,2025,1694
R7,46,鹿児島県,高度急性期,見込量,2026,1711
R7,46,鹿児島県,高度急性期,必要数,2025,1540
R7,46,鹿児島県,急性期,実績,2015,12226
R7,46,鹿児島県,急性期,実績,2018,12200
R7,46,鹿児島県,急性期,実績,2019,11670
R7,46,鹿児島県,急性期,実績,2020,10822
R7,46,鹿児島県,急性期,実績,2021,10881
R7,46,鹿児島県,急性期,実績,2022,10246
R7,46,鹿児島県,急性期,実績,2023,10060
R7,46,鹿児島県,急性期,実績,2024,9496
R7,46,鹿児島県,急性期,実績,2025,9548
R7,46,鹿児島県,急性期,見込量,2026,9368
R7,46,鹿児島県,急性期,必要数,2025,5534
R7,46,鹿児島県,回復期,実績,2015,3854
R7,46,鹿児島県,回復期,実績,2018,5141
R7,46,鹿児島県,回復期,実績,2019,5184
R7,46,鹿児島県,回復期,実績,2020,5883
R7,46,鹿児島県,回復期,実績,2021,5710
R7,46,鹿児島県,回復期,実績,2022,5572
R7,46,鹿児島県,回復期,実績,2023,5503
R7,46,鹿児島県,回復期,実績,2024,5857
R7,46,鹿児島県,回復期,実績,2025,5940
R7,46,鹿児島県,回復期,見込量,2026,6040
R7,46,鹿児島県,回復期,必要数,2025,7048
R7,46,鹿児島県,慢性期,実績,2015,8453
R7,46,鹿児島県,慢性期,実績,2018,8569
R7,46,鹿児島県,慢性期,実績,2019,8123
R7,46,鹿児島県,慢性期,実績,2020,7524
R7,46,鹿児島県,慢性期,実績,2021,7248
R7,46,鹿児島県,慢性期,実績,2022,6884
R7,46,鹿児島県,慢性期,実績,2023,6836
R7,46,鹿児島県,慢性期,実績,2024,6664
R7,46,鹿児島県,慢性期,実績,2025,6561
R7,46,鹿児島県,慢性期,見込量,2026,6141
R7,46,鹿児島県,慢性期,必要数,2025,5822
R7,47,沖縄県,合計,実績,2015,14198
R7,47,沖縄県,合計,実績,2018,12969
R7,47,沖縄県,合計,実績,2019,13326
R7,47,沖縄県,合計,実績,2020,13622
R7,47,沖縄県,合計,実績,2021,13620
R7,47,沖縄県,合計,実績,2022,13329
R7,47,沖縄県,合計,実績,2023,13742
R7,47,沖縄県,合計,実績,2024,13597
R7,47,沖縄県,合計,実績,2025,13820
R7,47,沖縄県,合計,見込量,2026,13698
R7,47,沖縄県,合計,必要数,2025,15280
R7,47,沖縄県,高度急性期,実績,2015,1817
R7,47,沖縄県,高度急性期,実績,2018,1212
R7,47,沖縄県,高度急性期,実績,2019,1180
R7,47,沖縄県,高度急性期,実績,2020,1158
R7,47,沖縄県,高度急性期,実績,2021,1166
R7,47,沖縄県,高度急性期,実績,2022,1148
R7,47,沖縄県,高度急性期,実績,2023,1164
R7,47,沖縄県,高度急性期,実績,2024,1263
R7,47,沖縄県,高度急性期,実績,2025,1455
R7,47,沖縄県,高度急性期,見込量,2026,1469
R7,47,沖縄県,高度急性期,必要数,2025,1831
R7,47,沖縄県,急性期,実績,2015,6403
R7,47,沖縄県,急性期,実績,2018,6510
R7,47,沖縄県,急性期,実績,2019,6271
R7,47,沖縄県,急性期,実績,2020,6472
R7,47,沖縄県,急性期,実績,2021,6514
R7,47,沖縄県,急性期,実績,2022,6322
R7,47,沖縄県,急性期,実績,2023,6326
R7,47,沖縄県,急性期,実績,2024,6144
R7,47,沖縄県,急性期,実績,2025,5671
R7,47,沖縄県,急性期,見込量,2026,5645
R7,47,沖縄県,急性期,必要数,2025,5427
R7,47,沖縄県,回復期,実績,2015,1268
R7,47,沖縄県,回復期,実績,2018,1706
R7,47,沖縄県,回復期,実績,2019,1865
R7,47,沖縄県,回復期,実績,2020,2006
R7,47,沖縄県,回復期,実績,2021,2092
R7,47,沖縄県,回復期,実績,2022,2322
R7,47,沖縄県,回復期,実績,2023,2466
R7,47,沖縄県,回復期,実績,2024,2607
R7,47,沖縄県,回復期,実績,2025,2814
R7,47,沖縄県,回復期,見込量,2026,2841
R7,47,沖縄県,回復期,必要数,2025,4674
R7,47,沖縄県,慢性期,実績,2015,4710
R7,47,沖縄県,慢性期,実績,2018,3541
R7,47,沖縄県,慢性期,実績,2019,4010
R7,47,沖縄県,慢性期,実績,2020,3986
R7,47,沖縄県,慢性期,実績,2021,3848
R7,47,沖縄県,慢性期,実績,2022,3537
R7,47,沖縄県,慢性期,実績,2023,3786
R7,47,沖縄県,慢性期,実績,2024,3583
R7,47,沖縄県,慢性期,実績,2025,3880
R7,47,沖縄県,慢性期,見込量,2026,3743
R7,47,沖縄県,慢性期,必要数,2025,3348
