record_id,pref_code,pref_name,area_code,area_name,facility_name,municipality,linkage_match_status,linkage_match_method,current_longitude,current_latitude,reference_status,reference_kind,reference_id,reference_name,reference_address,reference_longitude,reference_latitude,reference_area_code,distance_m,audit_status
R7-0101-14,01,北海道,0101,南渡島,市立函館病院,函館市,matched,normalized_exact,140.7301711,41.80541985,unique,病院,0111010002560,市立函館病院,北海道函館市港町１丁目１０番１号,140.729451,41.805319,0101,60.7,agree
R7-0101-15,01,北海道,0101,南渡島,函館中央病院,函館市,matched,normalized_exact,140.7519212,41.78666758,unique,病院,0111010002610,函館中央病院,北海道函館市本町３３番２号,140.751521,41.786548,0101,35.7,agree
R7-0101-16,01,北海道,0101,南渡島,函館五稜郭病院,函館市,matched,normalized_exact,140.755523,41.7924566,none,,,,,,,,,no_reference
R7-0101-17,01,北海道,0101,南渡島,共愛会病院,函館市,matched,normalized_exact,140.7406261,41.78547852,none,,,,,,,,,no_reference
R7-0101-18,01,北海道,0101,南渡島,独立行政法人国立病院機構函館医療センター,函館市,unmatched,none,,,unique,病院,0111010002550,独立行政法人国立病院機構函館医療センター,北海道函館市川原町１８番１６号,140.773620,41.788897,0101,,missing_with_reference
R7-0101-19,01,北海道,0101,南渡島,社会福祉法人北海道社会事業協会函館病院,函館市,matched,normalized_exact,140.7707975,41.78451606,none,,,,,,,,,no_reference
R7-0101-20,01,北海道,0101,南渡島,函館市医師会病院,函館市,matched,normalized_exact,140.7530393,41.80698351,none,,,,,,,,,no_reference
R7-0101-21,01,北海道,0101,南渡島,ななえ新病院,七飯町,matched,normalized_exact,140.704009,41.8957942,unique,病院,0111010003060,ななえ新病院,北海道亀田郡七飯町本町７丁目６５７番地５,140.704288,41.896440,0101,75.4,agree
R7-0101-22,01,北海道,0101,南渡島,亀田病院,函館市,matched,normalized_exact,140.7446432,41.8180305,unique,病院,0111010002660,亀田病院,北海道函館市昭和１丁目２３番１１号,140.744593,41.818282,0101,28.3,agree
R7-0101-23,01,北海道,0101,南渡島,社会医療法人仁生会西堀病院,函館市,matched,normalized_exact,140.75831623582877,41.805893037104276,unique,病院,0111010002710,社会医療法人仁生会　西堀病院,北海道函館市中道２丁目６番１１号,140.758398,41.805839,0101,9.1,agree
R7-0101-24,01,北海道,0101,南渡島,医療法人雄心会函館新都市病院,函館市,matched,normalized_exact,140.7384375,41.82501194,unique,病院,0111010002830,医療法人　雄心会　函館新都市病院,北海道函館市石川町３３１番地１,140.738621,41.825031,0101,15.4,agree
R7-0101-25,01,北海道,0101,南渡島,函館赤十字病院,函館市,matched,normalized_exact,140.740814,41.77848376,none,,,,,,,,,no_reference
R7-0101-26,01,北海道,0101,南渡島,社会医療法人函館脳神経外科　函館脳神経外科病院,函館市,matched,normalized_suffix,140.76304336876925,41.81310803057773,none,,,,,,,,,no_reference
R7-0101-27,01,北海道,0101,南渡島,函館渡辺病院,函館市,matched,normalized_exact,140.78537131932723,41.781472347881454,none,,,,,,,,,no_reference
R7-0101-28,01,北海道,0101,南渡島,社会医療法人高橋病院,函館市,matched,normalized_exact,140.7119891969595,41.765456353664185,unique,病院,0111010002700,社会医療法人　高橋病院,北海道函館市時任町１番２号,140.750342,41.781416,0101,3642.1,conflict
R7-0101-29,01,北海道,0101,南渡島,医療法人同仁会函館記念病院,函館市,matched,normalized_exact,140.7360412327281,41.807233751224395,none,,,,,,,,,no_reference
R7-0101-30,01,北海道,0101,南渡島,社会医療法人道南勤労者医療協会道南勤医協函館稜北病院,函館市,matched,normalized_suffix,140.7623921,41.81217053,unique,病院,0111010002630,社会医療法人道南勤労者医療協会　道南勤医協函館稜北病院,北海道函館市中道２丁目５１番１号,140.762287,41.812227,0101,10.7,agree
R7-0101-31,01,北海道,0101,南渡島,木古内町国民健康保険病院,木古内町,matched,normalized_exact,140.4370639,41.67516409,none,,,,,,,,,no_reference
R7-0101-32,01,北海道,0101,南渡島,医療法人聖仁会森病院,函館市,matched,normalized_exact,140.7535664,41.86042665,none,,,,,,,,,no_reference
R7-0101-33,01,北海道,0101,南渡島,医療法人雄心会新都市砂原病院,森町,matched,normalized_exact,140.662962,42.12687966,none,,,,,,,,,no_reference
R7-0101-34,01,北海道,0101,南渡島,特定医療法人富田病院,函館市,matched,normalized_exact,140.77362379502657,41.78501972020405,unique,病院,0111010002690,特定医療法人　富田病院,北海道函館市駒場町９番１８号,140.773648,41.785008,0101,2.4,agree
R7-0101-35,01,北海道,0101,南渡島,花園記念病院,函館市,unmatched,none,,,none,,,,,,,,,missing_without_reference
R7-0101-36,01,北海道,0101,南渡島,市立函館恵山病院,函館市,matched,normalized_exact,141.0979224,41.77554015,unique,病院,0111010002840,市立函館恵山病院,北海道函館市日ノ浜町１５番地１,141.097768,41.775325,0101,27.1,agree
R7-0101-37,01,北海道,0101,南渡島,松前町立松前病院,松前町,matched,normalized_exact,140.0964366,41.42729384,unique,病院,0111010003040,松前町立松前病院,北海道松前郡松前町字大磯１７４番地１,140.096304,41.427312,0101,11.2,agree
R7-0101-38,01,北海道,0101,南渡島,森町国民健康保険病院,森町,matched,normalized_exact,140.5672367,42.10274155,unique,病院,0111010003080,森町国民健康保険病院,北海道茅部郡森町字上台町３２６番地,140.567123,42.102915,0101,21.4,agree
R7-0101-39,01,北海道,0101,南渡島,市立函館南茅部病院,函館市,matched,normalized_exact,140.9574793,41.91688794,unique,病院,0111010002850,市立函館南茅部病院,北海道函館市安浦町９２番地,140.957549,41.917016,0101,15.4,agree
R7-0101-40,01,北海道,0101,南渡島,医療法人社団健和会函館おおむら整形外科病院,函館市,matched,normalized_exact,140.74572629243053,41.83252041206567,none,,,,,,,,,no_reference
R7-0101-41,01,北海道,0101,南渡島,江口眼科病院,函館市,matched,normalized_exact,140.7196169,41.76324322,none,,,,,,,,,no_reference
R7-0101-42,01,北海道,0101,南渡島,医療法人社団玄心会吉田眼科病院,函館市,matched,normalized_exact,140.7709171509786,41.79877553741164,none,,,,,,,,,no_reference
R7-0101-43,01,北海道,0101,南渡島,医療法人社団立青会なるかわ病院,七飯町,matched,normalized_exact,140.71135073554007,41.88565418004973,none,,,,,,,,,no_reference
R7-0101-44,01,北海道,0101,南渡島,医療法人敬仁会函館おしま病院,函館市,matched,normalized_exact,140.7529507,41.77754211,unique,病院,0111010002650,医療法人敬仁会　函館おしま病院,北海道函館市的場町１９番６号,140.752817,41.777703,0101,21.0,agree
R7-0101-45,01,北海道,0101,南渡島,医療法人社団陵仁会えんどう桔梗マタニティクリニック,函館市,matched,normalized_exact,140.7336555753093,41.84895251326543,none,,,,,,,,,no_reference
R7-0101-46,01,北海道,0101,南渡島,医療法人社団山樹会平山医院,函館市,matched,normalized_exact,140.728361165275,41.76980273741374,none,,,,,,,,,no_reference
R7-0101-47,01,北海道,0101,南渡島,平田泌尿器科,函館市,matched,normalized_exact,140.769681,41.80051975,none,,,,,,,,,no_reference
R7-0101-48,01,北海道,0101,南渡島,医療法人秀真会藤岡眼科,函館市,matched,normalized_exact,140.74196106261817,41.83099431037078,none,,,,,,,,,no_reference
R7-0101-49,01,北海道,0101,南渡島,ひでしま内科クリニック,函館市,matched,normalized_exact,140.7292947,41.7960612,none,,,,,,,,,no_reference
R7-0101-50,01,北海道,0101,南渡島,医療法人悠康会函館整形外科クリニック,函館市,matched,normalized_exact,140.7391707,41.82341739,none,,,,,,,,,no_reference
R7-0101-51,01,北海道,0101,南渡島,中島内科循環器科メンタルクリニック,函館市,matched,normalized_exact,140.7354015,41.76944336,none,,,,,,,,,no_reference
R7-0101-52,01,北海道,0101,南渡島,町立江良診療所,松前町,matched,normalized_exact,139.9915148,41.54826063,unique,診療所,0122010002950,町立江良診療所,北海道松前郡松前町字江良８７２番地１,139.991668,41.548131,0101,19.2,agree
R7-0101-53,01,北海道,0101,南渡島,渡島リハビリテーションセンター診療所,鹿部町,matched,normalized_exact,140.833571,42.02424045,none,,,,,,,,,no_reference
R7-0101-54,01,北海道,0101,南渡島,医療法人社団向整形外科クリニック,森町,matched,normalized_exact,140.5688130961994,42.10484753734972,unique,診療所,0122010003050,医療法人社団向整形外科クリニック,北海道茅部郡森町字上台町２２１番地,140.568830,42.104813,0101,4.1,agree
R7-0101-55,01,北海道,0101,南渡島,医療法人社団明誠会こじま産婦人科,函館市,matched,normalized_exact,140.76076708738225,41.81382534894002,none,,,,,,,,,no_reference
R7-0101-56,01,北海道,0101,南渡島,深瀬医院,函館市,matched,normalized_exact,140.7369369,41.7864579,none,,,,,,,,,no_reference
R7-0101-57,01,北海道,0101,南渡島,函館泌尿器科,函館市,matched,normalized_exact,140.734245,41.83468914,none,,,,,,,,,no_reference
R7-0101-58,01,北海道,0101,南渡島,秋山ウィメンズ・ＡＲＴクリニック,函館市,unmatched,none,,,unique,診療所,0122013200020,秋山ウィメンズ・ＡＲＴクリニック,北海道函館市石川町４１－９,140.740121,41.828236,0101,,missing_with_reference
R7-0101-59,01,北海道,0101,南渡島,医療法人社団花園眼科医院,函館市,matched,normalized_exact,140.78357027246557,41.79402775019635,none,,,,,,,,,no_reference
R7-0101-60,01,北海道,0101,南渡島,三浦レディースクリニック,函館市,matched,normalized_exact,140.7545415,41.79001136,none,,,,,,,,,no_reference
R7-0101-61,01,北海道,0101,南渡島,医療法人社団産科婦人科白鳥クリニック,函館市,matched,normalized_exact,140.74608957392178,41.795418429428864,unique,診療所,0122010020050,医療法人社団産科婦人科白鳥クリニック,北海道函館市白鳥町１３番１８号,140.746010,41.795404,0101,6.8,agree
R7-0101-62,01,北海道,0101,南渡島,湯の川女性クリニック,函館市,matched,normalized_exact,140.7911741,41.78080621,unique,診療所,0122010002630,湯の川女性クリニック,北海道函館市湯川町２丁目１７番８号,140.791225,41.780821,0101,4.5,agree
R7-0101-63,01,北海道,0101,南渡島,医療法人正衛会しいき循環器科内科医院,北斗市,matched,normalized_exact,140.6546756,41.88201931,unique,診療所,0122010003010,医療法人正衛会しいき循環器科内科医院,北海道北斗市本町６６５番地の１８,140.654653,41.882079,0101,6.9,agree
R7-0102-14,01,北海道,0102,南檜山,北海道立江差病院,江差町,matched,normalized_exact,140.1446847,41.91333028,unique,病院,0111010003180,北海道立江差病院,北海道檜山郡江差町字伏木戸町４８４番地,140.144639,41.913428,0102,11.5,agree
R7-0102-15,01,北海道,0102,南檜山,厚沢部町国民健康保険病院,厚沢部町,matched,normalized_exact,140.2234211,41.91770008,none,,,,,,,,,no_reference
R7-0102-16,01,北海道,0102,南檜山,乙部町国民健康保険病院,乙部町,matched,normalized_exact,140.1404338,41.96841796,unique,病院,0111010003210,乙部町国民健康保険病院,北海道爾志郡乙部町字緑町７０４番地１,140.140470,41.969255,0102,93.1,agree
R7-0102-17,01,北海道,0102,南檜山,医療法人社団恵愛会佐々木病院,江差町,matched,normalized_exact,140.12391956170686,41.866844816431374,none,,,,,,,,,no_reference
R7-0102-18,01,北海道,0102,南檜山,奥尻町国民健康保険病院,奥尻町,matched,normalized_exact,139.5071915,42.17226622,unique,病院,0111010003200,奥尻町国民健康保険病院,北海道奥尻郡奥尻町字奥尻４６２番地,139.507347,42.172306,0102,13.6,agree
R7-0102-19,01,北海道,0102,南檜山,町立上ノ国診療所,上ノ国町,matched,normalized_exact,140.1096241,41.80191518,none,,,,,,,,,no_reference
R7-0102-20,01,北海道,0102,南檜山,医療法人雄心会江差脳神経外科クリニック,江差町,matched,normalized_exact,140.1450804,41.91476633,unique,診療所,0122010003100,医療法人雄心会江差脳神経外科クリニック,北海道檜山郡江差町字伏木戸町５５０－１,140.145083,41.914761,0102,0.6,agree
R7-0103-14,01,北海道,0103,北渡島檜山,八雲総合病院,八雲町,matched,normalized_exact,140.2797778,42.25265527,unique,病院,0111010003150,八雲総合病院,北海道二海郡八雲町東雲町５０番地,140.279584,42.252227,0103,50.2,agree
R7-0103-15,01,北海道,0103,北渡島檜山,医療法人財団明理会道南ロイヤル病院,せたな町,matched,normalized_exact,139.878299084876,42.41424717140377,unique,病院,0111010003130,医療法人財団明理会道南ロイヤル病院,北海道久遠郡せたな町北檜山区北檜山３２２番地の４,139.878055,42.414509,0103,35.3,agree
R7-0103-16,01,北海道,0103,北渡島檜山,八雲町熊石国民健康保険病院,八雲町,matched,normalized_exact,139.9761711,42.12958661,none,,,,,,,,,no_reference
R7-0103-17,01,北海道,0103,北渡島檜山,長万部町立病院,長万部町,matched,normalized_exact,140.3769456,42.51001601,unique,病院,0111010003160,長万部町立病院,北海道山越郡長万部町字長万部１８番地４０,140.377259,42.510063,0103,26.2,agree
R7-0103-18,01,北海道,0103,北渡島檜山,せたな町立国保病院,せたな町,matched,normalized_exact,139.8759366,42.41592294,none,,,,,,,,,no_reference
R7-0103-19,01,北海道,0103,北渡島檜山,今金町国保病院,今金町,matched,normalized_exact,140.007028,42.42919215,none,,,,,,,,,no_reference
R7-0104-14,01,北海道,0104,札幌,北海道大学病院,札幌市北区,matched,normalized_exact,141.345249,43.07761011,unique,病院,0111010000420,北海道大学病院,北海道札幌市北区北１４条西５丁目,141.345617,43.077246,0104,50.3,agree
R7-0104-15,01,北海道,0104,札幌,札幌医科大学附属病院,札幌市中央区,matched,normalized_exact,141.3334939,43.05518012,unique,病院,0111010000010,札幌医科大学附属病院,北海道札幌市中央区南１条西１６丁目２９１番地,141.333497,43.055405,0104,25.0,agree
R7-0104-16,01,北海道,0104,札幌,手稲渓仁会病院,札幌市手稲区,matched,normalized_exact,141.2431262,43.12222834,unique,病院,0111010002020,手稲渓仁会病院,北海道札幌市手稲区前田１条１２丁目１番４０号,141.242631,43.122568,0104,55.2,agree
R7-0104-17,01,北海道,0104,札幌,市立札幌病院,札幌市中央区,matched,normalized_exact,141.3346474,43.07099935,none,,,,,,,,,no_reference
R7-0104-18,01,北海道,0104,札幌,札幌西円山病院,札幌市中央区,matched,normalized_exact,141.3034462,43.04013346,unique,病院,0111010000230,札幌西円山病院,北海道札幌市中央区円山西町４丁目７番２５号,141.303236,43.039966,0104,25.3,agree
R7-0104-19,01,北海道,0104,札幌,独立行政法人国立病院機構 北海道医療センター,札幌市西区,matched,normalized_exact,141.2902185,43.06953256,none,,,,,,,,,no_reference
R7-0104-20,01,北海道,0104,札幌,ＪＡ北海道厚生連札幌厚生病院,札幌市中央区,matched,normalized_exact,141.3692144,43.06752387,unique,病院,0111010000030,ＪＡ北海道厚生連　札幌厚生病院,北海道札幌市中央区北３条東８丁目５番地,141.369151,43.067520,0104,5.2,agree
R7-0104-21,01,北海道,0104,札幌,社会医療法人 医仁会 中村記念病院,札幌市中央区,matched,normalized_exact,141.33643426730524,43.05638354473194,none,,,,,,,,,no_reference
R7-0104-22,01,北海道,0104,札幌,医療法人愛全病院,札幌市南区,matched,normalized_exact,141.3330462,42.97938182,unique,病院,0111010001580,医療法人　愛全病院,北海道札幌市南区川沿１３条２丁目１番３８号,141.333794,42.979599,0104,65.5,agree
R7-0104-23,01,北海道,0104,札幌,勤医協中央病院,札幌市東区,matched,normalized_exact,141.403087,43.0914688,unique,病院,0111010000670,勤医協中央病院,北海道札幌市東区東苗穂５条１丁目９番１号,141.403063,43.091463,0104,2.1,agree
R7-0104-24,01,北海道,0104,札幌,独立行政法人国立病院機構北海道がんセンター,札幌市白石区,matched,normalized_exact,141.3748752,43.05837674,none,,,,,,,,,no_reference
R7-0104-25,01,北海道,0104,札幌,ＫＫＲ札幌医療センター,札幌市豊平区,matched,normalized_exact,141.3668487,43.03624946,unique,病院,0111010001300,ＫＫＲ札幌医療センター,北海道札幌市豊平区平岸１条６丁目３番４０号,141.367208,43.036385,0104,32.9,agree
R7-0104-26,01,北海道,0104,札幌,医療法人中山会 新札幌パウロ病院,札幌市厚別区,matched,normalized_exact,141.4900598,43.04660093,unique,病院,0111010001220,医療法人中山会新札幌パウロ病院,北海道札幌市厚別区厚別東２条６丁目４番１号,141.490013,43.047052,0104,50.3,agree
R7-0104-27,01,北海道,0104,札幌,医療法人札幌宮の沢病院,札幌市手稲区,matched,normalized_exact,141.2634071,43.10744466,unique,病院,0111010002080,医療法人札幌宮の沢病院,北海道札幌市手稲区西宮の沢１条４丁目１４番３５号,141.263435,43.107570,0104,14.1,agree
R7-0104-28,01,北海道,0104,札幌,医療法人札幌緑誠病院,札幌市手稲区,matched,normalized_exact,141.2574396,43.10466551,unique,病院,0111010002100,医療法人札幌緑誠病院,北海道札幌市手稲区西宮の沢４条４丁目１８番１１号,141.257464,43.104570,0104,10.8,agree
R7-0104-29,01,北海道,0104,札幌,医療法人福和会 札幌立花病院,札幌市手稲区,matched,normalized_exact,141.2334969,43.14562782,none,,,,,,,,,no_reference
R7-0104-30,01,北海道,0104,札幌,医療法人徳洲会 札幌東徳洲会病院,札幌市東区,matched,normalized_exact,141.365986,43.10367334,unique,病院,0111010000700,医療法人　徳洲会　札幌東徳洲会病院,北海道札幌市東区北３３条東１４丁目３番１号,141.365955,43.103572,0104,11.5,agree
R7-0104-31,01,北海道,0104,札幌,札幌田中病院,札幌市手稲区,matched,normalized_exact,141.2564687663561,43.10055311903004,none,,,,,,,,,no_reference
R7-0104-32,01,北海道,0104,札幌,カレス記念病院,札幌市東区,unmatched,none,,,none,,,,,,,,,missing_without_reference
R7-0104-33,01,北海道,0104,札幌,ＪＲ札幌病院,札幌市中央区,matched,normalized_exact,141.3566792,43.06573571,none,,,,,,,,,no_reference
R7-0104-34,01,北海道,0104,札幌,独立行政法人地域医療機能推進機構北海道病院,札幌市豊平区,matched,normalized_exact,141.3560839,43.0257499,unique,病院,0111010001290,独立行政法人地域医療機能推進機構　北海道病院,北海道札幌市豊平区中の島１条８丁目３番１８号,141.355793,43.025469,0104,39.2,agree
R7-0104-35,01,北海道,0104,札幌,医療法人徳洲会 札幌徳洲会病院,札幌市厚別区,matched,normalized_exact,141.4479226,43.0292661,unique,病院,0111010000950,医療法人徳洲会札幌徳洲会病院,北海道札幌市厚別区大谷地東１丁目１番１号,141.448229,43.028943,0104,43.7,agree
R7-0104-36,01,北海道,0104,札幌,ＮＴＴ東日本札幌病院,札幌市中央区,matched,normalized_exact,141.3344455,43.05575087,unique,病院,0111010000060,ＮＴＴ東日本札幌病院,北海道札幌市中央区南１条西１５丁目２９０番地,141.334582,43.056224,0104,53.8,agree
R7-0104-37,01,北海道,0104,札幌,医療法人札幌山の上病院,札幌市西区,matched,normalized_exact,141.2865874,43.06981067,none,,,,,,,,,no_reference
R7-0104-38,01,北海道,0104,札幌,医療法人晴生会　晴生会さっぽろ病院,札幌市南区,candidate_only,none,,,none,,,,,,,,,missing_without_reference
R7-0104-39,01,北海道,0104,札幌,国家公務員共済組合連合会 斗南病院,札幌市中央区,matched,normalized_exact,141.34585682692992,43.06515818632301,none,,,,,,,,,no_reference
R7-0104-40,01,北海道,0104,札幌,社会医療法人北楡会 札幌北楡病院,札幌市白石区,matched,normalized_exact,141.39930779631615,43.0490941601653,none,,,,,,,,,no_reference
R7-0104-41,01,北海道,0104,札幌,定山渓病院,札幌市南区,matched,normalized_exact,141.1644031,42.96833308,none,,,,,,,,,no_reference
R7-0104-42,01,北海道,0104,札幌,医療法人尚仁会 真栄病院,札幌市清田区,matched,normalized_exact,141.4439938,42.97855528,none,,,,,,,,,no_reference
R7-0104-43,01,北海道,0104,札幌,社会医療法人孝仁会　札幌孝仁会記念病院,札幌市西区,unmatched,none,,,none,,,,,,,,,missing_without_reference
R7-0104-44,01,北海道,0104,札幌,独立行政法人地域医療機能推進機構札幌北辰病院,札幌市厚別区,matched,normalized_exact,141.4739182,43.04174262,unique,病院,0111010001130,独立行政法人地域医療機能推進機構札幌北辰病院,北海道札幌市厚別区厚別中央２条６丁目２番１号,141.473754,43.041969,0104,28.5,agree
R7-0104-45,01,北海道,0104,札幌,医療法人社団北樹会病院,札幌市豊平区,matched,normalized_exact,141.3867276686678,43.02581044659337,unique,病院,0111010001440,医療法人社団北樹会病院,北海道札幌市豊平区月寒西５条８丁目４－３２,141.386673,43.025839,0104,5.5,agree
R7-0104-46,01,北海道,0104,札幌,江別市立病院,江別市,matched,normalized_exact,141.5449109,43.1112826,none,,,,,,,,,no_reference
R7-0104-47,01,北海道,0104,札幌,社会医療法人禎心会 札幌禎心会病院,札幌市東区,matched,normalized_exact,141.34630702145853,43.10090922554151,unique,病院,0111010000720,社会医療法人禎心会　札幌禎心会病院,北海道札幌市東区北３３条東１丁目３－１,141.346679,43.100933,0104,30.3,agree
R7-0104-48,01,北海道,0104,札幌,社会医療法人康和会 札幌しらかば台病院,札幌市豊平区,matched,normalized_exact,141.42109827572946,43.01781106325206,none,,,,,,,,,no_reference
R7-0104-49,01,北海道,0104,札幌,天使病院,札幌市東区,matched,normalized_exact,141.3574783,43.07663303,unique,病院,0111010000680,天使病院,北海道札幌市東区北１２条東３丁目１－１,141.357373,43.076603,0104,9.2,agree
R7-0104-50,01,北海道,0104,札幌,医療法人社団明日佳 札幌明日佳病院,札幌市中央区,matched,normalized_exact,141.29304938522128,43.043058692033995,unique,病院,0111010000240,医療法人社団明日佳　札幌明日佳病院,北海道札幌市中央区宮の森　１条１７丁目１番２５号,141.292825,43.043133,0104,20.0,agree
R7-0104-51,01,北海道,0104,札幌,医療法人東札幌病院,札幌市白石区,matched,normalized_exact,141.3877821,43.05047201,none,,,,,,,,,no_reference
R7-0104-52,01,北海道,0104,札幌,医療法人社団恵和会 宮の森病院,札幌市中央区,matched,normalized_exact,141.29216120933674,43.05703109000304,none,,,,,,,,,no_reference
R7-0104-53,01,北海道,0104,札幌,医療法人社団豊武会 幌東病院,札幌市白石区,matched,normalized_exact,141.41280752555718,43.04178168128941,none,,,,,,,,,no_reference
R7-0104-54,01,北海道,0104,札幌,北海道整形外科記念病院,札幌市豊平区,matched,normalized_exact,141.382561,43.02460923,none,,,,,,,,,no_reference
R7-0104-55,01,北海道,0104,札幌,医療法人札幌平岡病院,札幌市清田区,matched,normalized_exact,141.4475703,43.00066226,none,,,,,,,,,no_reference
R7-0104-56,01,北海道,0104,札幌,社会医療法人康和会 札幌しらかば台篠路病院,札幌市北区,matched,normalized_exact,141.3591661460993,43.152654670768676,none,,,,,,,,,no_reference
R7-0104-57,01,北海道,0104,札幌,恵庭第一病院,恵庭市,matched,normalized_exact,141.57940218707444,42.8869847427355,none,,,,,,,,,no_reference
R7-0104-58,01,北海道,0104,札幌,社会医療法人恵佑会札幌病院,札幌市白石区,matched,normalized_exact,141.42779552679312,43.03950261152248,unique,病院,0111010000960,社会医療法人　恵佑会札幌病院,北海道札幌市白石区本通９丁目南１番１号,141.417602,43.042100,0104,877.3,minor_gap
R7-0104-59,01,北海道,0104,札幌,社会医療法人社団三草会 クラーク病院,札幌市東区,matched,normalized_exact,141.38987780846725,43.0799365334968,none,,,,,,,,,no_reference
R7-0104-60,01,北海道,0104,札幌,医療法人社団 札幌百合の会病院,札幌市北区,matched,normalized_exact,141.36755059631906,43.131947827809114,unique,病院,0111010000540,医療法人社団札幌百合の会病院,北海道札幌市北区百合が原１１丁目１８６,141.367565,43.131958,0104,1.6,agree
R7-0104-61,01,北海道,0104,札幌,医療法人社団明日佳 白石明日佳病院,札幌市白石区,matched,normalized_exact,141.39490729373668,43.05070941942055,none,,,,,,,,,no_reference
R7-0104-62,01,北海道,0104,札幌,医療法人社団西の里恵仁会病院,北広島市,matched,normalized_exact,141.4972088168457,43.01506910000138,unique,病院,0111010003410,医療法人社団西の里恵仁会病院,北海道北広島市西の里５０６番地,141.497531,43.015056,0104,26.2,agree
R7-0104-63,01,北海道,0104,札幌,北海道立子ども総合医療・療育センター,札幌市手稲区,matched,normalized_exact,141.2110493,43.12867079,none,,,,,,,,,no_reference
R7-0104-64,01,北海道,0104,札幌,医療法人　札幌東和病院,札幌市東区,matched,normalized_exact,141.3769194,43.10101529,none,,,,,,,,,no_reference
R7-0104-65,01,北海道,0104,札幌,医療法人渓和会江別病院,江別市,matched,normalized_exact,141.5195647,43.09296059,unique,病院,0111010003270,医療法人渓和会　江別病院,北海道江別市野幌代々木町８１番地の６,141.519470,43.093076,0104,15.0,agree
R7-0104-66,01,北海道,0104,札幌,社会医療法人北晨会恵み野病院,恵庭市,matched,normalized_exact,141.5775043,42.90038303,unique,病院,0111010003450,社会医療法人北晨会　恵み野病院,北海道恵庭市恵み野西２丁目３番地５,141.577752,42.900375,0104,20.2,agree
R7-0104-67,01,北海道,0104,札幌,医療法人社団　静和会　静和記念病院,札幌市西区,matched,normalized_exact,141.30481457054015,43.074913505373814,unique,病院,0111010001860,医療法人社団静和会　静和記念病院,北海道札幌市西区八軒５条東５丁目１番１号,141.322209,43.081546,0104,1593.7,conflict
R7-0104-68,01,北海道,0104,札幌,社会医療法人豊生会　東苗穂病院,札幌市東区,matched,normalized_exact,141.39918176691316,43.088477183792975,none,,,,,,,,,no_reference
R7-0104-69,01,北海道,0104,札幌,市立千歳市民病院,千歳市,matched,normalized_exact,141.6398488,42.84386818,none,,,,,,,,,no_reference
R7-0104-70,01,北海道,0104,札幌,医療法人為久会 札幌共立五輪橋病院,札幌市南区,matched,normalized_exact,141.3382178,42.99854372,unique,病院,0111010001690,医療法人為久会　札幌共立五輪橋病院,北海道札幌市南区川沿２条１丁目２番５４号,141.338018,42.998749,0104,28.0,agree
R7-0104-71,01,北海道,0104,札幌,医療法人　讃生会　北野病院,札幌市清田区,unmatched,none,,,unique,病院,0111010001450,医療法人讃生会　北野病院,北海道札幌市清田区北野１条１丁目６番３０号,141.426071,43.009354,0104,,missing_with_reference
R7-0104-72,01,北海道,0104,札幌,医療福祉センター札幌あゆみの園,札幌市白石区,matched,normalized_exact,141.4388244,43.07143425,unique,病院,0111010001120,医療福祉センター札幌あゆみの園,北海道札幌市白石区川北２２５４－１,141.438728,43.071438,0104,7.8,agree
R7-0104-73,01,北海道,0104,札幌,交雄会新さっぽろ病院,札幌市厚別区,unmatched,none,,,none,,,,,,,,,missing_without_reference
R7-0104-74,01,北海道,0104,札幌,医療法人社団 明生会 イムス札幌消化器中央総合病院,札幌市西区,matched,normalized_exact,141.3100427921703,43.08296966306643,none,,,,,,,,,no_reference
R7-0104-75,01,北海道,0104,札幌,医療法人社団エス・エス・ジェイ 札幌整形循環器病院,札幌市清田区,matched,normalized_exact,141.431071350887,43.006856296263116,none,,,,,,,,,no_reference
R7-0104-76,01,北海道,0104,札幌,札幌中央病院,札幌市中央区,matched,normalized_exact,141.3430866,43.04758432,none,,,,,,,,,no_reference
R7-0104-77,01,北海道,0104,札幌,北海道内科リウマチ科病院,札幌市西区,matched,normalized_exact,141.3068891,43.077398,unique,病院,0111010001830,北海道内科リウマチ科病院,北海道札幌市西区琴似１条３丁目１番４５号,141.306767,43.077435,0104,10.7,agree
R7-0104-78,01,北海道,0104,札幌,医療法人喬成会花川病院,石狩市,matched,normalized_exact,141.2930293,43.14040352,none,,,,,,,,,no_reference
R7-0104-79,01,北海道,0104,札幌,医療法人彰和会 北海道消化器科病院,札幌市東区,matched,normalized_exact,141.3790054,43.08061934,unique,病院,0111010000880,医療法人彰和会　北海道消化器科病院,北海道札幌市東区本町１条１丁目２番１０号,141.379036,43.080560,0104,7.1,agree
R7-0104-80,01,北海道,0104,札幌,社会医療法人　医仁会 中村記念南病院,札幌市南区,matched,normalized_exact,141.3352789993911,42.99760828371205,none,,,,,,,,,no_reference
R7-0104-81,01,北海道,0104,札幌,自衛隊札幌病院,札幌市南区,matched,normalized_exact,141.3535342942266,43.00606212532921,none,,,,,,,,,no_reference
R7-0104-82,01,北海道,0104,札幌,社会医療法人柏葉会　札幌柏葉会病院,札幌市豊平区,unmatched,none,,,unique,病院,0111010001310,社会医療法人柏葉会　札幌柏葉会病院,北海道札幌市豊平区平岸１条１２丁目１番２５号,141.364987,43.028578,0104,,missing_with_reference
