record_id,area_code,facility_name,facility_name_normalized,municipality,match_status,match_method,reason_code,candidate_count,match_score,p04_feature_index,p04_name,p04_name_normalized,p04_category,p04_address,p04_municipality,p04_beds,longitude,latitude
R7-1009-20,1009,両毛整肢療護園,両毛整肢療護園,桐生市,matched,normalized_exact,,1,,24186,両毛整肢療護園,両毛整肢療護園,1,桐生市広沢町1-2648-1,桐生市,60,139.3328980359946,36.392516688562665
R7-1009-21,1009,みどり病院,みどり病院,みどり市,matched,normalized_exact,,1,,24191,みどり病院,みどり病院,1,みどり市笠懸町鹿2646-2,みどり市,50,139.28125837184814,36.40025076769177
R7-1009-22,1009,岩下病院,岩下病院,桐生市,matched,normalized_exact,,1,,24185,岩下病院,岩下病院,1,桐生市本町4-320,桐生市,48,139.340228553811,36.41375044865575
R7-1009-23,1009,大和病院,大和病院,桐生市,matched,normalized_exact,,1,,24187,大和病院,大和病院,1,桐生市稲荷町2-9,桐生市,40,139.3324548931054,36.40687169174631
R7-1009-24,1009,桐生整形外科病院,桐生整形外科病院,桐生市,matched,normalized_exact,,1,,24190,桐生整形外科病院,桐生整形外科病院,1,桐生市広沢町間ノ島284-1,桐生市,38,139.33701724443898,36.3907404318594
R7-1009-25,1009,（医）宏愛会篠原クリニック,医宏愛会篠原クリニック,桐生市,matched,normalized_exact,,1,,25464,（医）宏愛会篠原クリニック,医宏愛会篠原クリニック,2,桐生市相生町3-174-22,桐生市,19,139.3034630344506,36.418913255279605
R7-1009-26,1009,たかのす診療所,たかのす診療所,桐生市,matched,normalized_exact,,1,,25510,たかのす診療所,たかのす診療所,2,桐生市川内町2-289-1,桐生市,15,139.3120592183066,36.43010177411857
R7-1009-27,1009,岩宿クリニック,岩宿クリニック,みどり市,matched,normalized_exact,,1,,26584,岩宿クリニック,岩宿クリニック,2,みどり市笠懸町阿左美1506-3,みどり市,15,139.29436117725515,36.39524252634603
R7-1009-28,1009,青木眼科,青木眼科,みどり市,matched,normalized_exact,,1,,25526,青木眼科,青木眼科,2,みどり市大間々町大間々29-1,みどり市,6,139.28214783694685,36.41511986323744
R7-1010-14,1010,ＳＵＢＡＲＵ健康保険組合太田記念病院,subaru健康保険組合太田記念病院,太田市,matched,normalized_exact,,1,,26721,ＳＵＢＡＲＵ健康保険組合太田記念病院,subaru健康保険組合太田記念病院,1,太田市大島町455-1,太田市,404,139.3606027218697,36.299384068437966
R7-1010-15,1010,医療法人財団明理会イムス太田中央総合病院,明理会イムス太田中央総合病院,太田市,matched,normalized_exact,,1,,26722,医療法人財団明理会イムス太田中央総合病院,明理会イムス太田中央総合病院,1,太田市東今泉町875-1,太田市,350,139.3805017638218,36.32872744454048
R7-1010-16,1010,公立館林厚生病院,公立館林厚生病院,館林市,matched,normalized_exact,,1,,26724,公立館林厚生病院,公立館林厚生病院,1,館林市成島町262-1,館林市,329,139.51784125600022,36.24819008299683
R7-1010-17,1010,群馬県立がんセンター,群馬県立がんセンタ,太田市,matched,normalized_exact,,1,,24193,群馬県立がんセンター,群馬県立がんセンタ,1,太田市高林西町617-1,太田市,314,139.3639345316504,36.25660320714691
R7-1010-18,1010,本島総合病院,本島総合病院,太田市,matched,normalized_exact,,1,,24194,本島総合病院,本島総合病院,1,太田市西本町3-8,太田市,349,139.36922065398863,36.29522893748386
R7-1010-19,1010,（医）慶仁会城山病院,医慶仁会城山病院,太田市,matched,normalized_exact,,1,,24274,(医)慶仁会城山病院,医慶仁会城山病院,1,太田市飯塚町1,太田市,182,139.37904650877124,36.28020008413146
R7-1010-20,1010,堀江病院,堀江病院,太田市,matched,normalized_exact,,1,,24197,堀江病院,堀江病院,1,太田市高林東町1800,太田市,178,139.37575649954846,36.26193188075609
R7-1010-21,1010,慶友整形外科病院,慶友整形外科病院,館林市,matched,normalized_suffix,,1,,24164,(医社)慶友会慶友整形外科病院,医社慶友会慶友整形外科病院,1,館林市赤生田町2267-1,館林市,137,139.55172664290959,36.2311686572502
R7-1010-22,1010,宏愛会第一病院,宏愛会第一病院,太田市,matched,normalized_exact,,1,,24275,宏愛会第一病院,宏愛会第一病院,1,太田市六千石町99-63,太田市,123,139.2865576417209,36.33864126591914
R7-1010-23,1010,館林記念病院,館林記念病院,館林市,matched,normalized_exact,,1,,24277,館林記念病院,館林記念病院,1,館林市台宿町7-18,館林市,104,139.53468508243918,36.253925574070024
R7-1010-24,1010,冨士ヶ丘病院,冨士ヶ丘病院,太田市,matched,normalized_exact,,1,,26723,冨士ヶ丘病院,冨士ヶ丘病院,1,太田市熊野町38-81,太田市,90,139.38403396079593,36.30740821117002
R7-1010-25,1010,医療法人社団醫光会おうら病院,醫光会おうら病院,邑楽町,matched,normalized_suffix,,1,,24279,(医社)醫光会おうら病院,医社醫光会おうら病院,1,邑楽郡邑楽町篠塚3233-1,邑楽町,80,139.43302215565748,36.25490402721419
R7-1010-26,1010,(医)徹裕会蜂谷病院,医徹裕会蜂谷病院,大泉町,matched,normalized_exact,,1,,24280,(医)徹裕会蜂谷病院,医徹裕会蜂谷病院,1,邑楽郡大泉町朝日4-11-1,大泉町,74,139.42053269332766,36.251023081397896
R7-1010-27,1010,（医社）田口会新橋病院,医社田口会新橋病院,館林市,matched,normalized_exact,,1,,24278,(医社)田口会新橋病院,医社田口会新橋病院,1,館林市下三林町452,館林市,134,139.51095096184295,36.220754652279645
R7-1010-28,1010,（医）海宝会明和セントラル病院,医海宝会明和セントラル病院,館林市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1010-29,1010,藤井レディースクリニック,藤井レディスクリニック,太田市,matched,normalized_exact,,1,,24436,藤井レディースクリニック,藤井レディスクリニック,2,太田市東矢島町１１８４－１,太田市,18,139.38418968024106,36.271421880121075
R7-1010-30,1010,伊藤産婦人科,伊藤産婦人科,太田市,matched,normalized_exact,,1,,24464,伊藤産婦人科,伊藤産婦人科,2,太田市飯田町９６０,太田市,13,139.37745385790976,36.29047534266706
R7-1010-31,1010,（医社）岩崎会岩崎医院,医社岩崎会岩崎医院,太田市,matched,normalized_exact,,1,,26600,（医社）岩崎会岩崎医院,医社岩崎会岩崎医院,2,太田市新井町２０６,太田市,13,139.37450645209168,36.28355486328054
R7-1010-32,1010,真愛ウィメンズクリニック,真愛ウィメンズクリニック,館林市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1010-33,1010,土井レディスクリニック,土井レディスクリニック,館林市,matched,normalized_exact,,1,,24550,土井レディスクリニック,土井レディスクリニック,2,館林市苗木町2599-128,館林市,13,139.49838605512215,36.22971208678727
R7-1101-14,1101,医療法人社団東光会戸田中央総合病院,東光会戸田中央総合病院,戸田市,matched,normalized_exact,,1,,27236,医療法人社団東光会　戸田中央総合病院,東光会戸田中央総合病院,1,戸田市本町1-19-3,戸田市,517,139.68024232004404,35.81126662893442
R7-1101-15,1101,川口市立医療センター,川口市立医療センタ,川口市,matched,normalized_exact,,1,,30056,川口市立医療センター,川口市立医療センタ,1,川口市西新井宿180,川口市,539,139.7306036317412,35.84331287350767
R7-1101-16,1101,社会福祉法人恩賜財団済生会支部埼玉県済生会川口総合病院,済生会支部埼玉県済生会川口総合病院,川口市,matched,normalized_exact,,1,,30058,社会福祉法人　恩賜財団済生会支部　埼玉県済生会　川口総合病院,済生会支部埼玉県済生会川口総合病院,1,川口市西川口5-11-5,川口市,424,139.70278668776615,35.809251949508706
R7-1101-17,1101,埼玉協同病院,埼玉協同病院,川口市,matched,normalized_exact,,1,,30074,埼玉協同病院,埼玉協同病院,1,川口市木曽呂1317,川口市,399,139.7160981715844,35.86035027247833
R7-1101-18,1101,医療法人社団厚生会埼玉厚生病院,厚生会埼玉厚生病院,川口市,matched,normalized_exact,,1,,27243,医療法人社団厚生会　埼玉厚生病院,厚生会埼玉厚生病院,1,川口市南鳩ヶ谷6-5-5,川口市,108,139.73535383287117,35.81767047406516
R7-1101-19,1101,社会医療法人新青会川口工業総合病院,新青会川口工業総合病院,川口市,matched,normalized_exact,,1,,30060,医療法人新青会　川口工業総合病院,新青会川口工業総合病院,1,川口市青木1-18-15,川口市,199,139.73009400914984,35.80390903859006
R7-1101-20,1101,社会医療法人社団大成会武南病院,大成会武南病院,川口市,matched,normalized_exact,,1,,27240,社会医療法人社団　大成会　武南病院,大成会武南病院,1,川口市東本郷2026,川口市,240,139.76014970173466,35.824979862423525
R7-1101-21,1101,医療法人社団東光会戸田中央リハビリテーション病院,東光会戸田中央リハビリテション病院,戸田市,matched,normalized_exact,,1,,27237,医療法人社団東光会　戸田中央　リハビリテーション病院,東光会戸田中央リハビリテション病院,1,戸田市新曽南4-1-29,戸田市,200,139.66403093554877,35.807037740787024
R7-1101-22,1101,医療法人社団協友会東川口病院,協友会東川口病院,川口市,matched,normalized_exact,,1,,27241,医療法人社団協友会　東川口病院,協友会東川口病院,1,川口市東川口2-10-8,川口市,198,139.74743174700248,35.87729349139679
R7-1101-23,1101,川口きゅうぽらリハビリテーション病院,川口きゅうぽらリハビリテション病院,川口市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1101-24,1101,医療法人社団桐和会　タムスさくら病院川口,桐和会タムスさくら病院川口,川口市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1101-25,1101,蕨市立病院,蕨市立病院,蕨市,matched,normalized_exact,,1,,34950,蕨市立病院,蕨市立病院,1,蕨市北町2-12-18,蕨市,130,139.68004760521293,35.82807029332621
R7-1101-26,1101,医療法人健仁会益子病院,健仁会益子病院,川口市,matched,normalized_exact,,1,,30064,医療法人健仁会　益子病院,健仁会益子病院,1,川口市芝中田2-48-6,川口市,115,139.70588768269633,35.82737414025577
R7-1101-27,1101,医療法人財団啓明会中島病院,啓明会中島病院,戸田市,matched,normalized_exact,,1,,27238,医療法人財団啓明会　中島病院,啓明会中島病院,1,戸田市下戸田2-7-10,戸田市,116,139.68377914808048,35.81477733741866
R7-1101-28,1101,医療法人厚和会河合病院,厚和会河合病院,川口市,matched,normalized_exact,,1,,30075,医療法人厚和会　河合病院,厚和会河合病院,1,川口市領家3-6-7,川口市,120,139.74803437261662,35.793803210511136
R7-1101-29,1101,かわぐち心臓呼吸器病院,かわぐち心臓呼吸器病院,川口市,matched,normalized_exact,,1,,27244,かわぐち心臓呼吸器病院,かわぐち心臓呼吸器病院,1,川口市前川1-1-51,川口市,108,139.70907101765508,35.83323125572929
R7-1101-30,1101,医療法人あかつき会はとがや病院,あかつき会はとがや病院,川口市,matched,normalized_exact,,1,,30079,医療法人あかつき会 　はとがや病院,あかつき会はとがや病院,1,川口市坂下町4-16-26,川口市,100,139.73794865249616,35.825754863377675
R7-1101-31,1101,医療法人安東病院,安東病院,川口市,matched,normalized_exact,,1,,30062,医療法人安東病院,安東病院,1,川口市芝3-7-12,川口市,98,139.69557099199903,35.83617930409696
R7-1101-32,1101,医療法人三誠会川口誠和病院,三誠会川口誠和病院,川口市,matched,normalized_exact,,1,,30073,医療法人三誠会　川口誠和病院,三誠会川口誠和病院,1,川口市江戸3-35-46,川口市,100,139.75524625243224,35.81971401551197
R7-1101-33,1101,一般財団法人鳩ケ谷中央病院,鳩ケ谷中央病院,川口市,candidate_only,none,no_name_match,468,0.8571,30077,一般財団法人　鳩ヶ谷中央病院,鳩ヶ谷中央病院,1,川口市桜町6-12-55,川口市,79,,
R7-1101-34,1101,寿康会病院,寿康会病院,川口市,matched,normalized_exact,,1,,30067,寿康会病院,寿康会病院,1,川口市西青木2-15-10,川口市,82,139.71470404934914,35.816240504102105
R7-1101-35,1101,医療法人社団東光会戸田中央産院,東光会戸田中央産院,戸田市,matched,normalized_exact,,1,,27235,医療法人社団東光会　戸田中央産院,東光会戸田中央産院,1,戸田市上戸田2-26-3,戸田市,62,139.68022089601442,35.813759576042266
R7-1101-36,1101,医療法人刀水会齋藤記念病院,刀水会齋藤記念病院,川口市,matched,normalized_exact,,1,,30065,医療法人刀水会　齋藤記念病院,刀水会齋藤記念病院,1,川口市並木4-6-6,川口市,60,139.7076346548499,35.820677059519646
R7-1101-37,1101,ふれあい生協病院,ふれあい生協病院,川口市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1101-38,1101,医療法人誠朗会上野病院,誠朗会上野病院,川口市,matched,normalized_exact,,1,,30069,医療法人誠朗会　上野病院,誠朗会上野病院,1,川口市西青木1-9-30,川口市,51,139.71578264458606,35.814942954388655
R7-1101-39,1101,医療法人今井病院,今井病院,蕨市,matched,normalized_exact,,1,,30051,医療法人今井病院,今井病院,1,蕨市塚越7-34-2,蕨市,46,139.70559584607898,35.819935916678716
R7-1101-40,1101,医療法人慈公会公平病院,慈公会公平病院,戸田市,matched,normalized_exact,,1,,30054,医療法人慈公会　公平病院,慈公会公平病院,1,戸田市笹目南町20-16,戸田市,44,139.65259512022382,35.813027137519256
R7-1101-41,1101,医療法人千葉外科内科病院,千葉外科内科病院,川口市,matched,normalized_exact,,1,,30071,医療法人　千葉外科内科病院,千葉外科内科病院,1,川口市原町4-41,川口市,32,139.70772966443815,35.80266437280507
R7-1101-42,1101,ウメヅ医院,ウメヅ医院,川口市,matched,normalized_exact,,1,,30539,ウメヅ医院,ウメヅ医院,2,埼玉県川口市並木３－９－７,川口市,19,139.70552433367473,35.817396745372896
R7-1101-43,1101,高橋レディースクリニック,高橋レディスクリニック,川口市,matched,normalized_exact,,1,,29784,高橋レディースクリニック,高橋レディスクリニック,2,埼玉県川口市朝日三丁目６番２２号,川口市,19,139.73608803677078,35.81263445130292
R7-1101-44,1101,医療法人青木会青木中央クリニック,青木会青木中央クリニック,川口市,matched,normalized_exact,,1,,30089,医療法人青木会　青木中央クリニック,青木会青木中央クリニック,2,埼玉県川口市柳崎３－７－２４,川口市,19,139.69770747383225,35.85293882533075
R7-1101-45,1101,上靑木中央醫院,上靑木中央醫院,川口市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1101-46,1101,戸田市立市民医療センター,戸田市立市民医療センタ,戸田市,candidate_only,none,municipality_not_in_address,468,1.0,30107,戸田市立市民医療センター,戸田市立市民医療センタ,2,美女木4-20-1,,19,,
R7-1101-47,1101,医療法人社団紡世会 かわぐちレディースクリニック,紡世会かわぐちレディスクリニック,川口市,matched,normalized_exact,,1,,29799,医療法人社団紡世会　かわぐちレディースクリニック,紡世会かわぐちレディスクリニック,2,埼玉県川口市南前川２丁目４番２０号,川口市,19,139.70675636579315,35.83149988113691
R7-1101-48,1101,医療法人産育会厚川医院,産育会厚川医院,川口市,matched,normalized_exact,,1,,32745,医療法人産育会厚川医院,産育会厚川医院,2,埼玉県川口市戸塚２－４－１０,川口市,13,139.7450436234489,35.870880107017605
R7-1101-49,1101,さとうレディースクリニック,さとうレディスクリニック,川口市,matched,normalized_exact,,1,,31180,さとうレディースクリニック,さとうレディスクリニック,2,埼玉県川口市青木１－５－２５,川口市,11,139.7255822127206,35.805673887616244
R7-1101-50,1101,医療法人社団孝寿会ゆずクリニック,孝寿会ゆずクリニック,川口市,matched,normalized_exact,,1,,27734,医療法人社団孝寿会　ゆずクリニック,孝寿会ゆずクリニック,2,埼玉県川口市大字伊刈１５４３番地６,川口市,8,139.6774270055939,35.848382397384704
R7-1102-14,1102,独立行政法人国立病院機構埼玉病院,国立病院機構埼玉病院,和光市,matched,normalized_exact,,1,,34387,独立行政法人　国立病院機構　埼玉病院,国立病院機構埼玉病院,1,和光市諏訪2-1,和光市,550,139.61861555595465,35.77573754438717
R7-1102-15,1102,医療法人社団武蔵野会ＴＭＧあさか医療センター,武蔵野会tmgあさか医療センタ,朝霞市,matched,normalized_exact,,1,,27245,医療法人社団武蔵野会　TMGあさか医療センター,武蔵野会tmgあさか医療センタ,1,朝霞市溝沼1340-1,朝霞市,446,139.5935680985772,35.81082756945342
R7-1102-16,1102,医療法人社団武蔵野会新座志木中央総合病院,武蔵野会新座志木中央総合病院,新座市,matched,normalized_exact,,1,,27246,医療法人社団武蔵野会　新座志木中央総合病院,武蔵野会新座志木中央総合病院,1,新座市東北1-7-2,新座市,402,139.57118139742684,35.82010275437032
R7-1102-17,1102,医療法人財団明理会イムス富士見総合病院,明理会イムス富士見総合病院,富士見市,matched,normalized_exact,,1,,27254,医療法人財団明理会　イムス富士見総合病院,明理会イムス富士見総合病院,1,富士見市大字鶴馬1967-1,富士見市,341,139.55342269005808,35.85554287246464
R7-1102-18,1102,医療法人誠壽会上福岡総合病院,誠壽会上福岡総合病院,ふじみ野市,matched,normalized_exact,,1,,30093,医療法人誠壽会　上福岡総合病院,誠壽会上福岡総合病院,1,ふじみ野市福岡931,ふじみ野市,284,139.5397862182227,35.87687161915635
R7-1102-19,1102,富家病院,富家病院,ふじみ野市,matched,normalized_exact,,1,,34557,富家病院,富家病院,1,ふじみ野市亀久保2197,ふじみ野市,261,139.4773932398133,35.85177063089848
R7-1102-20,1102,医療法人社団明芳会イムス三芳総合病院,明芳会イムス三芳総合病院,三芳町,matched,normalized_exact,,1,,27258,医療法人社団明芳会　イムス三芳総合病院,明芳会イムス三芳総合病院,1,入間郡三芳町藤久保974-3,三芳町,273,139.52509080276565,35.83363797407239
R7-1102-21,1102,医療法人財団明理会埼玉セントラル病院,明理会埼玉セントラル病院,三芳町,matched,normalized_exact,,1,,29761,医療法人財団明理会　埼玉セントラル病院,明理会埼玉セントラル病院,1,入間郡三芳町大字上富字東永久保2177-2,三芳町,450,139.50518910723244,35.84195182166505
R7-1102-22,1102,医療法人社団武蔵野会新座病院,武蔵野会新座病院,新座市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1102-23,1102,堀ノ内病院,堀ノ内病院,新座市,matched,normalized_exact,,1,,34717,堀ノ内病院,堀ノ内病院,1,新座市堀ノ内2-9-31,新座市,199,139.55725515208238,35.771680684062126
R7-1102-24,1102,北野病院,北野病院,新座市,matched,normalized_exact,,1,,34711,北野病院,北野病院,1,新座市北野2-14-8,新座市,148,139.56269925128032,35.81724157098525
R7-1102-25,1102,医療法人さくらさくら記念病院,さくらさくら記念病院,富士見市,matched,normalized_exact,,1,,27256,医療法人さくら　さくら記念病院,さくらさくら記念病院,1,富士見市水谷東1-28-1,富士見市,136,139.57054564409717,35.84198966864571
R7-1102-26,1102,静風荘病院,静風荘病院,新座市,matched,normalized_exact,,1,,30087,静風荘病院,静風荘病院,1,新座市堀ノ内1-9-28,新座市,124,139.5616609023851,35.77790508102287
R7-1102-27,1102,医療法人寿鶴会菅野病院,寿鶴会菅野病院,和光市,matched,normalized_exact,,1,,27249,医療法人寿鶴会　菅野病院,寿鶴会菅野病院,1,和光市本町28-3,和光市,400,139.60365347600444,35.78612161029539
R7-1102-28,1102,医療法人社団草芳会三芳野病院,草芳会三芳野病院,三芳町,matched,normalized_exact,,1,,27259,医療法人社団草芳会　三芳野病院,草芳会三芳野病院,1,入間郡三芳町　大字北永井890-6,三芳町,109,139.51503583720879,35.84535730187193
R7-1102-29,1102,医療法人社団武蔵野会ＴＭＧ宗岡中央病院,武蔵野会tmg宗岡中央病院,志木市,matched,normalized_exact,,1,,27251,医療法人社団武蔵野会　TMG宗岡中央病院,武蔵野会tmg宗岡中央病院,1,志木市上宗岡5-14-50,志木市,100,139.58347422092743,35.84607240450707
R7-1102-30,1102,医療法人山柳会　あさか相生病院,山柳会あさか相生病院,朝霞市,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1102-31,1102,医療法人社団浅野病院,浅野病院,志木市,matched,normalized_exact,,1,,27252,医療法人社団　浅野病院,浅野病院,1,志木市本町6-24-21,志木市,98,139.5724560971686,35.82556624931697
R7-1102-32,1102,朝霞厚生病院,朝霞厚生病院,朝霞市,matched,normalized_exact,,1,,30080,朝霞厚生病院,朝霞厚生病院,1,朝霞市浜崎703,朝霞市,85,139.5883977057099,35.81221040240386
R7-1102-33,1102,医療法人泰一会和光リハビリテーション病院,泰一会和光リハビリテション病院,和光市,matched,normalized_exact,,1,,29760,医療法人泰一会　和光リハビリテーション病院,泰一会和光リハビリテション病院,1,和光市中央2-6-75,和光市,43,139.61726546227618,35.779696023679485
R7-1102-34,1102,医療法人恵愛会恵愛病院,恵愛会恵愛病院,富士見市,matched,normalized_exact,,1,,30096,医療法人恵愛会　恵愛病院,恵愛会恵愛病院,1,富士見市針ヶ谷526-1,富士見市,60,139.55795112109456,35.83153364451137
R7-1102-35,1102,みずほ台病院,みずほ台病院,富士見市,matched,normalized_exact,,1,,27255,みずほ台病院,みずほ台病院,1,富士見市西みずほ台　2-9-5,富士見市,60,139.55119632385205,35.8357778317863
R7-1102-36,1102,医療法人社団サンセリテ三浦病院,サンセリテ三浦病院,富士見市,matched,normalized_exact,,1,,27257,医療法人社団サンセリテ　三浦病院,サンセリテ三浦病院,1,富士見市下南畑3166-1,富士見市,59,139.56587430238412,35.85121507458358
R7-1102-37,1102,坪田和光病院,坪田和光病院,和光市,matched,normalized_exact,,1,,30091,坪田和光病院,坪田和光病院,1,和光市白子2-12-15,和光市,51,139.62105179201995,35.77864052519
R7-1102-38,1102,医療法人社団草芳会三芳野第２病院,草芳会三芳野第2病院,ふじみ野市,matched,normalized_exact,,1,,27253,医療法人社団草芳会　三芳野第２病院,草芳会三芳野第2病院,1,ふじみ野市大原2-1-16,ふじみ野市,45,139.51849154177944,35.878944912367416
R7-1102-39,1102,医療法人向英会髙田整形外科病院,向英会髙田整形外科病院,新座市,matched,normalized_exact,,1,,27248,医療法人向英会　髙田整形外科病院,向英会髙田整形外科病院,1,新座市野火止6-5-20,新座市,40,139.5638234113215,35.80330746661727
R7-1102-40,1102,ふじみの救急病院,ふじみの救急病院,三芳町,unmatched,none,no_name_match,0,,,,,,,,,,
R7-1102-41,1102,あさか産婦人科,あさか産婦人科,朝霞市,matched,normalized_exact,,1,,26738,あさか産婦人科,あさか産婦人科,2,朝霞市溝沼537-1,朝霞市,19,139.58330885483008,35.80663627854558
R7-1102-42,1102,医療法人慶桜会大塚産婦人科小児科医院,慶桜会大塚産婦人科小児科医院,新座市,matched,normalized_exact,,1,,26772,医療法人慶桜会　大塚産婦人科小児科医院,慶桜会大塚産婦人科小児科医院,2,新座市片山1-16-3,新座市,19,139.56499736000902,35.76853904994473
R7-1102-43,1102,医療法人実幸会栗原医院,実幸会栗原医院,富士見市,matched,normalized_exact,,1,,32764,医療法人実幸会　栗原医院,実幸会栗原医院,2,富士見市羽沢1-33-28,富士見市,19,139.5388479198913,35.8587866327889
R7-1102-44,1102,医療法人根本外科整形外科,根本外科整形外科,富士見市,matched,normalized_exact,,1,,32722,医療法人 根本外科整形外科,根本外科整形外科,2,富士見市鶴馬3477-1,富士見市,18,139.53860002845207,35.84228315881699
R7-1102-45,1102,にしじまクリニック,にしじまクリニック,富士見市,matched,normalized_exact,,1,,31678,にしじまクリニック,にしじまクリニック,2,富士見市勝瀬1034-1,富士見市,18,139.53114023076904,35.864414884496135
R7-1102-46,1102,医療法人久治会せきや眼科,久治会せきや眼科,ふじみ野市,matched,normalized_exact,,1,,32614,医療法人久治会　せきや眼科,久治会せきや眼科,2,ふじみ野市旭1-18-25,ふじみ野市,12,139.51672284278118,35.8547491166612
R7-1102-47,1102,阿部レディースクリニック,阿部レディスクリニック,朝霞市,matched,normalized_exact,,1,,32408,阿部レディースクリニック,阿部レディスクリニック,2,朝霞市根岸台6-3-13,朝霞市,8,139.60264175485312,35.796670857152286
R7-1102-48,1102,牧田産婦人科医院,牧田産婦人科医院,新座市,matched,normalized_exact,,1,,34714,牧田産婦人科医院,牧田産婦人科医院,2,新座市あたご3-3-17,新座市,5,139.54347015351746,35.793708426953586
R7-1102-49,1102,志木呼吸器科クリニック,志木呼吸器科クリニック,志木市,matched,normalized_exact,,1,,33748,志木呼吸器科クリニック,志木呼吸器科クリニック,2,志木市本町5-18-13神山ﾋﾞﾙ1階,志木市,4,139.5766690415031,35.824911799805996
R7-1102-50,1102,朝霞台駅前みなみ耳鼻咽喉科,朝霞台駅前みなみ耳鼻咽喉科,朝霞市,matched,normalized_exact,,1,,29703,朝霞台駅前みなみ耳鼻咽喉科,朝霞台駅前みなみ耳鼻咽喉科,2,朝霞市東弁財1-5-18　カロータ２Ｆ,朝霞市,3,139.58593286923067,35.81435890660805
R7-1102-51,1102,医療法人社団宏友会 栗原整形外科,宏友会栗原整形外科,朝霞市,matched,normalized_exact,,1,,26742,医療法人社団宏友会  栗原整形外科,宏友会栗原整形外科,2,朝霞市幸町1-1-5,朝霞市,2,139.59024456608347,35.79780883454434
R7-1102-52,1102,医療法人社団かいしん会ますなが医院,かいしん会ますなが医院,富士見市,matched,normalized_exact,,1,,26799,医療法人社団かいしん会　ますなが医院,かいしん会ますなが医院,2,富士見市勝瀬739-1,富士見市,19,139.53588120688985,35.86379169872779
R7-1102-53,1102,ミューズレディスクリニック,ミュズレディスクリニック,ふじみ野市,matched,normalized_exact,,1,,26833,ミューズレディスクリニック,ミュズレディスクリニック,2,ふじみ野市霞ヶ丘1-2-3　ｺｺﾈ上福岡一番館A202,ふじみ野市,1,139.51094415726786,35.873032921652424
R7-1103-14,1103,獨協医科大学埼玉医療センター,獨協医科大学埼玉医療センタ,越谷市,matched,normalized_exact,,1,,27292,獨協医科大学埼玉医療センター,獨協医科大学埼玉医療センタ,1,越谷市南越谷2-1-50,越谷市,928,139.78998922585646,35.87829913651959
R7-1103-15,1103,越谷市立病院,越谷市立病院,越谷市,matched,normalized_exact,,1,,27285,越谷市立病院,越谷市立病院,1,越谷市東越谷10-32,越谷市,481,139.8056177828639,35.89786241364299
R7-1103-16,1103,医療法人財団明理会春日部中央総合病院,明理会春日部中央総合病院,春日部市,matched,normalized_exact,,1,,27262,医療法人財団明理会　春日部中央総合病院,明理会春日部中央総合病院,1,春日部市緑町5-9-4,春日部市,404,139.77130854303704,35.96526380163192
R7-1103-17,1103,草加市立病院,草加市立病院,草加市,matched,normalized_exact,,1,,30106,草加市立病院,草加市立病院,1,草加市草加2-21-1,草加市,380,139.7964013538722,35.835497811873566
R7-1103-18,1103,春日部市立医療センター,春日部市立医療センタ,春日部市,matched,normalized_exact,,1,,27261,春日部市立医療センター,春日部市立医療センタ,1,春日部市中央6-7-1,春日部市,363,139.75159987614123,35.974592016489304
R7-1103-19,1103,秀和総合病院,秀和総合病院,春日部市,matched,normalized_exact,,1,,30102,秀和総合病院,秀和総合病院,1,春日部市谷原新田1200,春日部市,350,139.7485384056973,35.961727297374765
R7-1103-20,1103,医療法人社団協友会埼玉回生病院,協友会埼玉回生病院,八潮市,matched,normalized_exact,,1,,27277,医療法人社団協友会　埼玉回生病院,協友会埼玉回生病院,1,八潮市大原455,八潮市,311,139.83940404000398,35.80522025934919
R7-1103-21,1103,三愛会総合病院,三愛会総合病院,三郷市,matched,normalized_suffix,,1,,30113,医療法人三愛会　三愛会総合病院,三愛会三愛会総合病院,1,三郷市彦成3-7-17,三郷市,178,139.8580672902198,35.85672923538167
R7-1103-22,1103,医療法人社団愛友会三郷中央総合病院,愛友会三郷中央総合病院,三郷市,matched,normalized_exact,,1,,27281,医療法人社団愛友会　三郷中央総合病院,愛友会三郷中央総合病院,1,三郷市中央4-5-1,三郷市,289,139.87870097306114,35.83038597018725
R7-1103-23,1103,医療法人財団健和会みさと健和病院,健和会みさと健和病院,三郷市,matched,normalized_exact,,1,,27280,医療法人財団健和会　みさと健和病院,健和会みさと健和病院,1,三郷市鷹野4-494-1,三郷市,282,139.88011521577076,35.79957496231656
R7-1103-24,1103,医療法人社団協友会吉川中央総合病院,協友会吉川中央総合病院,吉川市,matched,normalized_exact,,1,,27284,医療法人社団協友会　吉川中央総合病院,協友会吉川中央総合病院,1,吉川市平沼111,吉川市,272,139.84111824791415,35.882049284192135
