published_fy,pref_code,pref_name,area_code,area_name,bed_function,series,year,beds
R7,19,山梨県,1901,中北,回復期,必要数,2025,1227
R7,19,山梨県,1901,中北,慢性期,実績,2015,1498
R7,19,山梨県,1901,中北,慢性期,実績,2018,1512
R7,19,山梨県,1901,中北,慢性期,実績,2019,1335
R7,19,山梨県,1901,中北,慢性期,実績,2020,1485
R7,19,山梨県,1901,中北,慢性期,実績,2021,1373
R7,19,山梨県,1901,中北,慢性期,実績,2022,1499
R7,19,山梨県,1901,中北,慢性期,実績,2023,1482
R7,19,山梨県,1901,中北,慢性期,実績,2024,1414
R7,19,山梨県,1901,中北,慢性期,実績,2025,1414
R7,19,山梨県,1901,中北,慢性期,見込量,2026,1347
R7,19,山梨県,1901,中北,慢性期,必要数,2025,1161
R7,19,山梨県,1902,峡東,合計,実績,2015,2022
R7,19,山梨県,1902,峡東,合計,実績,2018,1895
R7,19,山梨県,1902,峡東,合計,実績,2019,1955
R7,19,山梨県,1902,峡東,合計,実績,2020,1994
R7,19,山梨県,1902,峡東,合計,実績,2021,1963
R7,19,山梨県,1902,峡東,合計,実績,2022,1952
R7,19,山梨県,1902,峡東,合計,実績,2023,1953
R7,19,山梨県,1902,峡東,合計,実績,2024,1918
R7,19,山梨県,1902,峡東,合計,実績,2025,1918
R7,19,山梨県,1902,峡東,合計,見込量,2026,1873
R7,19,山梨県,1902,峡東,合計,必要数,2025,1724
R7,19,山梨県,1902,峡東,高度急性期,実績,2015,0
R7,19,山梨県,1902,峡東,高度急性期,実績,2018,0
R7,19,山梨県,1902,峡東,高度急性期,実績,2019,0
R7,19,山梨県,1902,峡東,高度急性期,実績,2020,88
R7,19,山梨県,1902,峡東,高度急性期,実績,2021,88
R7,19,山梨県,1902,峡東,高度急性期,実績,2022,0
R7,19,山梨県,1902,峡東,高度急性期,実績,2023,0
R7,19,山梨県,1902,峡東,高度急性期,実績,2024,0
R7,19,山梨県,1902,峡東,高度急性期,実績,2025,0
R7,19,山梨県,1902,峡東,高度急性期,見込量,2026,0
R7,19,山梨県,1902,峡東,高度急性期,必要数,2025,48
R7,19,山梨県,1902,峡東,急性期,実績,2015,749
R7,19,山梨県,1902,峡東,急性期,実績,2018,731
R7,19,山梨県,1902,峡東,急性期,実績,2019,703
R7,19,山梨県,1902,峡東,急性期,実績,2020,580
R7,19,山梨県,1902,峡東,急性期,実績,2021,432
R7,19,山梨県,1902,峡東,急性期,実績,2022,520
R7,19,山梨県,1902,峡東,急性期,実績,2023,521
R7,19,山梨県,1902,峡東,急性期,実績,2024,588
R7,19,山梨県,1902,峡東,急性期,実績,2025,588
R7,19,山梨県,1902,峡東,急性期,見込量,2026,498
R7,19,山梨県,1902,峡東,急性期,必要数,2025,279
R7,19,山梨県,1902,峡東,回復期,実績,2015,783
R7,19,山梨県,1902,峡東,回復期,実績,2018,725
R7,19,山梨県,1902,峡東,回復期,実績,2019,944
R7,19,山梨県,1902,峡東,回復期,実績,2020,972
R7,19,山梨県,1902,峡東,回復期,実績,2021,1035
R7,19,山梨県,1902,峡東,回復期,実績,2022,1035
R7,19,山梨県,1902,峡東,回復期,実績,2023,1035
R7,19,山梨県,1902,峡東,回復期,実績,2024,785
R7,19,山梨県,1902,峡東,回復期,実績,2025,785
R7,19,山梨県,1902,峡東,回復期,見込量,2026,869
R7,19,山梨県,1902,峡東,回復期,必要数,2025,978
R7,19,山梨県,1902,峡東,慢性期,実績,2015,490
R7,19,山梨県,1902,峡東,慢性期,実績,2018,439
R7,19,山梨県,1902,峡東,慢性期,実績,2019,308
R7,19,山梨県,1902,峡東,慢性期,実績,2020,354
R7,19,山梨県,1902,峡東,慢性期,実績,2021,408
R7,19,山梨県,1902,峡東,慢性期,実績,2022,397
R7,19,山梨県,1902,峡東,慢性期,実績,2023,397
R7,19,山梨県,1902,峡東,慢性期,実績,2024,545
R7,19,山梨県,1902,峡東,慢性期,実績,2025,545
R7,19,山梨県,1902,峡東,慢性期,見込量,2026,506
R7,19,山梨県,1902,峡東,慢性期,必要数,2025,419
R7,19,山梨県,1903,峡南,合計,実績,2015,418
R7,19,山梨県,1903,峡南,合計,実績,2018,505
R7,19,山梨県,1903,峡南,合計,実績,2019,505
R7,19,山梨県,1903,峡南,合計,実績,2020,505
R7,19,山梨県,1903,峡南,合計,実績,2021,592
R7,19,山梨県,1903,峡南,合計,実績,2022,535
R7,19,山梨県,1903,峡南,合計,実績,2023,509
R7,19,山梨県,1903,峡南,合計,実績,2024,360
R7,19,山梨県,1903,峡南,合計,実績,2025,360
R7,19,山梨県,1903,峡南,合計,見込量,2026,374
R7,19,山梨県,1903,峡南,合計,必要数,2025,263
R7,19,山梨県,1903,峡南,高度急性期,実績,2015,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2018,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2019,61
R7,19,山梨県,1903,峡南,高度急性期,実績,2020,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2021,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2022,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2023,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2024,0
R7,19,山梨県,1903,峡南,高度急性期,実績,2025,0
R7,19,山梨県,1903,峡南,高度急性期,見込量,2026,0
R7,19,山梨県,1903,峡南,高度急性期,必要数,2025,0
R7,19,山梨県,1903,峡南,急性期,実績,2015,254
R7,19,山梨県,1903,峡南,急性期,実績,2018,355
R7,19,山梨県,1903,峡南,急性期,実績,2019,294
R7,19,山梨県,1903,峡南,急性期,実績,2020,305
R7,19,山梨県,1903,峡南,急性期,実績,2021,381
R7,19,山梨県,1903,峡南,急性期,実績,2022,305
R7,19,山梨県,1903,峡南,急性期,実績,2023,385
R7,19,山梨県,1903,峡南,急性期,実績,2024,236
R7,19,山梨県,1903,峡南,急性期,実績,2025,236
R7,19,山梨県,1903,峡南,急性期,見込量,2026,276
R7,19,山梨県,1903,峡南,急性期,必要数,2025,78
R7,19,山梨県,1903,峡南,回復期,実績,2015,0
R7,19,山梨県,1903,峡南,回復期,実績,2018,0
R7,19,山梨県,1903,峡南,回復期,実績,2019,0
R7,19,山梨県,1903,峡南,回復期,実績,2020,50
R7,19,山梨県,1903,峡南,回復期,実績,2021,0
R7,19,山梨県,1903,峡南,回復期,実績,2022,50
R7,19,山梨県,1903,峡南,回復期,実績,2023,0
R7,19,山梨県,1903,峡南,回復期,実績,2024,0
R7,19,山梨県,1903,峡南,回復期,実績,2025,0
R7,19,山梨県,1903,峡南,回復期,見込量,2026,0
R7,19,山梨県,1903,峡南,回復期,必要数,2025,102
R7,19,山梨県,1903,峡南,慢性期,実績,2015,164
R7,19,山梨県,1903,峡南,慢性期,実績,2018,150
R7,19,山梨県,1903,峡南,慢性期,実績,2019,150
R7,19,山梨県,1903,峡南,慢性期,実績,2020,150
R7,19,山梨県,1903,峡南,慢性期,実績,2021,211
R7,19,山梨県,1903,峡南,慢性期,実績,2022,180
R7,19,山梨県,1903,峡南,慢性期,実績,2023,124
R7,19,山梨県,1903,峡南,慢性期,実績,2024,124
R7,19,山梨県,1903,峡南,慢性期,実績,2025,124
R7,19,山梨県,1903,峡南,慢性期,見込量,2026,98
R7,19,山梨県,1903,峡南,慢性期,必要数,2025,83
R7,19,山梨県,1904,富士・東部,合計,実績,2015,1093
R7,19,山梨県,1904,富士・東部,合計,実績,2018,1092
R7,19,山梨県,1904,富士・東部,合計,実績,2019,1092
R7,19,山梨県,1904,富士・東部,合計,実績,2020,1047
R7,19,山梨県,1904,富士・東部,合計,実績,2021,1050
R7,19,山梨県,1904,富士・東部,合計,実績,2022,1038
R7,19,山梨県,1904,富士・東部,合計,実績,2023,1113
R7,19,山梨県,1904,富士・東部,合計,実績,2024,1049
R7,19,山梨県,1904,富士・東部,合計,実績,2025,1049
R7,19,山梨県,1904,富士・東部,合計,見込量,2026,1037
R7,19,山梨県,1904,富士・東部,合計,必要数,2025,778
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2015,15
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2018,66
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2019,17
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2020,14
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2021,14
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2022,14
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2023,14
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2024,8
R7,19,山梨県,1904,富士・東部,高度急性期,実績,2025,8
R7,19,山梨県,1904,富士・東部,高度急性期,見込量,2026,8
R7,19,山梨県,1904,富士・東部,高度急性期,必要数,2025,84
R7,19,山梨県,1904,富士・東部,急性期,実績,2015,832
R7,19,山梨県,1904,富士・東部,急性期,実績,2018,708
R7,19,山梨県,1904,富士・東部,急性期,実績,2019,726
R7,19,山梨県,1904,富士・東部,急性期,実績,2020,687
R7,19,山梨県,1904,富士・東部,急性期,実績,2021,709
R7,19,山梨県,1904,富士・東部,急性期,実績,2022,719
R7,19,山梨県,1904,富士・東部,急性期,実績,2023,744
R7,19,山梨県,1904,富士・東部,急性期,実績,2024,645
R7,19,山梨県,1904,富士・東部,急性期,実績,2025,645
R7,19,山梨県,1904,富士・東部,急性期,見込量,2026,580
R7,19,山梨県,1904,富士・東部,急性期,必要数,2025,318
R7,19,山梨県,1904,富士・東部,回復期,実績,2015,99
R7,19,山梨県,1904,富士・東部,回復期,実績,2018,174
R7,19,山梨県,1904,富士・東部,回復期,実績,2019,255
R7,19,山梨県,1904,富士・東部,回復期,実績,2020,259
R7,19,山梨県,1904,富士・東部,回復期,実績,2021,240
R7,19,山梨県,1904,富士・東部,回復期,実績,2022,218
R7,19,山梨県,1904,富士・東部,回復期,実績,2023,268
R7,19,山梨県,1904,富士・東部,回復期,実績,2024,272
R7,19,山梨県,1904,富士・東部,回復期,実績,2025,272
R7,19,山梨県,1904,富士・東部,回復期,見込量,2026,323
R7,19,山梨県,1904,富士・東部,回復期,必要数,2025,259
R7,19,山梨県,1904,富士・東部,慢性期,実績,2015,147
R7,19,山梨県,1904,富士・東部,慢性期,実績,2018,144
R7,19,山梨県,1904,富士・東部,慢性期,実績,2019,94
R7,19,山梨県,1904,富士・東部,慢性期,実績,2020,87
R7,19,山梨県,1904,富士・東部,慢性期,実績,2021,87
R7,19,山梨県,1904,富士・東部,慢性期,実績,2022,87
R7,19,山梨県,1904,富士・東部,慢性期,実績,2023,87
R7,19,山梨県,1904,富士・東部,慢性期,実績,2024,124
R7,19,山梨県,1904,富士・東部,慢性期,実績,2025,124
R7,19,山梨県,1904,富士・東部,慢性期,見込量,2026,126
R7,19,山梨県,1904,富士・東部,慢性期,必要数,2025,117
R7,20,長野県,2001,佐久,合計,実績,2015,2151
R7,20,長野県,2001,佐久,合計,実績,2018,2041
R7,20,長野県,2001,佐久,合計,実績,2019,2094
R7,20,長野県,2001,佐久,合計,実績,2020,1871
R7,20,長野県,2001,佐久,合計,実績,2021,2142
R7,20,長野県,2001,佐久,合計,実績,2022,2119
R7,20,長野県,2001,佐久,合計,実績,2023,2064
R7,20,長野県,2001,佐久,合計,実績,2024,1932
R7,20,長野県,2001,佐久,合計,実績,2025,1932
R7,20,長野県,2001,佐久,合計,見込量,2026,1932
R7,20,長野県,2001,佐久,合計,必要数,2025,1754
R7,20,長野県,2001,佐久,高度急性期,実績,2015,81
R7,20,長野県,2001,佐久,高度急性期,実績,2018,146
R7,20,長野県,2001,佐久,高度急性期,実績,2019,89
R7,20,長野県,2001,佐久,高度急性期,実績,2020,86
R7,20,長野県,2001,佐久,高度急性期,実績,2021,86
R7,20,長野県,2001,佐久,高度急性期,実績,2022,86
R7,20,長野県,2001,佐久,高度急性期,実績,2023,86
R7,20,長野県,2001,佐久,高度急性期,実績,2024,86
R7,20,長野県,2001,佐久,高度急性期,実績,2025,86
R7,20,長野県,2001,佐久,高度急性期,見込量,2026,86
R7,20,長野県,2001,佐久,高度急性期,必要数,2025,193
R7,20,長野県,2001,佐久,急性期,実績,2015,1370
R7,20,長野県,2001,佐久,急性期,実績,2018,1185
R7,20,長野県,2001,佐久,急性期,実績,2019,1301
R7,20,長野県,2001,佐久,急性期,実績,2020,1124
R7,20,長野県,2001,佐久,急性期,実績,2021,1302
R7,20,長野県,2001,佐久,急性期,実績,2022,1321
R7,20,長野県,2001,佐久,急性期,実績,2023,1306
R7,20,長野県,2001,佐久,急性期,実績,2024,1241
R7,20,長野県,2001,佐久,急性期,実績,2025,1241
R7,20,長野県,2001,佐久,急性期,見込量,2026,1241
R7,20,長野県,2001,佐久,急性期,必要数,2025,733
R7,20,長野県,2001,佐久,回復期,実績,2015,191
R7,20,長野県,2001,佐久,回復期,実績,2018,287
R7,20,長野県,2001,佐久,回復期,実績,2019,308
R7,20,長野県,2001,佐久,回復期,実績,2020,305
R7,20,長野県,2001,佐久,回復期,実績,2021,345
R7,20,長野県,2001,佐久,回復期,実績,2022,314
R7,20,長野県,2001,佐久,回復期,実績,2023,345
R7,20,長野県,2001,佐久,回復期,実績,2024,361
R7,20,長野県,2001,佐久,回復期,実績,2025,361
R7,20,長野県,2001,佐久,回復期,見込量,2026,361
R7,20,長野県,2001,佐久,回復期,必要数,2025,494
R7,20,長野県,2001,佐久,慢性期,実績,2015,509
R7,20,長野県,2001,佐久,慢性期,実績,2018,423
R7,20,長野県,2001,佐久,慢性期,実績,2019,396
R7,20,長野県,2001,佐久,慢性期,実績,2020,356
R7,20,長野県,2001,佐久,慢性期,実績,2021,409
R7,20,長野県,2001,佐久,慢性期,実績,2022,398
R7,20,長野県,2001,佐久,慢性期,実績,2023,327
R7,20,長野県,2001,佐久,慢性期,実績,2024,244
R7,20,長野県,2001,佐久,慢性期,実績,2025,244
R7,20,長野県,2001,佐久,慢性期,見込量,2026,244
R7,20,長野県,2001,佐久,慢性期,必要数,2025,334
R7,20,長野県,2002,上小,合計,実績,2015,2039
R7,20,長野県,2002,上小,合計,実績,2018,2077
R7,20,長野県,2002,上小,合計,実績,2019,1920
R7,20,長野県,2002,上小,合計,実績,2020,1881
R7,20,長野県,2002,上小,合計,実績,2021,1954
R7,20,長野県,2002,上小,合計,実績,2022,1931
R7,20,長野県,2002,上小,合計,実績,2023,1696
R7,20,長野県,2002,上小,合計,実績,2024,1790
R7,20,長野県,2002,上小,合計,実績,2025,1790
R7,20,長野県,2002,上小,合計,見込量,2026,1832
R7,20,長野県,2002,上小,合計,必要数,2025,1764
R7,20,長野県,2002,上小,高度急性期,実績,2015,45
R7,20,長野県,2002,上小,高度急性期,実績,2018,33
R7,20,長野県,2002,上小,高度急性期,実績,2019,33
R7,20,長野県,2002,上小,高度急性期,実績,2020,36
R7,20,長野県,2002,上小,高度急性期,実績,2021,128
R7,20,長野県,2002,上小,高度急性期,実績,2022,86
R7,20,長野県,2002,上小,高度急性期,実績,2023,36
R7,20,長野県,2002,上小,高度急性期,実績,2024,41
R7,20,長野県,2002,上小,高度急性期,実績,2025,41
R7,20,長野県,2002,上小,高度急性期,見込量,2026,91
R7,20,長野県,2002,上小,高度急性期,必要数,2025,98
R7,20,長野県,2002,上小,急性期,実績,2015,1035
R7,20,長野県,2002,上小,急性期,実績,2018,1068
R7,20,長野県,2002,上小,急性期,実績,2019,943
R7,20,長野県,2002,上小,急性期,実績,2020,930
R7,20,長野県,2002,上小,急性期,実績,2021,923
R7,20,長野県,2002,上小,急性期,実績,2022,956
R7,20,長野県,2002,上小,急性期,実績,2023,801
R7,20,長野県,2002,上小,急性期,実績,2024,778
R7,20,長野県,2002,上小,急性期,実績,2025,778
R7,20,長野県,2002,上小,急性期,見込量,2026,751
R7,20,長野県,2002,上小,急性期,必要数,2025,547
R7,20,長野県,2002,上小,回復期,実績,2015,288
R7,20,長野県,2002,上小,回復期,実績,2018,224
R7,20,長野県,2002,上小,回復期,実績,2019,362
R7,20,長野県,2002,上小,回復期,実績,2020,371
R7,20,長野県,2002,上小,回復期,実績,2021,371
R7,20,長野県,2002,上小,回復期,実績,2022,411
R7,20,長野県,2002,上小,回復期,実績,2023,505
R7,20,長野県,2002,上小,回復期,実績,2024,495
R7,20,長野県,2002,上小,回復期,実績,2025,495
R7,20,長野県,2002,上小,回復期,見込量,2026,495
R7,20,長野県,2002,上小,回復期,必要数,2025,696
R7,20,長野県,2002,上小,慢性期,実績,2015,671
R7,20,長野県,2002,上小,慢性期,実績,2018,752
R7,20,長野県,2002,上小,慢性期,実績,2019,582
R7,20,長野県,2002,上小,慢性期,実績,2020,544
R7,20,長野県,2002,上小,慢性期,実績,2021,532
R7,20,長野県,2002,上小,慢性期,実績,2022,478
R7,20,長野県,2002,上小,慢性期,実績,2023,354
R7,20,長野県,2002,上小,慢性期,実績,2024,476
R7,20,長野県,2002,上小,慢性期,実績,2025,476
R7,20,長野県,2002,上小,慢性期,見込量,2026,495
R7,20,長野県,2002,上小,慢性期,必要数,2025,423
R7,20,長野県,2003,諏訪,合計,実績,2015,1788
R7,20,長野県,2003,諏訪,合計,実績,2018,1885
R7,20,長野県,2003,諏訪,合計,実績,2019,1840
R7,20,長野県,2003,諏訪,合計,実績,2020,2004
R7,20,長野県,2003,諏訪,合計,実績,2021,1798
R7,20,長野県,2003,諏訪,合計,実績,2022,1798
R7,20,長野県,2003,諏訪,合計,実績,2023,1784
R7,20,長野県,2003,諏訪,合計,実績,2024,1784
R7,20,長野県,2003,諏訪,合計,実績,2025,1784
R7,20,長野県,2003,諏訪,合計,見込量,2026,1778
R7,20,長野県,2003,諏訪,合計,必要数,2025,1733
R7,20,長野県,2003,諏訪,高度急性期,実績,2015,409
R7,20,長野県,2003,諏訪,高度急性期,実績,2018,399
R7,20,長野県,2003,諏訪,高度急性期,実績,2019,353
R7,20,長野県,2003,諏訪,高度急性期,実績,2020,353
R7,20,長野県,2003,諏訪,高度急性期,実績,2021,353
R7,20,長野県,2003,諏訪,高度急性期,実績,2022,353
R7,20,長野県,2003,諏訪,高度急性期,実績,2023,313
R7,20,長野県,2003,諏訪,高度急性期,実績,2024,315
R7,20,長野県,2003,諏訪,高度急性期,実績,2025,315
R7,20,長野県,2003,諏訪,高度急性期,見込量,2026,289
R7,20,長野県,2003,諏訪,高度急性期,必要数,2025,215
R7,20,長野県,2003,諏訪,急性期,実績,2015,858
R7,20,長野県,2003,諏訪,急性期,実績,2018,863
R7,20,長野県,2003,諏訪,急性期,実績,2019,909
R7,20,長野県,2003,諏訪,急性期,実績,2020,870
R7,20,長野県,2003,諏訪,急性期,実績,2021,861
R7,20,長野県,2003,諏訪,急性期,実績,2022,861
R7,20,長野県,2003,諏訪,急性期,実績,2023,845
R7,20,長野県,2003,諏訪,急性期,実績,2024,754
R7,20,長野県,2003,諏訪,急性期,実績,2025,754
R7,20,長野県,2003,諏訪,急性期,見込量,2026,720
R7,20,長野県,2003,諏訪,急性期,必要数,2025,719
R7,20,長野県,2003,諏訪,回復期,実績,2015,264
R7,20,長野県,2003,諏訪,回復期,実績,2018,343
R7,20,長野県,2003,諏訪,回復期,実績,2019,241
R7,20,長野県,2003,諏訪,回復期,実績,2020,317
R7,20,長野県,2003,諏訪,回復期,実績,2021,261
R7,20,長野県,2003,諏訪,回復期,実績,2022,261
R7,20,長野県,2003,諏訪,回復期,実績,2023,309
R7,20,長野県,2003,諏訪,回復期,実績,2024,342
R7,20,長野県,2003,諏訪,回復期,実績,2025,342
R7,20,長野県,2003,諏訪,回復期,見込量,2026,396
R7,20,長野県,2003,諏訪,回復期,必要数,2025,510
R7,20,長野県,2003,諏訪,慢性期,実績,2015,257
R7,20,長野県,2003,諏訪,慢性期,実績,2018,280
R7,20,長野県,2003,諏訪,慢性期,実績,2019,337
R7,20,長野県,2003,諏訪,慢性期,実績,2020,464
R7,20,長野県,2003,諏訪,慢性期,実績,2021,323
R7,20,長野県,2003,諏訪,慢性期,実績,2022,323
R7,20,長野県,2003,諏訪,慢性期,実績,2023,317
R7,20,長野県,2003,諏訪,慢性期,実績,2024,373
R7,20,長野県,2003,諏訪,慢性期,実績,2025,373
R7,20,長野県,2003,諏訪,慢性期,見込量,2026,373
R7,20,長野県,2003,諏訪,慢性期,必要数,2025,289
R7,20,長野県,2004,上伊那,合計,実績,2015,1293
R7,20,長野県,2004,上伊那,合計,実績,2018,1302
R7,20,長野県,2004,上伊那,合計,実績,2019,1301
R7,20,長野県,2004,上伊那,合計,実績,2020,1301
R7,20,長野県,2004,上伊那,合計,実績,2021,1320
R7,20,長野県,2004,上伊那,合計,実績,2022,1352
R7,20,長野県,2004,上伊那,合計,実績,2023,1248
R7,20,長野県,2004,上伊那,合計,実績,2024,1285
R7,20,長野県,2004,上伊那,合計,実績,2025,1285
R7,20,長野県,2004,上伊那,合計,見込量,2026,1225
R7,20,長野県,2004,上伊那,合計,必要数,2025,1153
R7,20,長野県,2004,上伊那,高度急性期,実績,2015,170
R7,20,長野県,2004,上伊那,高度急性期,実績,2018,158
R7,20,長野県,2004,上伊那,高度急性期,実績,2019,116
R7,20,長野県,2004,上伊那,高度急性期,実績,2020,158
R7,20,長野県,2004,上伊那,高度急性期,実績,2021,158
R7,20,長野県,2004,上伊那,高度急性期,実績,2022,190
R7,20,長野県,2004,上伊那,高度急性期,実績,2023,158
R7,20,長野県,2004,上伊那,高度急性期,実績,2024,161
R7,20,長野県,2004,上伊那,高度急性期,実績,2025,161
R7,20,長野県,2004,上伊那,高度急性期,見込量,2026,161
R7,20,長野県,2004,上伊那,高度急性期,必要数,2025,119
R7,20,長野県,2004,上伊那,急性期,実績,2015,833
R7,20,長野県,2004,上伊那,急性期,実績,2018,606
R7,20,長野県,2004,上伊那,急性期,実績,2019,661
R7,20,長野県,2004,上伊那,急性期,実績,2020,619
R7,20,長野県,2004,上伊那,急性期,実績,2021,619
R7,20,長野県,2004,上伊那,急性期,実績,2022,592
R7,20,長野県,2004,上伊那,急性期,実績,2023,581
R7,20,長野県,2004,上伊那,急性期,実績,2024,563
R7,20,長野県,2004,上伊那,急性期,実績,2025,563
R7,20,長野県,2004,上伊那,急性期,見込量,2026,563
R7,20,長野県,2004,上伊那,急性期,必要数,2025,432
R7,20,長野県,2004,上伊那,回復期,実績,2015,80
R7,20,長野県,2004,上伊那,回復期,実績,2018,259
R7,20,長野県,2004,上伊那,回復期,実績,2019,259
R7,20,長野県,2004,上伊那,回復期,実績,2020,276
R7,20,長野県,2004,上伊那,回復期,実績,2021,276
R7,20,長野県,2004,上伊那,回復期,実績,2022,300
R7,20,長野県,2004,上伊那,回復期,実績,2023,276
R7,20,長野県,2004,上伊那,回復期,実績,2024,343
R7,20,長野県,2004,上伊那,回復期,実績,2025,343
R7,20,長野県,2004,上伊那,回復期,見込量,2026,287
R7,20,長野県,2004,上伊那,回復期,必要数,2025,381
R7,20,長野県,2004,上伊那,慢性期,実績,2015,210
R7,20,長野県,2004,上伊那,慢性期,実績,2018,279
R7,20,長野県,2004,上伊那,慢性期,実績,2019,265
R7,20,長野県,2004,上伊那,慢性期,実績,2020,248
R7,20,長野県,2004,上伊那,慢性期,実績,2021,267
R7,20,長野県,2004,上伊那,慢性期,実績,2022,270
R7,20,長野県,2004,上伊那,慢性期,実績,2023,233
R7,20,長野県,2004,上伊那,慢性期,実績,2024,218
R7,20,長野県,2004,上伊那,慢性期,実績,2025,218
R7,20,長野県,2004,上伊那,慢性期,見込量,2026,214
R7,20,長野県,2004,上伊那,慢性期,必要数,2025,221
R7,20,長野県,2005,飯伊,合計,実績,2015,1563
R7,20,長野県,2005,飯伊,合計,実績,2018,1571
R7,20,長野県,2005,飯伊,合計,実績,2019,1571
R7,20,長野県,2005,飯伊,合計,実績,2020,1456
R7,20,長野県,2005,飯伊,合計,実績,2021,1430
R7,20,長野県,2005,飯伊,合計,実績,2022,1372
R7,20,長野県,2005,飯伊,合計,実績,2023,1360
R7,20,長野県,2005,飯伊,合計,実績,2024,1269
R7,20,長野県,2005,飯伊,合計,実績,2025,1269
R7,20,長野県,2005,飯伊,合計,見込量,2026,1227
R7,20,長野県,2005,飯伊,合計,必要数,2025,1338
R7,20,長野県,2005,飯伊,高度急性期,実績,2015,127
R7,20,長野県,2005,飯伊,高度急性期,実績,2018,158
R7,20,長野県,2005,飯伊,高度急性期,実績,2019,158
R7,20,長野県,2005,飯伊,高度急性期,実績,2020,213
R7,20,長野県,2005,飯伊,高度急性期,実績,2021,157
R7,20,長野県,2005,飯伊,高度急性期,実績,2022,157
R7,20,長野県,2005,飯伊,高度急性期,実績,2023,156
R7,20,長野県,2005,飯伊,高度急性期,実績,2024,127
R7,20,長野県,2005,飯伊,高度急性期,実績,2025,127
R7,20,長野県,2005,飯伊,高度急性期,見込量,2026,123
R7,20,長野県,2005,飯伊,高度急性期,必要数,2025,129
R7,20,長野県,2005,飯伊,急性期,実績,2015,955
R7,20,長野県,2005,飯伊,急性期,実績,2018,847
R7,20,長野県,2005,飯伊,急性期,実績,2019,801
R7,20,長野県,2005,飯伊,急性期,実績,2020,746
R7,20,長野県,2005,飯伊,急性期,実績,2021,755
R7,20,長野県,2005,飯伊,急性期,実績,2022,755
R7,20,長野県,2005,飯伊,急性期,実績,2023,735
R7,20,長野県,2005,飯伊,急性期,実績,2024,765
R7,20,長野県,2005,飯伊,急性期,実績,2025,765
R7,20,長野県,2005,飯伊,急性期,見込量,2026,747
R7,20,長野県,2005,飯伊,急性期,必要数,2025,555
R7,20,長野県,2005,飯伊,回復期,実績,2015,209
R7,20,長野県,2005,飯伊,回復期,実績,2018,254
R7,20,長野県,2005,飯伊,回復期,実績,2019,300
R7,20,長野県,2005,飯伊,回復期,実績,2020,300
R7,20,長野県,2005,飯伊,回復期,実績,2021,343
R7,20,長野県,2005,飯伊,回復期,実績,2022,343
R7,20,長野県,2005,飯伊,回復期,実績,2023,349
R7,20,長野県,2005,飯伊,回復期,実績,2024,245
R7,20,長野県,2005,飯伊,回復期,実績,2025,245
R7,20,長野県,2005,飯伊,回復期,見込量,2026,225
R7,20,長野県,2005,飯伊,回復期,必要数,2025,416
R7,20,長野県,2005,飯伊,慢性期,実績,2015,272
R7,20,長野県,2005,飯伊,慢性期,実績,2018,312
R7,20,長野県,2005,飯伊,慢性期,実績,2019,312
R7,20,長野県,2005,飯伊,慢性期,実績,2020,197
R7,20,長野県,2005,飯伊,慢性期,実績,2021,175
R7,20,長野県,2005,飯伊,慢性期,実績,2022,117
R7,20,長野県,2005,飯伊,慢性期,実績,2023,120
R7,20,長野県,2005,飯伊,慢性期,実績,2024,132
R7,20,長野県,2005,飯伊,慢性期,実績,2025,132
R7,20,長野県,2005,飯伊,慢性期,見込量,2026,132
R7,20,長野県,2005,飯伊,慢性期,必要数,2025,238
R7,20,長野県,2006,木曽,合計,実績,2015,259
R7,20,長野県,2006,木曽,合計,実績,2018,235
R7,20,長野県,2006,木曽,合計,実績,2019,235
R7,20,長野県,2006,木曽,合計,実績,2020,195
R7,20,長野県,2006,木曽,合計,実績,2021,195
R7,20,長野県,2006,木曽,合計,実績,2022,193
R7,20,長野県,2006,木曽,合計,実績,2023,193
R7,20,長野県,2006,木曽,合計,実績,2024,145
R7,20,長野県,2006,木曽,合計,実績,2025,145
R7,20,長野県,2006,木曽,合計,見込量,2026,145
R7,20,長野県,2006,木曽,合計,必要数,2025,138
R7,20,長野県,2006,木曽,高度急性期,実績,2015,0
R7,20,長野県,2006,木曽,高度急性期,実績,2018,0
R7,20,長野県,2006,木曽,高度急性期,実績,2019,0
R7,20,長野県,2006,木曽,高度急性期,実績,2020,0
R7,20,長野県,2006,木曽,高度急性期,実績,2021,0
R7,20,長野県,2006,木曽,高度急性期,実績,2022,0
R7,20,長野県,2006,木曽,高度急性期,実績,2023,0
R7,20,長野県,2006,木曽,高度急性期,実績,2024,0
