published_fy,pref_code,pref_name,area_code,area_name,bed_function,series,year,beds
R7,42,長崎県,4202,佐世保県北,急性期,実績,2024,1907
R7,42,長崎県,4202,佐世保県北,急性期,実績,2025,1907
R7,42,長崎県,4202,佐世保県北,急性期,見込量,2026,1834
R7,42,長崎県,4202,佐世保県北,急性期,必要数,2025,1086
R7,42,長崎県,4202,佐世保県北,回復期,実績,2015,699
R7,42,長崎県,4202,佐世保県北,回復期,実績,2018,795
R7,42,長崎県,4202,佐世保県北,回復期,実績,2019,884
R7,42,長崎県,4202,佐世保県北,回復期,実績,2020,763
R7,42,長崎県,4202,佐世保県北,回復期,実績,2021,723
R7,42,長崎県,4202,佐世保県北,回復期,実績,2022,724
R7,42,長崎県,4202,佐世保県北,回復期,実績,2023,749
R7,42,長崎県,4202,佐世保県北,回復期,実績,2024,765
R7,42,長崎県,4202,佐世保県北,回復期,実績,2025,765
R7,42,長崎県,4202,佐世保県北,回復期,見込量,2026,771
R7,42,長崎県,4202,佐世保県北,回復期,必要数,2025,1242
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2015,1504
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2018,1586
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2019,1480
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2020,1502
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2021,1455
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2022,1424
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2023,1420
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2024,1169
R7,42,長崎県,4202,佐世保県北,慢性期,実績,2025,1169
R7,42,長崎県,4202,佐世保県北,慢性期,見込量,2026,1129
R7,42,長崎県,4202,佐世保県北,慢性期,必要数,2025,864
R7,42,長崎県,4203,県央,合計,実績,2015,4462
R7,42,長崎県,4203,県央,合計,実績,2018,4423
R7,42,長崎県,4203,県央,合計,実績,2019,4363
R7,42,長崎県,4203,県央,合計,実績,2020,4231
R7,42,長崎県,4203,県央,合計,実績,2021,4123
R7,42,長崎県,4203,県央,合計,実績,2022,4040
R7,42,長崎県,4203,県央,合計,実績,2023,3986
R7,42,長崎県,4203,県央,合計,実績,2024,3872
R7,42,長崎県,4203,県央,合計,実績,2025,3872
R7,42,長崎県,4203,県央,合計,見込量,2026,3854
R7,42,長崎県,4203,県央,合計,必要数,2025,3560
R7,42,長崎県,4203,県央,高度急性期,実績,2015,384
R7,42,長崎県,4203,県央,高度急性期,実績,2018,286
R7,42,長崎県,4203,県央,高度急性期,実績,2019,302
R7,42,長崎県,4203,県央,高度急性期,実績,2020,294
R7,42,長崎県,4203,県央,高度急性期,実績,2021,294
R7,42,長崎県,4203,県央,高度急性期,実績,2022,155
R7,42,長崎県,4203,県央,高度急性期,実績,2023,294
R7,42,長崎県,4203,県央,高度急性期,実績,2024,294
R7,42,長崎県,4203,県央,高度急性期,実績,2025,294
R7,42,長崎県,4203,県央,高度急性期,見込量,2026,294
R7,42,長崎県,4203,県央,高度急性期,必要数,2025,359
R7,42,長崎県,4203,県央,急性期,実績,2015,1827
R7,42,長崎県,4203,県央,急性期,実績,2018,1695
R7,42,長崎県,4203,県央,急性期,実績,2019,1648
R7,42,長崎県,4203,県央,急性期,実績,2020,1634
R7,42,長崎県,4203,県央,急性期,実績,2021,1690
R7,42,長崎県,4203,県央,急性期,実績,2022,1709
R7,42,長崎県,4203,県央,急性期,実績,2023,1484
R7,42,長崎県,4203,県央,急性期,実績,2024,1379
R7,42,長崎県,4203,県央,急性期,実績,2025,1379
R7,42,長崎県,4203,県央,急性期,見込量,2026,1400
R7,42,長崎県,4203,県央,急性期,必要数,2025,1063
R7,42,長崎県,4203,県央,回復期,実績,2015,477
R7,42,長崎県,4203,県央,回復期,実績,2018,638
R7,42,長崎県,4203,県央,回復期,実績,2019,639
R7,42,長崎県,4203,県央,回復期,実績,2020,607
R7,42,長崎県,4203,県央,回復期,実績,2021,519
R7,42,長崎県,4203,県央,回復期,実績,2022,544
R7,42,長崎県,4203,県央,回復期,実績,2023,540
R7,42,長崎県,4203,県央,回復期,実績,2024,526
R7,42,長崎県,4203,県央,回復期,実績,2025,526
R7,42,長崎県,4203,県央,回復期,見込量,2026,543
R7,42,長崎県,4203,県央,回復期,必要数,2025,993
R7,42,長崎県,4203,県央,慢性期,実績,2015,1774
R7,42,長崎県,4203,県央,慢性期,実績,2018,1804
R7,42,長崎県,4203,県央,慢性期,実績,2019,1774
R7,42,長崎県,4203,県央,慢性期,実績,2020,1696
R7,42,長崎県,4203,県央,慢性期,実績,2021,1620
R7,42,長崎県,4203,県央,慢性期,実績,2022,1632
R7,42,長崎県,4203,県央,慢性期,実績,2023,1668
R7,42,長崎県,4203,県央,慢性期,実績,2024,1673
R7,42,長崎県,4203,県央,慢性期,実績,2025,1673
R7,42,長崎県,4203,県央,慢性期,見込量,2026,1617
R7,42,長崎県,4203,県央,慢性期,必要数,2025,1145
R7,42,長崎県,4204,県南,合計,実績,2015,1972
R7,42,長崎県,4204,県南,合計,実績,2018,1979
R7,42,長崎県,4204,県南,合計,実績,2019,1977
R7,42,長崎県,4204,県南,合計,実績,2020,1940
R7,42,長崎県,4204,県南,合計,実績,2021,1932
R7,42,長崎県,4204,県南,合計,実績,2022,1737
R7,42,長崎県,4204,県南,合計,実績,2023,1752
R7,42,長崎県,4204,県南,合計,実績,2024,1618
R7,42,長崎県,4204,県南,合計,実績,2025,1618
R7,42,長崎県,4204,県南,合計,見込量,2026,1611
R7,42,長崎県,4204,県南,合計,必要数,2025,1435
R7,42,長崎県,4204,県南,高度急性期,実績,2015,16
R7,42,長崎県,4204,県南,高度急性期,実績,2018,16
R7,42,長崎県,4204,県南,高度急性期,実績,2019,16
R7,42,長崎県,4204,県南,高度急性期,実績,2020,16
R7,42,長崎県,4204,県南,高度急性期,実績,2021,16
R7,42,長崎県,4204,県南,高度急性期,実績,2022,16
R7,42,長崎県,4204,県南,高度急性期,実績,2023,16
R7,42,長崎県,4204,県南,高度急性期,実績,2024,8
R7,42,長崎県,4204,県南,高度急性期,実績,2025,8
R7,42,長崎県,4204,県南,高度急性期,見込量,2026,8
R7,42,長崎県,4204,県南,高度急性期,必要数,2025,96
R7,42,長崎県,4204,県南,急性期,実績,2015,877
R7,42,長崎県,4204,県南,急性期,実績,2018,914
R7,42,長崎県,4204,県南,急性期,実績,2019,883
R7,42,長崎県,4204,県南,急性期,実績,2020,910
R7,42,長崎県,4204,県南,急性期,実績,2021,905
R7,42,長崎県,4204,県南,急性期,実績,2022,805
R7,42,長崎県,4204,県南,急性期,実績,2023,872
R7,42,長崎県,4204,県南,急性期,実績,2024,722
R7,42,長崎県,4204,県南,急性期,実績,2025,722
R7,42,長崎県,4204,県南,急性期,見込量,2026,717
R7,42,長崎県,4204,県南,急性期,必要数,2025,491
R7,42,長崎県,4204,県南,回復期,実績,2015,432
R7,42,長崎県,4204,県南,回復期,実績,2018,395
R7,42,長崎県,4204,県南,回復期,実績,2019,406
R7,42,長崎県,4204,県南,回復期,実績,2020,352
R7,42,長崎県,4204,県南,回復期,実績,2021,361
R7,42,長崎県,4204,県南,回復期,実績,2022,410
R7,42,長崎県,4204,県南,回復期,実績,2023,377
R7,42,長崎県,4204,県南,回復期,実績,2024,420
R7,42,長崎県,4204,県南,回復期,実績,2025,420
R7,42,長崎県,4204,県南,回復期,見込量,2026,420
R7,42,長崎県,4204,県南,回復期,必要数,2025,475
R7,42,長崎県,4204,県南,慢性期,実績,2015,647
R7,42,長崎県,4204,県南,慢性期,実績,2018,654
R7,42,長崎県,4204,県南,慢性期,実績,2019,672
R7,42,長崎県,4204,県南,慢性期,実績,2020,662
R7,42,長崎県,4204,県南,慢性期,実績,2021,650
R7,42,長崎県,4204,県南,慢性期,実績,2022,506
R7,42,長崎県,4204,県南,慢性期,実績,2023,487
R7,42,長崎県,4204,県南,慢性期,実績,2024,468
R7,42,長崎県,4204,県南,慢性期,実績,2025,468
R7,42,長崎県,4204,県南,慢性期,見込量,2026,466
R7,42,長崎県,4204,県南,慢性期,必要数,2025,373
R7,42,長崎県,4206,五島,合計,実績,2015,516
R7,42,長崎県,4206,五島,合計,実績,2018,490
R7,42,長崎県,4206,五島,合計,実績,2019,490
R7,42,長崎県,4206,五島,合計,実績,2020,474
R7,42,長崎県,4206,五島,合計,実績,2021,434
R7,42,長崎県,4206,五島,合計,実績,2022,434
R7,42,長崎県,4206,五島,合計,実績,2023,495
R7,42,長崎県,4206,五島,合計,実績,2024,442
R7,42,長崎県,4206,五島,合計,実績,2025,442
R7,42,長崎県,4206,五島,合計,見込量,2026,435
R7,42,長崎県,4206,五島,合計,必要数,2025,337
R7,42,長崎県,4206,五島,高度急性期,実績,2015,10
R7,42,長崎県,4206,五島,高度急性期,実績,2018,0
R7,42,長崎県,4206,五島,高度急性期,実績,2019,0
R7,42,長崎県,4206,五島,高度急性期,実績,2020,0
R7,42,長崎県,4206,五島,高度急性期,実績,2021,0
R7,42,長崎県,4206,五島,高度急性期,実績,2022,0
R7,42,長崎県,4206,五島,高度急性期,実績,2023,10
R7,42,長崎県,4206,五島,高度急性期,実績,2024,0
R7,42,長崎県,4206,五島,高度急性期,実績,2025,0
R7,42,長崎県,4206,五島,高度急性期,見込量,2026,0
R7,42,長崎県,4206,五島,高度急性期,必要数,2025,18
R7,42,長崎県,4206,五島,急性期,実績,2015,397
R7,42,長崎県,4206,五島,急性期,実績,2018,317
R7,42,長崎県,4206,五島,急性期,実績,2019,217
R7,42,長崎県,4206,五島,急性期,実績,2020,267
R7,42,長崎県,4206,五島,急性期,実績,2021,227
R7,42,長崎県,4206,五島,急性期,実績,2022,177
R7,42,長崎県,4206,五島,急性期,実績,2023,174
R7,42,長崎県,4206,五島,急性期,実績,2024,244
R7,42,長崎県,4206,五島,急性期,実績,2025,244
R7,42,長崎県,4206,五島,急性期,見込量,2026,237
R7,42,長崎県,4206,五島,急性期,必要数,2025,116
R7,42,長崎県,4206,五島,回復期,実績,2015,17
R7,42,長崎県,4206,五島,回復期,実績,2018,100
R7,42,長崎県,4206,五島,回復期,実績,2019,200
R7,42,長崎県,4206,五島,回復期,実績,2020,150
R7,42,長崎県,4206,五島,回復期,実績,2021,150
R7,42,長崎県,4206,五島,回復期,実績,2022,200
R7,42,長崎県,4206,五島,回復期,実績,2023,200
R7,42,長崎県,4206,五島,回復期,実績,2024,150
R7,42,長崎県,4206,五島,回復期,実績,2025,150
R7,42,長崎県,4206,五島,回復期,見込量,2026,150
R7,42,長崎県,4206,五島,回復期,必要数,2025,154
R7,42,長崎県,4206,五島,慢性期,実績,2015,92
R7,42,長崎県,4206,五島,慢性期,実績,2018,73
R7,42,長崎県,4206,五島,慢性期,実績,2019,73
R7,42,長崎県,4206,五島,慢性期,実績,2020,57
R7,42,長崎県,4206,五島,慢性期,実績,2021,57
R7,42,長崎県,4206,五島,慢性期,実績,2022,57
R7,42,長崎県,4206,五島,慢性期,実績,2023,111
R7,42,長崎県,4206,五島,慢性期,実績,2024,48
R7,42,長崎県,4206,五島,慢性期,実績,2025,48
R7,42,長崎県,4206,五島,慢性期,見込量,2026,48
R7,42,長崎県,4206,五島,慢性期,必要数,2025,49
R7,42,長崎県,4207,上五島,合計,実績,2015,203
R7,42,長崎県,4207,上五島,合計,実績,2018,199
R7,42,長崎県,4207,上五島,合計,実績,2019,199
R7,42,長崎県,4207,上五島,合計,実績,2020,196
R7,42,長崎県,4207,上五島,合計,実績,2021,199
R7,42,長崎県,4207,上五島,合計,実績,2022,199
R7,42,長崎県,4207,上五島,合計,実績,2023,150
R7,42,長崎県,4207,上五島,合計,実績,2024,190
R7,42,長崎県,4207,上五島,合計,実績,2025,190
R7,42,長崎県,4207,上五島,合計,見込量,2026,114
R7,42,長崎県,4207,上五島,合計,必要数,2025,130
R7,42,長崎県,4207,上五島,高度急性期,実績,2015,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2018,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2019,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2020,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2021,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2022,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2023,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2024,0
R7,42,長崎県,4207,上五島,高度急性期,実績,2025,0
R7,42,長崎県,4207,上五島,高度急性期,見込量,2026,0
R7,42,長崎県,4207,上五島,高度急性期,必要数,2025,0
R7,42,長崎県,4207,上五島,急性期,実績,2015,153
R7,42,長崎県,4207,上五島,急性期,実績,2018,149
R7,42,長崎県,4207,上五島,急性期,実績,2019,149
R7,42,長崎県,4207,上五島,急性期,実績,2020,146
R7,42,長崎県,4207,上五島,急性期,実績,2021,149
R7,42,長崎県,4207,上五島,急性期,実績,2022,149
R7,42,長崎県,4207,上五島,急性期,実績,2023,100
R7,42,長崎県,4207,上五島,急性期,実績,2024,140
R7,42,長崎県,4207,上五島,急性期,実績,2025,140
R7,42,長崎県,4207,上五島,急性期,見込量,2026,64
R7,42,長崎県,4207,上五島,急性期,必要数,2025,51
R7,42,長崎県,4207,上五島,回復期,実績,2015,0
R7,42,長崎県,4207,上五島,回復期,実績,2018,0
R7,42,長崎県,4207,上五島,回復期,実績,2019,0
R7,42,長崎県,4207,上五島,回復期,実績,2020,50
R7,42,長崎県,4207,上五島,回復期,実績,2021,50
R7,42,長崎県,4207,上五島,回復期,実績,2022,50
R7,42,長崎県,4207,上五島,回復期,実績,2023,50
R7,42,長崎県,4207,上五島,回復期,実績,2024,50
R7,42,長崎県,4207,上五島,回復期,実績,2025,50
R7,42,長崎県,4207,上五島,回復期,見込量,2026,50
R7,42,長崎県,4207,上五島,回復期,必要数,2025,54
R7,42,長崎県,4207,上五島,慢性期,実績,2015,50
R7,42,長崎県,4207,上五島,慢性期,実績,2018,50
R7,42,長崎県,4207,上五島,慢性期,実績,2019,50
R7,42,長崎県,4207,上五島,慢性期,実績,2020,0
R7,42,長崎県,4207,上五島,慢性期,実績,2021,0
R7,42,長崎県,4207,上五島,慢性期,実績,2022,0
R7,42,長崎県,4207,上五島,慢性期,実績,2023,0
R7,42,長崎県,4207,上五島,慢性期,実績,2024,0
R7,42,長崎県,4207,上五島,慢性期,実績,2025,0
R7,42,長崎県,4207,上五島,慢性期,見込量,2026,0
R7,42,長崎県,4207,上五島,慢性期,必要数,2025,25
R7,42,長崎県,4208,壱岐,合計,実績,2015,470
R7,42,長崎県,4208,壱岐,合計,実績,2018,416
R7,42,長崎県,4208,壱岐,合計,実績,2019,395
R7,42,長崎県,4208,壱岐,合計,実績,2020,395
R7,42,長崎県,4208,壱岐,合計,実績,2021,395
R7,42,長崎県,4208,壱岐,合計,実績,2022,395
R7,42,長崎県,4208,壱岐,合計,実績,2023,395
R7,42,長崎県,4208,壱岐,合計,実績,2024,343
R7,42,長崎県,4208,壱岐,合計,実績,2025,343
R7,42,長崎県,4208,壱岐,合計,見込量,2026,338
R7,42,長崎県,4208,壱岐,合計,必要数,2025,265
R7,42,長崎県,4208,壱岐,高度急性期,実績,2015,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2018,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2019,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2020,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2021,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2022,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2023,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2024,0
R7,42,長崎県,4208,壱岐,高度急性期,実績,2025,0
R7,42,長崎県,4208,壱岐,高度急性期,見込量,2026,0
R7,42,長崎県,4208,壱岐,高度急性期,必要数,2025,0
R7,42,長崎県,4208,壱岐,急性期,実績,2015,219
R7,42,長崎県,4208,壱岐,急性期,実績,2018,174
R7,42,長崎県,4208,壱岐,急性期,実績,2019,174
R7,42,長崎県,4208,壱岐,急性期,実績,2020,174
R7,42,長崎県,4208,壱岐,急性期,実績,2021,134
R7,42,長崎県,4208,壱岐,急性期,実績,2022,134
R7,42,長崎県,4208,壱岐,急性期,実績,2023,134
R7,42,長崎県,4208,壱岐,急性期,実績,2024,134
R7,42,長崎県,4208,壱岐,急性期,実績,2025,134
R7,42,長崎県,4208,壱岐,急性期,見込量,2026,129
R7,42,長崎県,4208,壱岐,急性期,必要数,2025,74
R7,42,長崎県,4208,壱岐,回復期,実績,2015,43
R7,42,長崎県,4208,壱岐,回復期,実績,2018,72
R7,42,長崎県,4208,壱岐,回復期,実績,2019,72
R7,42,長崎県,4208,壱岐,回復期,実績,2020,72
R7,42,長崎県,4208,壱岐,回復期,実績,2021,112
R7,42,長崎県,4208,壱岐,回復期,実績,2022,112
R7,42,長崎県,4208,壱岐,回復期,実績,2023,112
R7,42,長崎県,4208,壱岐,回復期,実績,2024,83
R7,42,長崎県,4208,壱岐,回復期,実績,2025,83
R7,42,長崎県,4208,壱岐,回復期,見込量,2026,83
R7,42,長崎県,4208,壱岐,回復期,必要数,2025,94
R7,42,長崎県,4208,壱岐,慢性期,実績,2015,208
R7,42,長崎県,4208,壱岐,慢性期,実績,2018,170
R7,42,長崎県,4208,壱岐,慢性期,実績,2019,149
R7,42,長崎県,4208,壱岐,慢性期,実績,2020,149
R7,42,長崎県,4208,壱岐,慢性期,実績,2021,149
R7,42,長崎県,4208,壱岐,慢性期,実績,2022,149
R7,42,長崎県,4208,壱岐,慢性期,実績,2023,149
R7,42,長崎県,4208,壱岐,慢性期,実績,2024,126
R7,42,長崎県,4208,壱岐,慢性期,実績,2025,126
R7,42,長崎県,4208,壱岐,慢性期,見込量,2026,126
R7,42,長崎県,4208,壱岐,慢性期,必要数,2025,97
R7,42,長崎県,4209,対馬,合計,実績,2015,290
R7,42,長崎県,4209,対馬,合計,実績,2018,282
R7,42,長崎県,4209,対馬,合計,実績,2019,282
R7,42,長崎県,4209,対馬,合計,実績,2020,282
R7,42,長崎県,4209,対馬,合計,実績,2021,282
R7,42,長崎県,4209,対馬,合計,実績,2022,282
R7,42,長崎県,4209,対馬,合計,実績,2023,236
R7,42,長崎県,4209,対馬,合計,実績,2024,236
R7,42,長崎県,4209,対馬,合計,実績,2025,236
R7,42,長崎県,4209,対馬,合計,見込量,2026,228
R7,42,長崎県,4209,対馬,合計,必要数,2025,223
R7,42,長崎県,4209,対馬,高度急性期,実績,2015,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2018,8
R7,42,長崎県,4209,対馬,高度急性期,実績,2019,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2020,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2021,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2022,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2023,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2024,0
R7,42,長崎県,4209,対馬,高度急性期,実績,2025,0
R7,42,長崎県,4209,対馬,高度急性期,見込量,2026,0
R7,42,長崎県,4209,対馬,高度急性期,必要数,2025,14
R7,42,長崎県,4209,対馬,急性期,実績,2015,230
R7,42,長崎県,4209,対馬,急性期,実績,2018,164
R7,42,長崎県,4209,対馬,急性期,実績,2019,124
R7,42,長崎県,4209,対馬,急性期,実績,2020,182
R7,42,長崎県,4209,対馬,急性期,実績,2021,182
R7,42,長崎県,4209,対馬,急性期,実績,2022,184
R7,42,長崎県,4209,対馬,急性期,実績,2023,184
R7,42,長崎県,4209,対馬,急性期,実績,2024,136
R7,42,長崎県,4209,対馬,急性期,実績,2025,136
R7,42,長崎県,4209,対馬,急性期,見込量,2026,128
R7,42,長崎県,4209,対馬,急性期,必要数,2025,82
R7,42,長崎県,4209,対馬,回復期,実績,2015,60
R7,42,長崎県,4209,対馬,回復期,実績,2018,50
R7,42,長崎県,4209,対馬,回復期,実績,2019,98
R7,42,長崎県,4209,対馬,回復期,実績,2020,100
R7,42,長崎県,4209,対馬,回復期,実績,2021,100
R7,42,長崎県,4209,対馬,回復期,実績,2022,98
R7,42,長崎県,4209,対馬,回復期,実績,2023,52
R7,42,長崎県,4209,対馬,回復期,実績,2024,100
R7,42,長崎県,4209,対馬,回復期,実績,2025,100
R7,42,長崎県,4209,対馬,回復期,見込量,2026,100
R7,42,長崎県,4209,対馬,回復期,必要数,2025,111
R7,42,長崎県,4209,対馬,慢性期,実績,2015,0
R7,42,長崎県,4209,対馬,慢性期,実績,2018,60
R7,42,長崎県,4209,対馬,慢性期,実績,2019,60
R7,42,長崎県,4209,対馬,慢性期,実績,2020,0
R7,42,長崎県,4209,対馬,慢性期,実績,2021,0
R7,42,長崎県,4209,対馬,慢性期,実績,2022,0
R7,42,長崎県,4209,対馬,慢性期,実績,2023,0
R7,42,長崎県,4209,対馬,慢性期,実績,2024,0
R7,42,長崎県,4209,対馬,慢性期,実績,2025,0
R7,42,長崎県,4209,対馬,慢性期,見込量,2026,0
R7,42,長崎県,4209,対馬,慢性期,必要数,2025,16
R7,43,熊本県,4302,宇城,合計,実績,2015,1446
R7,43,熊本県,4302,宇城,合計,実績,2018,1434
R7,43,熊本県,4302,宇城,合計,実績,2019,1282
R7,43,熊本県,4302,宇城,合計,実績,2020,1185
R7,43,熊本県,4302,宇城,合計,実績,2021,1181
R7,43,熊本県,4302,宇城,合計,実績,2022,1113
R7,43,熊本県,4302,宇城,合計,実績,2023,1105
R7,43,熊本県,4302,宇城,合計,実績,2024,1070
R7,43,熊本県,4302,宇城,合計,実績,2025,1070
R7,43,熊本県,4302,宇城,合計,見込量,2026,1062
R7,43,熊本県,4302,宇城,合計,必要数,2025,997
R7,43,熊本県,4302,宇城,高度急性期,実績,2015,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2018,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2019,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2020,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2021,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2022,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2023,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2024,0
R7,43,熊本県,4302,宇城,高度急性期,実績,2025,0
R7,43,熊本県,4302,宇城,高度急性期,見込量,2026,0
R7,43,熊本県,4302,宇城,高度急性期,必要数,2025,25
R7,43,熊本県,4302,宇城,急性期,実績,2015,530
R7,43,熊本県,4302,宇城,急性期,実績,2018,420
R7,43,熊本県,4302,宇城,急性期,実績,2019,401
R7,43,熊本県,4302,宇城,急性期,実績,2020,382
R7,43,熊本県,4302,宇城,急性期,実績,2021,363
R7,43,熊本県,4302,宇城,急性期,実績,2022,307
R7,43,熊本県,4302,宇城,急性期,実績,2023,318
R7,43,熊本県,4302,宇城,急性期,実績,2024,321
R7,43,熊本県,4302,宇城,急性期,実績,2025,321
R7,43,熊本県,4302,宇城,急性期,見込量,2026,321
R7,43,熊本県,4302,宇城,急性期,必要数,2025,214
R7,43,熊本県,4302,宇城,回復期,実績,2015,203
R7,43,熊本県,4302,宇城,回復期,実績,2018,311
R7,43,熊本県,4302,宇城,回復期,実績,2019,356
R7,43,熊本県,4302,宇城,回復期,実績,2020,375
R7,43,熊本県,4302,宇城,回復期,実績,2021,334
R7,43,熊本県,4302,宇城,回復期,実績,2022,315
R7,43,熊本県,4302,宇城,回復期,実績,2023,367
R7,43,熊本県,4302,宇城,回復期,実績,2024,348
R7,43,熊本県,4302,宇城,回復期,実績,2025,348
R7,43,熊本県,4302,宇城,回復期,見込量,2026,340
R7,43,熊本県,4302,宇城,回復期,必要数,2025,356
R7,43,熊本県,4302,宇城,慢性期,実績,2015,713
R7,43,熊本県,4302,宇城,慢性期,実績,2018,703
R7,43,熊本県,4302,宇城,慢性期,実績,2019,525
R7,43,熊本県,4302,宇城,慢性期,実績,2020,428
R7,43,熊本県,4302,宇城,慢性期,実績,2021,484
R7,43,熊本県,4302,宇城,慢性期,実績,2022,491
R7,43,熊本県,4302,宇城,慢性期,実績,2023,420
R7,43,熊本県,4302,宇城,慢性期,実績,2024,401
R7,43,熊本県,4302,宇城,慢性期,実績,2025,401
R7,43,熊本県,4302,宇城,慢性期,見込量,2026,401
R7,43,熊本県,4302,宇城,慢性期,必要数,2025,402
R7,43,熊本県,4303,有明,合計,実績,2015,1948
R7,43,熊本県,4303,有明,合計,実績,2018,1977
R7,43,熊本県,4303,有明,合計,実績,2019,1907
R7,43,熊本県,4303,有明,合計,実績,2020,1752
R7,43,熊本県,4303,有明,合計,実績,2021,1758
R7,43,熊本県,4303,有明,合計,実績,2022,1719
R7,43,熊本県,4303,有明,合計,実績,2023,1677
R7,43,熊本県,4303,有明,合計,実績,2024,1625
R7,43,熊本県,4303,有明,合計,実績,2025,1625
R7,43,熊本県,4303,有明,合計,見込量,2026,1605
R7,43,熊本県,4303,有明,合計,必要数,2025,1296
R7,43,熊本県,4303,有明,高度急性期,実績,2015,18
R7,43,熊本県,4303,有明,高度急性期,実績,2018,18
R7,43,熊本県,4303,有明,高度急性期,実績,2019,18
R7,43,熊本県,4303,有明,高度急性期,実績,2020,18
R7,43,熊本県,4303,有明,高度急性期,実績,2021,37
R7,43,熊本県,4303,有明,高度急性期,実績,2022,18
R7,43,熊本県,4303,有明,高度急性期,実績,2023,36
R7,43,熊本県,4303,有明,高度急性期,実績,2024,38
R7,43,熊本県,4303,有明,高度急性期,実績,2025,38
R7,43,熊本県,4303,有明,高度急性期,見込量,2026,38
R7,43,熊本県,4303,有明,高度急性期,必要数,2025,83
R7,43,熊本県,4303,有明,急性期,実績,2015,775
R7,43,熊本県,4303,有明,急性期,実績,2018,769
R7,43,熊本県,4303,有明,急性期,実績,2019,769
R7,43,熊本県,4303,有明,急性期,実績,2020,722
R7,43,熊本県,4303,有明,急性期,実績,2021,770
R7,43,熊本県,4303,有明,急性期,実績,2022,804
R7,43,熊本県,4303,有明,急性期,実績,2023,716
R7,43,熊本県,4303,有明,急性期,実績,2024,653
R7,43,熊本県,4303,有明,急性期,実績,2025,653
R7,43,熊本県,4303,有明,急性期,見込量,2026,653
R7,43,熊本県,4303,有明,急性期,必要数,2025,359
R7,43,熊本県,4303,有明,回復期,実績,2015,593
R7,43,熊本県,4303,有明,回復期,実績,2018,388
R7,43,熊本県,4303,有明,回復期,実績,2019,334
R7,43,熊本県,4303,有明,回復期,実績,2020,372
R7,43,熊本県,4303,有明,回復期,実績,2021,292
R7,43,熊本県,4303,有明,回復期,実績,2022,296
R7,43,熊本県,4303,有明,回復期,実績,2023,341
R7,43,熊本県,4303,有明,回復期,実績,2024,361
R7,43,熊本県,4303,有明,回復期,実績,2025,361
R7,43,熊本県,4303,有明,回復期,見込量,2026,352
R7,43,熊本県,4303,有明,回復期,必要数,2025,399
R7,43,熊本県,4303,有明,慢性期,実績,2015,562
R7,43,熊本県,4303,有明,慢性期,実績,2018,802
R7,43,熊本県,4303,有明,慢性期,実績,2019,786
R7,43,熊本県,4303,有明,慢性期,実績,2020,640
R7,43,熊本県,4303,有明,慢性期,実績,2021,659
R7,43,熊本県,4303,有明,慢性期,実績,2022,601
R7,43,熊本県,4303,有明,慢性期,実績,2023,584
R7,43,熊本県,4303,有明,慢性期,実績,2024,573
R7,43,熊本県,4303,有明,慢性期,実績,2025,573
R7,43,熊本県,4303,有明,慢性期,見込量,2026,562
R7,43,熊本県,4303,有明,慢性期,必要数,2025,455
R7,43,熊本県,4304,鹿本,合計,実績,2015,828
R7,43,熊本県,4304,鹿本,合計,実績,2018,792
R7,43,熊本県,4304,鹿本,合計,実績,2019,774
R7,43,熊本県,4304,鹿本,合計,実績,2020,760
R7,43,熊本県,4304,鹿本,合計,実績,2021,733
R7,43,熊本県,4304,鹿本,合計,実績,2022,714
