published_fy,pref_code,pref_name,year,report_rate
R6,43,熊本県,2021,0.9976190476190476
R6,43,熊本県,2022,0.9975247524752475
R6,43,熊本県,2023,1
R6,43,熊本県,2024,1
R6,44,大分県,2015,0.9650537634408602
R6,44,大分県,2018,0.9641873278236914
R6,44,大分県,2019,0.9545454545454546
R6,44,大分県,2020,0.9797687861271677
R6,44,大分県,2021,0.9824561403508771
R6,44,大分県,2022,0.984984984984985
R6,44,大分県,2023,0.996969696969697
R6,44,大分県,2024,0.9905956112852664
R6,45,宮崎県,2015,0.9894366197183099
R6,45,宮崎県,2018,0.9925373134328358
R6,45,宮崎県,2019,0.9351145038167938
R6,45,宮崎県,2020,0.95703125
R6,45,宮崎県,2021,0.9878542510121457
R6,45,宮崎県,2022,0.9672131147540983
R6,45,宮崎県,2023,0.9748953974895398
R6,45,宮崎県,2024,0.9570815450643777
R6,46,鹿児島県,2015,0.9408502772643254
R6,46,鹿児島県,2018,0.9844961240310077
R6,46,鹿児島県,2019,0.9819277108433735
R6,46,鹿児島県,2020,0.9734151329243353
R6,46,鹿児島県,2021,0.9748953974895398
R6,46,鹿児島県,2022,0.944206008583691
R6,46,鹿児島県,2023,0.9977924944812362
R6,46,鹿児島県,2024,1
R6,47,沖縄県,2015,0.9644970414201184
R6,47,沖縄県,2018,0.8079470198675497
R6,47,沖縄県,2019,0.8356164383561644
R6,47,沖縄県,2020,0.9285714285714286
R6,47,沖縄県,2021,0.9264705882352942
R6,47,沖縄県,2022,0.9097744360902256
R6,47,沖縄県,2023,0.9921259842519685
R6,47,沖縄県,2024,0.936
