published_fy,pref_code,pref_name,area_code,area_name,direction,overall_rate
R7,30,和歌山県,3003,橋本,流出率,0.35704552464399986
R7,30,和歌山県,3004,有田,流入率,0.11129761147250739
R7,30,和歌山県,3004,有田,流出率,0.6430877933700758
R7,30,和歌山県,3005,御坊,流入率,0.14263582518936035
R7,30,和歌山県,3005,御坊,流出率,0.30189296773942265
R7,30,和歌山県,3006,田辺,流入率,0.1378576126064398
R7,30,和歌山県,3006,田辺,流出率,0.1493163888866582
R7,30,和歌山県,3007,新宮,流入率,0.13467831695676136
R7,30,和歌山県,3007,新宮,流出率,0.29078687060038855
R7,31,鳥取県,3101,東部,流入率,0.10010166376183638
R7,31,鳥取県,3101,東部,流出率,0.06939469600756598
R7,31,鳥取県,3102,中部,流入率,0.059466555079056294
R7,31,鳥取県,3102,中部,流出率,0.20299576501946615
R7,31,鳥取県,3103,西部,流入率,0.20532271605433916
R7,31,鳥取県,3103,西部,流出率,0.03333860611146999
R7,32,島根県,3201,松江,流入率,0.10443940167555732
R7,32,島根県,3201,松江,流出率,0.18434632086694613
R7,32,島根県,3202,雲南,流入率,0.02912841585885273
R7,32,島根県,3202,雲南,流出率,0.4528201654503121
R7,32,島根県,3203,出雲,流入率,0.31499768474385625
R7,32,島根県,3203,出雲,流出率,0.033402216255954076
R7,32,島根県,3204,大田,流入率,0.06243650198955253
R7,32,島根県,3204,大田,流出率,0.48887940451782275
R7,32,島根県,3205,浜田,流入率,0.09832955506844354
R7,32,島根県,3205,浜田,流出率,0.2862985392387183
R7,32,島根県,3206,益田,流入率,0.1291676715568788
R7,32,島根県,3206,益田,流出率,0.24622950600957916
R7,32,島根県,3207,隠岐,流入率,0.014891061172464415
R7,32,島根県,3207,隠岐,流出率,0.617828291369015
R7,33,岡山県,3301,県南東部,流入率,0.17763842125329954
R7,33,岡山県,3301,県南東部,流出率,0.08146035861035383
R7,33,岡山県,3302,県南西部,流入率,0.17776485263121222
R7,33,岡山県,3302,県南西部,流出率,0.12606622457533512
R7,33,岡山県,3303,高梁・新見,流入率,0.06435367358950872
R7,33,岡山県,3303,高梁・新見,流出率,0.5589622365317546
R7,33,岡山県,3304,真庭,流入率,0.19856475307072563
R7,33,岡山県,3304,真庭,流出率,0.6872862623808063
R7,33,岡山県,3305,津山・英田,流入率,0.10161166655931708
R7,33,岡山県,3305,津山・英田,流出率,0.27446413246047074
R7,34,広島県,3401,広島,流入率,0.1198114846183389
R7,34,広島県,3401,広島,流出率,0.08134882031897228
R7,34,広島県,3402,広島西,流入率,0.38388897781433673
R7,34,広島県,3402,広島西,流出率,0.324883593746795
R7,34,広島県,3403,呉,流入率,0.12834386933310604
R7,34,広島県,3403,呉,流出率,0.10391335565265414
R7,34,広島県,3404,広島中央,流入率,0.12007891407906734
R7,34,広島県,3404,広島中央,流出率,0.26681640640306203
R7,34,広島県,3405,尾三,流入率,0.16695545710931847
R7,34,広島県,3405,尾三,流出率,0.19275202307660666
R7,34,広島県,3406,福山・府中,流入率,0.11828314315326671
R7,34,広島県,3406,福山・府中,流出率,0.12201573377180597
R7,34,広島県,3407,備北,流入率,0.1295435585198178
R7,34,広島県,3407,備北,流出率,0.18310167455674609
R7,35,山口県,3501,岩国,流入率,0.15420863586243772
R7,35,山口県,3501,岩国,流出率,0.24536937855787022
R7,35,山口県,3502,柳井,流入率,0.14042306543946026
R7,35,山口県,3502,柳井,流出率,0.38612168830683824
R7,35,山口県,3503,周南,流入率,0.1160822759995005
R7,35,山口県,3503,周南,流出率,0.14626910324854403
R7,35,山口県,3504,山口・防府,流入率,0.15277860922408915
R7,35,山口県,3504,山口・防府,流出率,0.15257258089873937
R7,35,山口県,3505,宇部・小野田,流入率,0.23907543429264488
R7,35,山口県,3505,宇部・小野田,流出率,0.0912055306669709
R7,35,山口県,3506,下関,流入率,0.03498475935875811
R7,35,山口県,3506,下関,流出率,0.10330044676715766
R7,35,山口県,3507,長門,流入率,0.15078261868445342
R7,35,山口県,3507,長門,流出率,0.18349970028602358
R7,35,山口県,3508,萩,流入率,0.05516181004850296
R7,35,山口県,3508,萩,流出率,0.45973987048584697
R7,36,徳島県,3601,東部,流入率,0.1450566590173319
R7,36,徳島県,3601,東部,流出率,0.11318253366293074
R7,36,徳島県,3603,南部,流入率,0.28370002243328596
R7,36,徳島県,3603,南部,流出率,0.20057333276967826
R7,36,徳島県,3605,西部,流入率,0.04107938141846079
R7,36,徳島県,3605,西部,流出率,0.4414440348324701
R7,37,香川県,3702,小豆,流入率,0.016882581384048634
R7,37,香川県,3702,小豆,流出率,0.4662072005446791
R7,37,香川県,3706,東部,流入率,0.13630215558353764
R7,37,香川県,3706,東部,流出率,0.0629687487828351
R7,37,香川県,3707,西部,流入率,0.08212260571676855
R7,37,香川県,3707,西部,流出率,0.1769903952202716
R7,38,愛媛県,3801,宇摩,流入率,0.08323386420661116
R7,38,愛媛県,3801,宇摩,流出率,0.38482007607175817
R7,38,愛媛県,3802,新居浜・西条,流入率,0.08454534409350323
R7,38,愛媛県,3802,新居浜・西条,流出率,0.2280773312067198
R7,38,愛媛県,3803,今治,流入率,0.04508686706661069
R7,38,愛媛県,3803,今治,流出率,0.2206556315231094
R7,38,愛媛県,3804,松山,流入率,0.20458903061202305
R7,38,愛媛県,3804,松山,流出率,0.02317853946306281
R7,38,愛媛県,3805,八幡浜・大洲,流入率,0.03273623855211505
R7,38,愛媛県,3805,八幡浜・大洲,流出率,0.35310559069789005
R7,38,愛媛県,3806,宇和島,流入率,0.15862774830214577
R7,38,愛媛県,3806,宇和島,流出率,0.14527887381951998
R7,39,高知県,3901,安芸,流入率,0.027072829316765912
R7,39,高知県,3901,安芸,流出率,0.4909428823077817
R7,39,高知県,3902,中央,流入率,0.14159542167293793
R7,39,高知県,3902,中央,流出率,0.023336195516226677
R7,39,高知県,3903,高幡,流入率,0.0752055111683595
R7,39,高知県,3903,高幡,流出率,0.5906528756401979
R7,39,高知県,3904,幡多,流入率,0.04453930175157783
R7,39,高知県,3904,幡多,流出率,0.33168598325253007
R7,40,福岡県,4001,福岡・糸島,流入率,0.27779284694711903
R7,40,福岡県,4001,福岡・糸島,流出率,0.0870255673703999
R7,40,福岡県,4002,粕屋,流入率,0.4115422245582818
R7,40,福岡県,4002,粕屋,流出率,0.5752633360964714
R7,40,福岡県,4003,宗像,流入率,0.16182208165788958
R7,40,福岡県,4003,宗像,流出率,0.5641253440965375
R7,40,福岡県,4004,筑紫,流入率,0.28650380558324806
R7,40,福岡県,4004,筑紫,流出率,0.4139806941014449
R7,40,福岡県,4005,朝倉,流入率,0.21889160976520128
R7,40,福岡県,4005,朝倉,流出率,0.5448390102443487
R7,40,福岡県,4006,久留米,流入率,0.40052538033032803
R7,40,福岡県,4006,久留米,流出率,0.16405719136852281
R7,40,福岡県,4007,八女・筑後,流入率,0.2533649332413146
R7,40,福岡県,4007,八女・筑後,流出率,0.34865520869496913
R7,40,福岡県,4008,有明,流入率,0.1695936277828718
R7,40,福岡県,4008,有明,流出率,0.2939181981204939
R7,40,福岡県,4009,飯塚,流入率,0.35934330644439905
R7,40,福岡県,4009,飯塚,流出率,0.15811512374225423
R7,40,福岡県,4010,直方・鞍手,流入率,0.23823648190938485
R7,40,福岡県,4010,直方・鞍手,流出率,0.5794044242969758
R7,40,福岡県,4011,田川,流入率,0.06941120973260861
R7,40,福岡県,4011,田川,流出率,0.4758125597514553
R7,40,福岡県,4012,北九州,流入率,0.14005276451019444
R7,40,福岡県,4012,北九州,流出率,0.05242355319971781
R7,40,福岡県,4013,京築,流入率,0.11188975180932714
R7,40,福岡県,4013,京築,流出率,0.5088393089775454
R7,41,佐賀県,4101,中部,流入率,0.2186498542687194
R7,41,佐賀県,4101,中部,流出率,0.098265833982211
R7,41,佐賀県,4102,東部,流入率,0.2208656936217056
R7,41,佐賀県,4102,東部,流出率,0.5977845363897112
R7,41,佐賀県,4103,北部,流入率,0.09344364754403978
R7,41,佐賀県,4103,北部,流出率,0.18820414688677334
R7,41,佐賀県,4104,西部,流入率,0.13975485572029134
R7,41,佐賀県,4104,西部,流出率,0.49614948518104274
R7,41,佐賀県,4105,南部,流入率,0.23277664209255844
R7,41,佐賀県,4105,南部,流出率,0.24500493587055294
R7,42,長崎県,4201,長崎,流入率,0.10794332919686955
R7,42,長崎県,4201,長崎,流出率,0.06659605274018043
R7,42,長崎県,4202,佐世保県北,流入率,0.10659266142571033
R7,42,長崎県,4202,佐世保県北,流出率,0.10032863190458219
R7,42,長崎県,4203,県央,流入率,0.2437859885433149
R7,42,長崎県,4203,県央,流出率,0.21449170920212146
R7,42,長崎県,4204,県南,流入率,0.06850713554865284
R7,42,長崎県,4204,県南,流出率,0.3806937769371277
R7,42,長崎県,4206,五島,流入率,0.016954115337353803
R7,42,長崎県,4206,五島,流出率,0.2809185412953784
R7,42,長崎県,4207,上五島,流入率,0.011135416573508361
R7,42,長崎県,4207,上五島,流出率,0.4724649507248645
R7,42,長崎県,4208,壱岐,流入率,0.017470610256896224
R7,42,長崎県,4208,壱岐,流出率,0.4631737271896632
R7,42,長崎県,4209,対馬,流入率,0.007011433980776749
R7,42,長崎県,4209,対馬,流出率,0.38051949726382495
R7,43,熊本県,4302,宇城,流入率,0.19160175036931548
R7,43,熊本県,4302,宇城,流出率,0.6390999157839382
R7,43,熊本県,4303,有明,流入率,0.12005972927817954
R7,43,熊本県,4303,有明,流出率,0.42910329619972776
R7,43,熊本県,4304,鹿本,流入率,0.15351640293977897
R7,43,熊本県,4304,鹿本,流出率,0.42652574476637095
R7,43,熊本県,4305,菊池,流入率,0.3314299030234673
R7,43,熊本県,4305,菊池,流出率,0.6137336490327947
R7,43,熊本県,4306,阿蘇,流入率,0.047945983528266733
R7,43,熊本県,4306,阿蘇,流出率,0.6400211058625728
R7,43,熊本県,4308,八代,流入率,0.195822914228443
R7,43,熊本県,4308,八代,流出率,0.14157523981899822
R7,43,熊本県,4309,芦北,流入率,0.15988207832391343
R7,43,熊本県,4309,芦北,流出率,0.3991021924015423
R7,43,熊本県,4310,球磨,流入率,0.12131357628131145
R7,43,熊本県,4310,球磨,流出率,0.2225391001558742
R7,43,熊本県,4311,天草,流入率,0.01615284215541024
R7,43,熊本県,4311,天草,流出率,0.33642365892780624
R7,43,熊本県,4312,熊本・上益城,流入率,0.3568207446407472
R7,43,熊本県,4312,熊本・上益城,流出率,0.05651110009402549
R7,44,大分県,4401,東部,流入率,0.16599974134697737
R7,44,大分県,4401,東部,流出率,0.1408503105543082
R7,44,大分県,4403,中部,流入率,0.18334203667044868
R7,44,大分県,4403,中部,流出率,0.05430065672738604
R7,44,大分県,4405,南部,流入率,0.060362876546057875
R7,44,大分県,4405,南部,流出率,0.2138352637373827
R7,44,大分県,4406,豊肥,流入率,0.07787960702540286
R7,44,大分県,4406,豊肥,流出率,0.4811483960564582
R7,44,大分県,4408,西部,流入率,0.11447795914212144
R7,44,大分県,4408,西部,流出率,0.30431542150122326
R7,44,大分県,4409,北部,流入率,0.15756568122971515
R7,44,大分県,4409,北部,流出率,0.29720447706070063
R7,45,宮崎県,4501,宮崎東諸県,流入率,0.3021079408723827
R7,45,宮崎県,4501,宮崎東諸県,流出率,0.0429634243788134
R7,45,宮崎県,4502,都城北諸県,流入率,0.22276685504019933
R7,45,宮崎県,4502,都城北諸県,流出率,0.161918629974672
R7,45,宮崎県,4503,延岡西臼杵,流入率,0.14446709473232633
R7,45,宮崎県,4503,延岡西臼杵,流出率,0.1789077915352354
R7,45,宮崎県,4504,日南串間,流入率,0.029763895349095404
R7,45,宮崎県,4504,日南串間,流出率,0.2804566221599877
R7,45,宮崎県,4505,西諸,流入率,0.09917276724082214
R7,45,宮崎県,4505,西諸,流出率,0.3473344977413436
R7,45,宮崎県,4506,西都児湯,流入率,0.06148943856892697
R7,45,宮崎県,4506,西都児湯,流出率,0.5466783550894292
R7,45,宮崎県,4507,日向入郷,流入率,0.08131415466066694
R7,45,宮崎県,4507,日向入郷,流出率,0.43011560804618876
R7,46,鹿児島県,4601,鹿児島,流入率,0.27414447053722135
R7,46,鹿児島県,4601,鹿児島,流出率,0.039802999707245434
R7,46,鹿児島県,4603,南薩,流入率,0.058146153499031406
R7,46,鹿児島県,4603,南薩,流出率,0.3908657796866527
R7,46,鹿児島県,4605,川薩,流入率,0.1503287357003511
R7,46,鹿児島県,4605,川薩,流出率,0.3200853517186789
R7,46,鹿児島県,4606,出水,流入率,0.034682548664619395
R7,46,鹿児島県,4606,出水,流出率,0.365455220002329
R7,46,鹿児島県,4607,姶良・伊佐,流入率,0.11096820069538516
R7,46,鹿児島県,4607,姶良・伊佐,流出率,0.3227924468764456
R7,46,鹿児島県,4609,曽於,流入率,0.08102161984070377
R7,46,鹿児島県,4609,曽於,流出率,0.6714708972189086
R7,46,鹿児島県,4610,肝属,流入率,0.1921016386531188
R7,46,鹿児島県,4610,肝属,流出率,0.22690143965390352
R7,46,鹿児島県,4611,熊毛,流入率,0.022357640882519347
R7,46,鹿児島県,4611,熊毛,流出率,0.4970542338573015
R7,46,鹿児島県,4612,奄美,流入率,0.017749295897165673
R7,46,鹿児島県,4612,奄美,流出率,0.19429208711470092
R7,47,沖縄県,4701,北部,流入率,0.06269675773240913
R7,47,沖縄県,4701,北部,流出率,0.3189692873664052
R7,47,沖縄県,4702,中部,流入率,0.2284831308833586
R7,47,沖縄県,4702,中部,流出率,0.26350391996867206
R7,47,沖縄県,4703,南部,流入率,0.17424837824649608
R7,47,沖縄県,4703,南部,流出率,0.09607474900910384
R7,47,沖縄県,4704,宮古,流入率,0.033913451511503045
R7,47,沖縄県,4704,宮古,流出率,0.25165529281056465
R7,47,沖縄県,4705,八重山,流入率,0.038941297147414566
R7,47,沖縄県,4705,八重山,流出率,0.25456213511941195
