published_fy,direction,pref_code,pref_name,area_code,area_name,phase,rank,partner_pref_code,partner_pref_name,partner_area_code,partner_area_name,rate,rate_source_value,value_status
R7,流出率,09,栃木県,0903,宇都宮,包括期,4,09,栃木県,0902,県西,0.00802035008474295,0.00802035008474295,observed
R7,流出率,09,栃木県,0903,宇都宮,慢性期,1,09,栃木県,0903,宇都宮,0.9066506897502569,0.9066506897502569,observed
R7,流出率,09,栃木県,0903,宇都宮,慢性期,2,09,栃木県,0901,県北,0.03547450865616614,0.03547450865616614,observed
R7,流出率,09,栃木県,0903,宇都宮,慢性期,3,09,栃木県,0905,県南,0.012951015754049432,0.012951015754049432,observed
R7,流出率,09,栃木県,0903,宇都宮,慢性期,4,09,栃木県,0902,県西,0.008243637245728797,0.008243637245728797,observed
R7,流入率,09,栃木県,0904,県東,高度急性期+急性期,1,09,栃木県,0904,県東,0.8850526462521454,0.8850526462521454,observed
R7,流入率,09,栃木県,0904,県東,高度急性期+急性期,2,09,栃木県,0905,県南,0.03774455058782496,0.03774455058782496,observed
R7,流入率,09,栃木県,0904,県東,高度急性期+急性期,3,09,栃木県,0903,宇都宮,0.028822400220250555,0.028822400220250555,observed
R7,流入率,09,栃木県,0904,県東,高度急性期+急性期,4,08,茨城県,0808,筑西・下妻,0.025274563164441995,0.025274563164441995,observed
R7,流入率,09,栃木県,0904,県東,包括期,1,09,栃木県,0904,県東,0.8946738253872306,0.8946738253872306,observed
R7,流入率,09,栃木県,0904,県東,包括期,2,09,栃木県,0905,県南,0.03713833347121655,0.03713833347121655,observed
R7,流入率,09,栃木県,0904,県東,慢性期,1,09,栃木県,0904,県東,0.9205830108982483,0.9205830108982483,observed
R7,流出率,09,栃木県,0904,県東,高度急性期+急性期,1,09,栃木県,0904,県東,0.6202566223656617,0.6202566223656617,observed
R7,流出率,09,栃木県,0904,県東,高度急性期+急性期,2,09,栃木県,0905,県南,0.23729316490004665,0.23729316490004665,observed
R7,流出率,09,栃木県,0904,県東,高度急性期+急性期,3,09,栃木県,0903,宇都宮,0.09556983576371988,0.09556983576371988,observed
R7,流出率,09,栃木県,0904,県東,高度急性期+急性期,4,09,栃木県,0901,県北,0.012727973625209147,0.012727973625209147,observed
R7,流出率,09,栃木県,0904,県東,包括期,1,09,栃木県,0904,県東,0.5904422788106441,0.5904422788106441,observed
R7,流出率,09,栃木県,0904,県東,包括期,2,09,栃木県,0905,県南,0.22864410555672243,0.22864410555672243,observed
R7,流出率,09,栃木県,0904,県東,包括期,3,09,栃木県,0903,宇都宮,0.13496793398617066,0.13496793398617066,observed
R7,流出率,09,栃木県,0904,県東,慢性期,1,09,栃木県,0904,県東,0.5777300047234972,0.5777300047234972,observed
R7,流出率,09,栃木県,0904,県東,慢性期,2,08,茨城県,0808,筑西・下妻,0.16871674821474011,0.16871674821474011,observed
R7,流出率,09,栃木県,0904,県東,慢性期,3,09,栃木県,0903,宇都宮,0.12813780295561847,0.12813780295561847,observed
R7,流出率,09,栃木県,0904,県東,慢性期,4,09,栃木県,0901,県北,0.048562824537163936,0.048562824537163936,observed
R7,流出率,09,栃木県,0904,県東,慢性期,5,09,栃木県,0905,県南,0.034189179677887184,0.034189179677887184,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,1,09,栃木県,0905,県南,0.5107575658785438,0.5107575658785438,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,2,09,栃木県,0903,宇都宮,0.14246098490505218,0.14246098490505218,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,3,09,栃木県,0902,県西,0.0741423406393715,0.0741423406393715,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,4,08,茨城県,0808,筑西・下妻,0.05585156153131451,0.05585156153131451,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,5,09,栃木県,0904,県東,0.048604512191529704,0.048604512191529704,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,6,09,栃木県,0901,県北,0.04838687365036336,0.04838687365036336,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,7,09,栃木県,0906,両毛,0.040717984466799785,0.040717984466799785,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,8,08,茨城県,0809,古河・坂東,0.029128413347172068,0.029128413347172068,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,9,10,群馬県,1010,太田・館林,0.013734502922866116,0.013734502922866116,observed
R7,流入率,09,栃木県,0905,県南,高度急性期+急性期,10,11,埼玉県,1108,利根,0.007527255372915807,0.007527255372915807,observed
R7,流入率,09,栃木県,0905,県南,包括期,1,09,栃木県,0905,県南,0.5913140408929914,0.5913140408929914,observed
R7,流入率,09,栃木県,0905,県南,包括期,2,09,栃木県,0903,宇都宮,0.09292732255268218,0.09292732255268218,observed
R7,流入率,09,栃木県,0905,県南,包括期,3,08,茨城県,0809,古河・坂東,0.06670306165606239,0.06670306165606239,observed
R7,流入率,09,栃木県,0905,県南,包括期,4,08,茨城県,0808,筑西・下妻,0.06375246325693412,0.06375246325693412,observed
R7,流入率,09,栃木県,0905,県南,包括期,5,09,栃木県,0904,県東,0.048016443386721376,0.048016443386721376,observed
R7,流入率,09,栃木県,0905,県南,包括期,6,09,栃木県,0902,県西,0.042924803305640566,0.042924803305640566,observed
R7,流入率,09,栃木県,0905,県南,包括期,7,09,栃木県,0906,両毛,0.037034282118562994,0.037034282118562994,observed
R7,流入率,09,栃木県,0905,県南,包括期,8,09,栃木県,0901,県北,0.023275577593665123,0.023275577593665123,observed
R7,流入率,09,栃木県,0905,県南,包括期,9,11,埼玉県,1108,利根,0.009322756089022433,0.009322756089022433,observed
R7,流入率,09,栃木県,0905,県南,包括期,10,10,群馬県,1010,太田・館林,0.005327151036973021,0.005327151036973021,observed
R7,流入率,09,栃木県,0905,県南,慢性期,1,09,栃木県,0905,県南,0.8242682680716993,0.8242682680716993,observed
R7,流入率,09,栃木県,0905,県南,慢性期,2,08,茨城県,0808,筑西・下妻,0.03870019998100085,0.03870019998100085,observed
R7,流入率,09,栃木県,0905,県南,慢性期,3,09,栃木県,0906,両毛,0.02857298507876571,0.02857298507876571,observed
R7,流入率,09,栃木県,0905,県南,慢性期,4,08,茨城県,0809,古河・坂東,0.02049552046705303,0.02049552046705303,observed
R7,流入率,09,栃木県,0905,県南,慢性期,5,09,栃木県,0903,宇都宮,0.018223605663945038,0.018223605663945038,observed
R7,流入率,09,栃木県,0905,県南,慢性期,6,09,栃木県,0902,県西,0.01449993724829047,0.01449993724829047,observed
R7,流入率,09,栃木県,0905,県南,慢性期,7,09,栃木県,0904,県東,0.013337744985238213,0.013337744985238213,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,1,09,栃木県,0905,県南,0.8173974652001065,0.8173974652001065,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,2,09,栃木県,0903,宇都宮,0.04502597128783348,0.04502597128783348,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,3,08,茨城県,0808,筑西・下妻,0.02887543476973896,0.02887543476973896,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,4,08,茨城県,0809,古河・坂東,0.02742771522059777,0.02742771522059777,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,5,09,栃木県,0906,両毛,0.026756338629982,0.026756338629982,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,6,09,栃木県,0904,県東,0.008670944404850762,0.008670944404850762,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,7,09,栃木県,0902,県西,0.006866233509214952,0.006866233509214952,observed
R7,流出率,09,栃木県,0905,県南,高度急性期+急性期,8,10,群馬県,1010,太田・館林,0.006669596220817037,0.006669596220817037,observed
R7,流出率,09,栃木県,0905,県南,包括期,1,09,栃木県,0905,県南,0.8405600505995673,0.8405600505995673,observed
R7,流出率,09,栃木県,0905,県南,包括期,2,09,栃木県,0903,宇都宮,0.04944603314501915,0.04944603314501915,observed
R7,流出率,09,栃木県,0905,県南,包括期,3,08,茨城県,0808,筑西・下妻,0.03165263135190636,0.03165263135190636,observed
R7,流出率,09,栃木県,0905,県南,包括期,4,08,茨城県,0809,古河・坂東,0.026035617739960427,0.026035617739960427,observed
R7,流出率,09,栃木県,0905,県南,包括期,5,09,栃木県,0906,両毛,0.017127754637033265,0.017127754637033265,observed
R7,流出率,09,栃木県,0905,県南,包括期,6,09,栃木県,0904,県東,0.007316706932952742,0.007316706932952742,observed
R7,流出率,09,栃木県,0905,県南,慢性期,1,09,栃木県,0905,県南,0.6904706653109455,0.6904706653109455,observed
R7,流出率,09,栃木県,0905,県南,慢性期,2,09,栃木県,0903,宇都宮,0.11834698104510123,0.11834698104510123,observed
R7,流出率,09,栃木県,0905,県南,慢性期,3,08,茨城県,0808,筑西・下妻,0.07736713406936728,0.07736713406936728,observed
R7,流出率,09,栃木県,0905,県南,慢性期,4,09,栃木県,0906,両毛,0.038250154651166685,0.038250154651166685,observed
R7,流出率,09,栃木県,0905,県南,慢性期,5,09,栃木県,0901,県北,0.014527702970521977,0.014527702970521977,observed
R7,流出率,09,栃木県,0905,県南,慢性期,6,09,栃木県,0902,県西,0.010769874927500868,0.010769874927500868,observed
R7,流出率,09,栃木県,0905,県南,慢性期,7,08,茨城県,0809,古河・坂東,0.010490457809623798,0.010490457809623798,observed
R7,流入率,09,栃木県,0906,両毛,高度急性期+急性期,1,09,栃木県,0906,両毛,0.8227842270218243,0.8227842270218243,observed
R7,流入率,09,栃木県,0906,両毛,高度急性期+急性期,2,10,群馬県,1010,太田・館林,0.08885255168528547,0.08885255168528547,observed
R7,流入率,09,栃木県,0906,両毛,高度急性期+急性期,3,09,栃木県,0905,県南,0.0456825045387984,0.0456825045387984,observed
R7,流入率,09,栃木県,0906,両毛,高度急性期+急性期,4,10,群馬県,1009,桐生,0.017673013686155002,0.017673013686155002,observed
R7,流入率,09,栃木県,0906,両毛,包括期,1,09,栃木県,0906,両毛,0.8687426146202394,0.8687426146202394,observed
R7,流入率,09,栃木県,0906,両毛,包括期,2,10,群馬県,1010,太田・館林,0.061004408905164176,0.061004408905164176,observed
R7,流入率,09,栃木県,0906,両毛,包括期,3,09,栃木県,0905,県南,0.03682009621114536,0.03682009621114536,observed
R7,流入率,09,栃木県,0906,両毛,包括期,4,10,群馬県,1009,桐生,0.011375578728756693,0.011375578728756693,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,1,09,栃木県,0906,両毛,0.7261725680538387,0.7261725680538387,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,2,10,群馬県,1010,太田・館林,0.05369670359536652,0.05369670359536652,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,3,09,栃木県,0905,県南,0.050785068581559865,0.050785068581559865,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,4,11,埼玉県,1108,利根,0.019955363268648853,0.019955363268648853,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,5,11,埼玉県,1103,東部,0.01696708805579551,0.01696708805579551,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,6,09,栃木県,0902,県西,0.014212989825070051,0.014212989825070051,observed
R7,流入率,09,栃木県,0906,両毛,慢性期,7,11,埼玉県,1104,さいたま,0.011320456682156633,0.011320456682156633,observed
R7,流出率,09,栃木県,0906,両毛,高度急性期+急性期,1,09,栃木県,0906,両毛,0.763482400120958,0.763482400120958,observed
R7,流出率,09,栃木県,0906,両毛,高度急性期+急性期,2,09,栃木県,0905,県南,0.10323834770401,0.10323834770401,observed
R7,流出率,09,栃木県,0906,両毛,高度急性期+急性期,3,10,群馬県,1010,太田・館林,0.07814791547518471,0.07814791547518471,observed
R7,流出率,09,栃木県,0906,両毛,高度急性期+急性期,4,09,栃木県,0903,宇都宮,0.010573960959965165,0.010573960959965165,observed
R7,流出率,09,栃木県,0906,両毛,高度急性期+急性期,5,10,群馬県,1001,前橋,0.008372451485701423,0.008372451485701423,observed
R7,流出率,09,栃木県,0906,両毛,高度急性期+急性期,6,10,群馬県,1009,桐生,0.008354179131140657,0.008354179131140657,observed
R7,流出率,09,栃木県,0906,両毛,包括期,1,09,栃木県,0906,両毛,0.7314228186087401,0.7314228186087401,observed
R7,流出率,09,栃木県,0906,両毛,包括期,2,10,群馬県,1010,太田・館林,0.1039024351411291,0.1039024351411291,observed
R7,流出率,09,栃木県,0906,両毛,包括期,3,09,栃木県,0905,県南,0.09528320351595601,0.09528320351595601,observed
R7,流出率,09,栃木県,0906,両毛,包括期,4,09,栃木県,0903,宇都宮,0.01712077312294767,0.01712077312294767,observed
R7,流出率,09,栃木県,0906,両毛,包括期,5,10,群馬県,1009,桐生,0.015098353460352583,0.015098353460352583,observed
R7,流出率,09,栃木県,0906,両毛,慢性期,1,09,栃木県,0906,両毛,0.8146550035126572,0.8146550035126572,observed
R7,流出率,09,栃木県,0906,両毛,慢性期,2,10,群馬県,1010,太田・館林,0.09234679115641997,0.09234679115641997,observed
R7,流出率,09,栃木県,0906,両毛,慢性期,3,09,栃木県,0905,県南,0.035650777336583096,0.035650777336583096,observed
R7,流出率,09,栃木県,0906,両毛,慢性期,4,10,群馬県,1009,桐生,0.024113572413098836,0.024113572413098836,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,1,10,群馬県,1001,前橋,0.5206610242079637,0.5206610242079637,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,2,10,群馬県,1004,高崎・安中,0.12935767654355923,0.12935767654355923,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,3,10,群馬県,1003,伊勢崎,0.08943614290554765,0.08943614290554765,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,4,10,群馬県,1002,渋川,0.06953806356214152,0.06953806356214152,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,5,10,群馬県,1009,桐生,0.03936261771568323,0.03936261771568323,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,6,10,群馬県,1010,太田・館林,0.03175184129424719,0.03175184129424719,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,7,11,埼玉県,1109,北部,0.026383504045266026,0.026383504045266026,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,8,10,群馬県,1008,沼田,0.020874293939185568,0.020874293939185568,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,9,10,群馬県,1007,吾妻,0.020874234995509625,0.020874234995509625,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,10,10,群馬県,1005,藤岡,0.013298866030757918,0.013298866030757918,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,11,10,群馬県,1006,富岡,0.011439430796769753,0.011439430796769753,observed
R7,流入率,10,群馬県,1001,前橋,高度急性期+急性期,12,09,栃木県,0906,両毛,0.004016003536661752,0.004016003536661752,observed
R7,流入率,10,群馬県,1001,前橋,包括期,1,10,群馬県,1001,前橋,0.610199997843092,0.610199997843092,observed
R7,流入率,10,群馬県,1001,前橋,包括期,2,10,群馬県,1004,高崎・安中,0.11014175031467112,0.11014175031467112,observed
R7,流入率,10,群馬県,1001,前橋,包括期,3,10,群馬県,1002,渋川,0.07328480566570877,0.07328480566570877,observed
R7,流入率,10,群馬県,1001,前橋,包括期,4,10,群馬県,1003,伊勢崎,0.06009117891599123,0.06009117891599123,observed
R7,流入率,10,群馬県,1001,前橋,包括期,5,10,群馬県,1009,桐生,0.02713419886708297,0.02713419886708297,observed
R7,流入率,10,群馬県,1001,前橋,包括期,6,10,群馬県,1010,太田・館林,0.022229190709502068,0.022229190709502068,observed
R7,流入率,10,群馬県,1001,前橋,包括期,7,11,埼玉県,1109,北部,0.020568382490416176,0.020568382490416176,observed
R7,流入率,10,群馬県,1001,前橋,包括期,8,10,群馬県,1008,沼田,0.01668215077189881,0.01668215077189881,observed
R7,流入率,10,群馬県,1001,前橋,包括期,9,10,群馬県,1007,吾妻,0.016370239027312487,0.016370239027312487,observed
R7,流入率,10,群馬県,1001,前橋,包括期,10,10,群馬県,1005,藤岡,0.009866601477700436,0.009866601477700436,observed
R7,流入率,10,群馬県,1001,前橋,包括期,11,10,群馬県,1006,富岡,0.007858625618653149,0.007858625618653149,observed
R7,流入率,10,群馬県,1001,前橋,慢性期,1,10,群馬県,1001,前橋,0.7434970719189282,0.7434970719189282,observed
R7,流入率,10,群馬県,1001,前橋,慢性期,2,10,群馬県,1003,伊勢崎,0.07379163560967461,0.07379163560967461,observed
R7,流入率,10,群馬県,1001,前橋,慢性期,3,10,群馬県,1002,渋川,0.0728899209000878,0.0728899209000878,observed
R7,流入率,10,群馬県,1001,前橋,慢性期,4,10,群馬県,1004,高崎・安中,0.03648401624142239,0.03648401624142239,observed
R7,流入率,10,群馬県,1001,前橋,慢性期,5,10,群馬県,1009,桐生,0.022615318114261193,0.022615318114261193,observed
R7,流出率,10,群馬県,1001,前橋,高度急性期+急性期,1,10,群馬県,1001,前橋,0.8316663321446092,0.8316663321446092,observed
R7,流出率,10,群馬県,1001,前橋,高度急性期+急性期,2,10,群馬県,1004,高崎・安中,0.05452995296814932,0.05452995296814932,observed
R7,流出率,10,群馬県,1001,前橋,高度急性期+急性期,3,10,群馬県,1003,伊勢崎,0.043214990854553346,0.043214990854553346,observed
R7,流出率,10,群馬県,1001,前橋,高度急性期+急性期,4,10,群馬県,1002,渋川,0.03797063055735738,0.03797063055735738,observed
R7,流出率,10,群馬県,1001,前橋,包括期,1,10,群馬県,1001,前橋,0.7862708869828083,0.7862708869828083,observed
R7,流出率,10,群馬県,1001,前橋,包括期,2,10,群馬県,1004,高崎・安中,0.07576388571554564,0.07576388571554564,observed
R7,流出率,10,群馬県,1001,前橋,包括期,3,10,群馬県,1003,伊勢崎,0.06502217729749023,0.06502217729749023,observed
R7,流出率,10,群馬県,1001,前橋,包括期,4,10,群馬県,1002,渋川,0.023225725812609684,0.023225725812609684,observed
R7,流出率,10,群馬県,1001,前橋,包括期,5,10,群馬県,1007,吾妻,0.01624891635702849,0.01624891635702849,observed
R7,流出率,10,群馬県,1001,前橋,包括期,6,10,群馬県,1009,桐生,0.009854255860487134,0.009854255860487134,observed
R7,流出率,10,群馬県,1001,前橋,慢性期,1,10,群馬県,1001,前橋,0.4805371202883664,0.4805371202883664,observed
R7,流出率,10,群馬県,1001,前橋,慢性期,2,10,群馬県,1004,高崎・安中,0.31485061834564426,0.31485061834564426,observed
R7,流出率,10,群馬県,1001,前橋,慢性期,3,10,群馬県,1002,渋川,0.09127062807742446,0.09127062807742446,observed
R7,流出率,10,群馬県,1001,前橋,慢性期,4,10,群馬県,1003,伊勢崎,0.05341610333772374,0.05341610333772374,observed
R7,流出率,10,群馬県,1001,前橋,慢性期,5,10,群馬県,1009,桐生,0.0364031505835688,0.0364031505835688,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,1,10,群馬県,1002,渋川,0.5185403274417308,0.5185403274417308,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,2,10,群馬県,1001,前橋,0.10635785554619949,0.10635785554619949,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,3,10,群馬県,1007,吾妻,0.09298782833591165,0.09298782833591165,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,4,10,群馬県,1004,高崎・安中,0.07664211094503855,0.07664211094503855,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,5,10,群馬県,1008,沼田,0.06778068286478649,0.06778068286478649,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,6,10,群馬県,1003,伊勢崎,0.035602465324269895,0.035602465324269895,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,7,10,群馬県,1010,太田・館林,0.03117645109365042,0.03117645109365042,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,8,10,群馬県,1009,桐生,0.019533856455201472,0.019533856455201472,observed
R7,流入率,10,群馬県,1002,渋川,高度急性期+急性期,9,11,埼玉県,1109,北部,0.013957544929917643,0.013957544929917643,observed
R7,流入率,10,群馬県,1002,渋川,包括期,1,10,群馬県,1002,渋川,0.7544237243201528,0.7544237243201528,observed
R7,流入率,10,群馬県,1002,渋川,包括期,2,10,群馬県,1001,前橋,0.06837229463589797,0.06837229463589797,observed
R7,流入率,10,群馬県,1002,渋川,包括期,3,10,群馬県,1007,吾妻,0.0637729576413196,0.0637729576413196,observed
R7,流入率,10,群馬県,1002,渋川,包括期,4,10,群馬県,1008,沼田,0.04531555495813436,0.04531555495813436,observed
R7,流入率,10,群馬県,1002,渋川,包括期,5,10,群馬県,1004,高崎・安中,0.02401106215240135,0.02401106215240135,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,1,10,群馬県,1002,渋川,0.4988718474113057,0.4988718474113057,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,2,10,群馬県,1001,前橋,0.1340269984120449,0.1340269984120449,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,3,10,群馬県,1004,高崎・安中,0.0783720456809462,0.0783720456809462,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,4,10,群馬県,1008,沼田,0.04129705537833221,0.04129705537833221,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,5,10,群馬県,1007,吾妻,0.037218193020375274,0.037218193020375274,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,6,10,群馬県,1003,伊勢崎,0.02078510669007777,0.02078510669007777,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,7,10,群馬県,1005,藤岡,0.017326430184881107,0.017326430184881107,observed
R7,流入率,10,群馬県,1002,渋川,慢性期,8,11,埼玉県,1109,北部,0.016201456381928374,0.016201456381928374,observed
R7,流出率,10,群馬県,1002,渋川,高度急性期+急性期,1,10,群馬県,1002,渋川,0.5457509679618958,0.5457509679618958,observed
R7,流出率,10,群馬県,1002,渋川,高度急性期+急性期,2,10,群馬県,1001,前橋,0.3274540640566759,0.3274540640566759,observed
R7,流出率,10,群馬県,1002,渋川,高度急性期+急性期,3,10,群馬県,1004,高崎・安中,0.06489094866639178,0.06489094866639178,observed
R7,流出率,10,群馬県,1002,渋川,高度急性期+急性期,4,10,群馬県,1008,沼田,0.026283749287591595,0.026283749287591595,observed
R7,流出率,10,群馬県,1002,渋川,包括期,1,10,群馬県,1002,渋川,0.6228740883566954,0.6228740883566954,observed
R7,流出率,10,群馬県,1002,渋川,包括期,2,10,群馬県,1001,前橋,0.22951428556088224,0.22951428556088224,observed
R7,流出率,10,群馬県,1002,渋川,包括期,3,10,群馬県,1004,高崎・安中,0.05695171939556311,0.05695171939556311,observed
R7,流出率,10,群馬県,1002,渋川,包括期,4,10,群馬県,1007,吾妻,0.049210068768515705,0.049210068768515705,observed
R7,流出率,10,群馬県,1002,渋川,包括期,5,10,群馬県,1008,沼田,0.02404939660177155,0.02404939660177155,observed
R7,流出率,10,群馬県,1002,渋川,慢性期,1,10,群馬県,1002,渋川,0.6565023888758954,0.6565023888758954,observed
R7,流出率,10,群馬県,1002,渋川,慢性期,2,10,群馬県,1004,高崎・安中,0.19781573226665602,0.19781573226665602,observed
R7,流出率,10,群馬県,1002,渋川,慢性期,3,10,群馬県,1001,前橋,0.09103821307988831,0.09103821307988831,observed
R7,流出率,10,群馬県,1002,渋川,慢性期,4,10,群馬県,1007,吾妻,0.023084660954467668,0.023084660954467668,observed
R7,流入率,10,群馬県,1003,伊勢崎,高度急性期+急性期,1,10,群馬県,1003,伊勢崎,0.6965558364288638,0.6965558364288638,observed
R7,流入率,10,群馬県,1003,伊勢崎,高度急性期+急性期,2,10,群馬県,1010,太田・館林,0.0728636510330769,0.0728636510330769,observed
R7,流入率,10,群馬県,1003,伊勢崎,高度急性期+急性期,3,10,群馬県,1001,前橋,0.07008299150733373,0.07008299150733373,observed
R7,流入率,10,群馬県,1003,伊勢崎,高度急性期+急性期,4,11,埼玉県,1109,北部,0.06985660887516298,0.06985660887516298,observed
R7,流入率,10,群馬県,1003,伊勢崎,高度急性期+急性期,5,10,群馬県,1009,桐生,0.036806095954360143,0.036806095954360143,observed
R7,流入率,10,群馬県,1003,伊勢崎,高度急性期+急性期,6,10,群馬県,1004,高崎・安中,0.015475888408073594,0.015475888408073594,observed
R7,流入率,10,群馬県,1003,伊勢崎,包括期,1,10,群馬県,1003,伊勢崎,0.6478497592780291,0.6478497592780291,observed
R7,流入率,10,群馬県,1003,伊勢崎,包括期,2,10,群馬県,1010,太田・館林,0.10748969868036033,0.10748969868036033,observed
R7,流入率,10,群馬県,1003,伊勢崎,包括期,3,10,群馬県,1001,前橋,0.08247894967305745,0.08247894967305745,observed
R7,流入率,10,群馬県,1003,伊勢崎,包括期,4,11,埼玉県,1109,北部,0.05966180182123439,0.05966180182123439,observed
R7,流入率,10,群馬県,1003,伊勢崎,包括期,5,10,群馬県,1009,桐生,0.03808644569044866,0.03808644569044866,observed
R7,流入率,10,群馬県,1003,伊勢崎,包括期,6,10,群馬県,1004,高崎・安中,0.03501394804574192,0.03501394804574192,observed
R7,流入率,10,群馬県,1003,伊勢崎,慢性期,1,10,群馬県,1003,伊勢崎,0.6681463073600005,0.6681463073600005,observed
R7,流入率,10,群馬県,1003,伊勢崎,慢性期,2,10,群馬県,1010,太田・館林,0.1231841510796052,0.1231841510796052,observed
R7,流入率,10,群馬県,1003,伊勢崎,慢性期,3,10,群馬県,1001,前橋,0.06319255417478939,0.06319255417478939,observed
R7,流入率,10,群馬県,1003,伊勢崎,慢性期,4,10,群馬県,1009,桐生,0.04023314294138786,0.04023314294138786,observed
R7,流入率,10,群馬県,1003,伊勢崎,慢性期,5,11,埼玉県,1109,北部,0.03601347123150431,0.03601347123150431,observed
R7,流入率,10,群馬県,1003,伊勢崎,慢性期,6,10,群馬県,1004,高崎・安中,0.031853698300535124,0.031853698300535124,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,1,10,群馬県,1003,伊勢崎,0.6454386795733377,0.6454386795733377,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,2,10,群馬県,1001,前橋,0.2146764337273251,0.2146764337273251,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,3,10,群馬県,1004,高崎・安中,0.03713917195118043,0.03713917195118043,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,4,10,群馬県,1010,太田・館林,0.02829222610520078,0.02829222610520078,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,5,10,群馬県,1002,渋川,0.01910009677917203,0.01910009677917203,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,6,10,群馬県,1009,桐生,0.018844184709800513,0.018844184709800513,observed
R7,流出率,10,群馬県,1003,伊勢崎,高度急性期+急性期,7,10,群馬県,1005,藤岡,0.007383872100248834,0.007383872100248834,observed
R7,流出率,10,群馬県,1003,伊勢崎,包括期,1,10,群馬県,1003,伊勢崎,0.7613893457332637,0.7613893457332637,observed
R7,流出率,10,群馬県,1003,伊勢崎,包括期,2,10,群馬県,1001,前橋,0.1154316292703113,0.1154316292703113,observed
R7,流出率,10,群馬県,1003,伊勢崎,包括期,3,10,群馬県,1010,太田・館林,0.034761760183169205,0.034761760183169205,observed
R7,流出率,10,群馬県,1003,伊勢崎,包括期,4,10,群馬県,1004,高崎・安中,0.028144967469670466,0.028144967469670466,observed
R7,流出率,10,群馬県,1003,伊勢崎,包括期,5,10,群馬県,1009,桐生,0.022306622853801514,0.022306622853801514,observed
R7,流出率,10,群馬県,1003,伊勢崎,包括期,6,10,群馬県,1007,吾妻,0.009525646685713393,0.009525646685713393,observed
R7,流出率,10,群馬県,1003,伊勢崎,慢性期,1,10,群馬県,1003,伊勢崎,0.6963146184802615,0.6963146184802615,observed
