area_code,area_name,pref_code,pref_name,bed_function,plan_2025_r6,actual_2025_r7,actual_2024_r6,actual_2024_r7,need_2025
1107,西部,11,埼玉県,回復期,943,1019,931,1019,2370
1107,西部,11,埼玉県,慢性期,2046,1985,1953,1985,2638
1108,利根,11,埼玉県,合計,4393,4447,4451,4447,4630
1108,利根,11,埼玉県,高度急性期,384,390,384,390,426
1108,利根,11,埼玉県,急性期,2260,2196,2272,2196,1580
1108,利根,11,埼玉県,回復期,704,737,704,737,1448
1108,利根,11,埼玉県,慢性期,1045,1124,1091,1124,1176
1109,北部,11,埼玉県,合計,3804,3943,3912,3943,3442
1109,北部,11,埼玉県,高度急性期,381,409,420,409,327
1109,北部,11,埼玉県,急性期,1949,1828,1898,1828,1258
1109,北部,11,埼玉県,回復期,495,411,444,411,1066
1109,北部,11,埼玉県,慢性期,979,1295,1150,1295,791
1110,秩父,11,埼玉県,合計,664,714,699,714,600
1110,秩父,11,埼玉県,高度急性期,0,0,0,0,31
1110,秩父,11,埼玉県,急性期,283,298,283,298,174
1110,秩父,11,埼玉県,回復期,126,126,126,126,181
1110,秩父,11,埼玉県,慢性期,255,290,290,290,214
1201,千葉,12,千葉県,合計,8251,8124,8192,8124,8484
1201,千葉,12,千葉県,高度急性期,1021,984,1018,984,1077
1201,千葉,12,千葉県,急性期,4018,4030,4023,4030,3028
1201,千葉,12,千葉県,回復期,1236,1262,1218,1262,2520
1201,千葉,12,千葉県,慢性期,1976,1848,1933,1848,1859
1202,東葛南部,12,千葉県,合計,11053,10874,10956,10874,13010
1202,東葛南部,12,千葉県,高度急性期,1321,1458,1379,1458,1376
1202,東葛南部,12,千葉県,急性期,5760,5547,5732,5547,4783
1202,東葛南部,12,千葉県,回復期,2166,2220,2146,2220,4072
1202,東葛南部,12,千葉県,慢性期,1806,1649,1699,1649,2779
1203,東葛北部,12,千葉県,合計,10111,10145,10122,10145,11699
1203,東葛北部,12,千葉県,高度急性期,2191,2257,2200,2257,1386
1203,東葛北部,12,千葉県,急性期,4431,4274,4404,4274,4227
1203,東葛北部,12,千葉県,回復期,1241,1399,1227,1399,3647
1203,東葛北部,12,千葉県,慢性期,2248,2215,2291,2215,2439
1204,印旛,12,千葉県,合計,6374,6151,6150,6151,5548
1204,印旛,12,千葉県,高度急性期,1704,1601,1605,1601,594
1204,印旛,12,千葉県,急性期,2338,2249,2248,2249,1947
1204,印旛,12,千葉県,回復期,710,710,706,710,1625
1204,印旛,12,千葉県,慢性期,1622,1591,1591,1591,1382
1205,香取海匝,12,千葉県,合計,2572,2523,2571,2523,2181
1205,香取海匝,12,千葉県,高度急性期,75,75,75,75,289
1205,香取海匝,12,千葉県,急性期,1508,1459,1501,1459,745
1205,香取海匝,12,千葉県,回復期,308,301,306,301,587
1205,香取海匝,12,千葉県,慢性期,681,688,689,688,560
1206,山武長生夷隅,12,千葉県,合計,3076,3060,3029,3060,2931
1206,山武長生夷隅,12,千葉県,高度急性期,32,32,32,32,104
1206,山武長生夷隅,12,千葉県,急性期,1456,1445,1422,1445,887
1206,山武長生夷隅,12,千葉県,回復期,410,450,402,450,946
1206,山武長生夷隅,12,千葉県,慢性期,1178,1133,1173,1133,994
1207,安房,12,千葉県,合計,1902,1881,1892,1881,1641
1207,安房,12,千葉県,高度急性期,144,144,192,144,308
1207,安房,12,千葉県,急性期,1115,1062,1057,1062,602
1207,安房,12,千葉県,回復期,206,238,206,238,358
1207,安房,12,千葉県,慢性期,437,437,437,437,373
1208,君津,12,千葉県,合計,2464,2433,2436,2433,2370
1208,君津,12,千葉県,高度急性期,272,272,272,272,232
1208,君津,12,千葉県,急性期,1165,1134,1165,1134,806
1208,君津,12,千葉県,回復期,295,314,295,314,810
1208,君津,12,千葉県,慢性期,732,713,704,713,522
1209,市原,12,千葉県,合計,2154,2089,2108,2089,2140
1209,市原,12,千葉県,高度急性期,108,108,108,108,284
1209,市原,12,千葉県,急性期,1567,1462,1521,1462,826
1209,市原,12,千葉県,回復期,315,355,315,355,695
1209,市原,12,千葉県,慢性期,164,164,164,164,335
1301,区中央部,13,東京都,合計,13032,12965,12981,12965,14469
1301,区中央部,13,東京都,高度急性期,6756,7764,6794,7764,3331
1301,区中央部,13,東京都,急性期,5138,4072,4984,4072,6682
1301,区中央部,13,東京都,回復期,762,808,874,808,3848
1301,区中央部,13,東京都,慢性期,376,321,329,321,608
1302,区南部,13,東京都,合計,7805,7572,7837,7572,8570
1302,区南部,13,東京都,高度急性期,1850,1736,1860,1736,1349
1302,区南部,13,東京都,急性期,3950,3897,3880,3897,3564
1302,区南部,13,東京都,回復期,1114,1205,1110,1205,2730
1302,区南部,13,東京都,慢性期,891,734,987,734,927
1303,区西南部,13,東京都,合計,9499,9377,9613,9377,9983
1303,区西南部,13,東京都,高度急性期,795,868,1000,868,1492
1303,区西南部,13,東京都,急性期,5568,5446,5528,5446,3710
1303,区西南部,13,東京都,回復期,1756,1704,1682,1704,3080
1303,区西南部,13,東京都,慢性期,1380,1359,1403,1359,1701
1304,区西部,13,東京都,合計,9400,9186,9387,9186,12116
1304,区西部,13,東京都,高度急性期,2256,2163,2304,2163,2056
1304,区西部,13,東京都,急性期,5063,4864,4984,4864,4982
1304,区西部,13,東京都,回復期,936,1058,950,1058,3944
1304,区西部,13,東京都,慢性期,1145,1101,1149,1101,1134
1305,区西北部,13,東京都,合計,14077,14230,14024,14230,15384
1305,区西北部,13,東京都,高度急性期,1772,2495,1664,2495,1845
1305,区西北部,13,東京都,急性期,6599,5666,6433,5666,5513
1305,区西北部,13,東京都,回復期,2427,2535,2503,2535,4879
1305,区西北部,13,東京都,慢性期,3279,3534,3424,3534,3147
1306,区東北部,13,東京都,合計,10450,10317,10212,10317,9716
1306,区東北部,13,東京都,高度急性期,725,732,657,732,837
1306,区東北部,13,東京都,急性期,4673,4474,4678,4474,3162
1306,区東北部,13,東京都,回復期,2238,2319,2151,2319,3370
1306,区東北部,13,東京都,慢性期,2814,2792,2726,2792,2347
1307,区東部,13,東京都,合計,8942,8939,8983,8939,8417
1307,区東部,13,東京都,高度急性期,1931,1849,1880,1849,1088
1307,区東部,13,東京都,急性期,4023,4186,4207,4186,3633
1307,区東部,13,東京都,回復期,1845,1752,1843,1752,2739
1307,区東部,13,東京都,慢性期,1143,1152,1053,1152,957
1308,西多摩,13,東京都,合計,3682,3620,3677,3620,3748
1308,西多摩,13,東京都,高度急性期,289,289,289,289,275
1308,西多摩,13,東京都,急性期,1105,1087,1075,1087,967
1308,西多摩,13,東京都,回復期,479,435,463,435,1031
1308,西多摩,13,東京都,慢性期,1809,1809,1850,1809,1475
1309,南多摩,13,東京都,合計,9843,9786,9864,9786,11743
1309,南多摩,13,東京都,高度急性期,1252,1479,1479,1479,995
1309,南多摩,13,東京都,急性期,3447,3069,3144,3069,3290
1309,南多摩,13,東京都,回復期,1471,1605,1471,1605,3067
1309,南多摩,13,東京都,慢性期,3673,3633,3770,3633,4391
1310,北多摩西部,13,東京都,合計,4434,4549,4561,4549,4836
1310,北多摩西部,13,東京都,高度急性期,1452,1437,1496,1437,595
1310,北多摩西部,13,東京都,急性期,1294,1302,1231,1302,1787
1310,北多摩西部,13,東京都,回復期,631,673,640,673,1453
1310,北多摩西部,13,東京都,慢性期,1057,1137,1194,1137,1001
1311,北多摩南部,13,東京都,合計,7075,6904,7025,6904,8704
1311,北多摩南部,13,東京都,高度急性期,2560,2545,2559,2545,1429
1311,北多摩南部,13,東京都,急性期,2380,2400,2381,2400,3087
1311,北多摩南部,13,東京都,回復期,910,882,860,882,2637
1311,北多摩南部,13,東京都,慢性期,1225,1077,1225,1077,1551
1312,北多摩北部,13,東京都,合計,6022,6051,6048,6051,6037
1312,北多摩北部,13,東京都,高度急性期,666,616,616,616,596
1312,北多摩北部,13,東京都,急性期,2531,2526,2531,2526,1877
1312,北多摩北部,13,東京都,回復期,758,834,758,834,1830
1312,北多摩北部,13,東京都,慢性期,2067,2075,2143,2075,1734
1313,島しょ,13,東京都,合計,120,116,116,116,41
1313,島しょ,13,東京都,高度急性期,0,0,0,0,0
1313,島しょ,13,東京都,急性期,120,116,116,116,21
1313,島しょ,13,東京都,回復期,0,0,0,0,20
1313,島しょ,13,東京都,慢性期,0,0,0,0,0
1404,川崎北部,14,神奈川県,合計,4275,4275,4275,4275,5103
1404,川崎北部,14,神奈川県,高度急性期,182,113,162,113,687
1404,川崎北部,14,神奈川県,急性期,2636,2753,2656,2753,1808
1404,川崎北部,14,神奈川県,回復期,426,482,426,482,1437
1404,川崎北部,14,神奈川県,慢性期,1031,927,1031,927,1171
1405,川崎南部,14,神奈川県,合計,4545,4619,4571,4619,5324
1405,川崎南部,14,神奈川県,高度急性期,227,188,227,188,856
1405,川崎南部,14,神奈川県,急性期,3658,3649,3636,3649,2327
1405,川崎南部,14,神奈川県,回復期,252,339,300,339,1569
1405,川崎南部,14,神奈川県,慢性期,408,443,408,443,572
1406,横須賀・三浦,14,神奈川県,合計,5029,5026,5126,5026,6130
1406,横須賀・三浦,14,神奈川県,高度急性期,1520,1377,1513,1377,780
1406,横須賀・三浦,14,神奈川県,急性期,1583,1760,1627,1760,2210
1406,横須賀・三浦,14,神奈川県,回復期,831,798,920,798,1913
1406,横須賀・三浦,14,神奈川県,慢性期,1095,1091,1066,1091,1227
1407,湘南東部,14,神奈川県,合計,4236,4420,4421,4420,4577
1407,湘南東部,14,神奈川県,高度急性期,793,766,781,766,539
1407,湘南東部,14,神奈川県,急性期,1801,1778,1806,1778,1585
1407,湘南東部,14,神奈川県,回復期,614,797,777,797,1303
1407,湘南東部,14,神奈川県,慢性期,1028,1079,1057,1079,1150
1408,湘南西部,14,神奈川県,合計,4538,4631,4366,4631,5501
1408,湘南西部,14,神奈川県,高度急性期,1194,1177,1162,1177,752
1408,湘南西部,14,神奈川県,急性期,1611,1603,1471,1603,2140
1408,湘南西部,14,神奈川県,回復期,623,564,623,564,1404
1408,湘南西部,14,神奈川県,慢性期,1110,1287,1110,1287,1205
1409,県央,14,神奈川県,合計,5506,5692,5484,5692,5703
1409,県央,14,神奈川県,高度急性期,167,202,159,202,541
1409,県央,14,神奈川県,急性期,2999,2878,3038,2878,2071
1409,県央,14,神奈川県,回復期,1288,1531,1235,1531,1852
1409,県央,14,神奈川県,慢性期,1052,1081,1052,1081,1239
1410,相模原,14,神奈川県,合計,5991,5845,6044,5845,7236
1410,相模原,14,神奈川県,高度急性期,904,864,904,864,808
1410,相模原,14,神奈川県,急性期,2333,2313,2333,2313,2305
1410,相模原,14,神奈川県,回復期,443,499,412,499,1710
1410,相模原,14,神奈川県,慢性期,2311,2169,2395,2169,2413
1411,県西,14,神奈川県,合計,2909,3193,2947,3193,2681
1411,県西,14,神奈川県,高度急性期,378,378,378,378,269
1411,県西,14,神奈川県,急性期,1134,1193,1144,1193,777
1411,県西,14,神奈川県,回復期,284,286,282,286,863
1411,県西,14,神奈川県,慢性期,1113,1336,1143,1336,772
1412,横浜,14,神奈川県,合計,23221,23245,23077,23245,30155
1412,横浜,14,神奈川県,高度急性期,4069,4570,3585,4570,4187
1412,横浜,14,神奈川県,急性期,10812,10363,11353,10363,10687
1412,横浜,14,神奈川県,回復期,3812,3785,3731,3785,8883
1412,横浜,14,神奈川県,慢性期,4528,4527,4408,4527,6398
1501,下越,15,新潟県,合計,1625,1643,1703,1643,1518
1501,下越,15,新潟県,高度急性期,26,26,26,26,123
1501,下越,15,新潟県,急性期,909,766,924,766,442
1501,下越,15,新潟県,回復期,390,491,453,491,476
1501,下越,15,新潟県,慢性期,300,360,300,360,477
1502,新潟,15,新潟県,合計,8347,8074,8476,8074,7728
1502,新潟,15,新潟県,高度急性期,1517,1525,1580,1525,799
1502,新潟,15,新潟県,急性期,3282,3141,3366,3141,2526
1502,新潟,15,新潟県,回復期,1692,1680,1595,1680,2308
1502,新潟,15,新潟県,慢性期,1856,1728,1935,1728,2095
1503,県央,15,新潟県,合計,1236,1192,1272,1192,1596
1503,県央,15,新潟県,高度急性期,12,12,12,12,87
1503,県央,15,新潟県,急性期,717,748,857,748,449
1503,県央,15,新潟県,回復期,300,225,196,225,627
1503,県央,15,新潟県,慢性期,207,207,207,207,433
1504,中越,15,新潟県,合計,3728,3713,3788,3713,3627
1504,中越,15,新潟県,高度急性期,179,179,179,179,359
1504,中越,15,新潟県,急性期,1877,1758,1937,1758,1127
1504,中越,15,新潟県,回復期,400,559,349,559,974
1504,中越,15,新潟県,慢性期,1272,1217,1323,1217,1167
1505,魚沼,15,新潟県,合計,1229,1210,1172,1210,1258
1505,魚沼,15,新潟県,高度急性期,26,26,26,26,76
1505,魚沼,15,新潟県,急性期,746,744,697,744,362
1505,魚沼,15,新潟県,回復期,357,296,349,296,424
1505,魚沼,15,新潟県,慢性期,100,144,100,144,396
1506,上越,15,新潟県,合計,1978,1912,2033,1912,2067
1506,上越,15,新潟県,高度急性期,30,30,30,30,193
1506,上越,15,新潟県,急性期,1171,1096,1171,1096,700
1506,上越,15,新潟県,回復期,348,357,403,357,694
1506,上越,15,新潟県,慢性期,429,429,429,429,480
1507,佐渡,15,新潟県,合計,369,350,369,350,489
1507,佐渡,15,新潟県,高度急性期,0,0,0,0,24
1507,佐渡,15,新潟県,急性期,190,190,190,190,124
1507,佐渡,15,新潟県,回復期,160,160,160,160,206
1507,佐渡,15,新潟県,慢性期,19,0,19,0,135
1601,新川,16,富山県,合計,1383,1408,1409,1408,1210
1601,新川,16,富山県,高度急性期,17,38,42,38,86
1601,新川,16,富山県,急性期,679,683,680,683,375
1601,新川,16,富山県,回復期,215,215,215,215,346
1601,新川,16,富山県,慢性期,472,472,472,472,403
1602,富山,16,富山県,合計,5856,5841,5896,5841,4918
1602,富山,16,富山県,高度急性期,1341,1389,1348,1389,536
1602,富山,16,富山県,急性期,1452,1351,1551,1351,1648
1602,富山,16,富山県,回復期,956,1053,949,1053,1360
1602,富山,16,富山県,慢性期,2107,2048,2048,2048,1374
1603,高岡,16,富山県,合計,2752,2767,2812,2767,2391
1603,高岡,16,富山県,高度急性期,317,304,317,304,233
1603,高岡,16,富山県,急性期,1215,1233,1223,1233,915
1603,高岡,16,富山県,回復期,553,563,563,563,750
1603,高岡,16,富山県,慢性期,667,667,709,667,493
1604,砺波,16,富山県,合計,1409,1383,1503,1383,1038
1604,砺波,16,富山県,高度急性期,16,16,16,16,75
1604,砺波,16,富山県,急性期,593,515,642,515,316
1604,砺波,16,富山県,回復期,210,262,210,262,269
1604,砺波,16,富山県,慢性期,590,590,635,590,378
1701,南加賀,17,石川県,合計,1967,1904,1986,1904,2013
1701,南加賀,17,石川県,高度急性期,25,25,25,25,146
1701,南加賀,17,石川県,急性期,814,856,814,856,696
1701,南加賀,17,石川県,回復期,545,430,564,430,567
1701,南加賀,17,石川県,慢性期,583,593,583,593,604
1702,石川中央,17,石川県,合計,9104,9069,9016,9069,8160
1702,石川中央,17,石川県,高度急性期,2192,2178,2178,2178,940
1702,石川中央,17,石川県,急性期,2951,2941,2943,2941,2659
1702,石川中央,17,石川県,回復期,1371,1325,1326,1325,2648
1702,石川中央,17,石川県,慢性期,2590,2625,2569,2625,1913
1703,能登中部,17,石川県,合計,1309,1292,1359,1292,1275
1703,能登中部,17,石川県,高度急性期,28,28,28,28,108
1703,能登中部,17,石川県,急性期,667,652,719,652,417
1703,能登中部,17,石川県,回復期,310,308,308,308,325
1703,能登中部,17,石川県,慢性期,304,304,304,304,425
1704,能登北部,17,石川県,合計,372,374,374,374,451
1704,能登北部,17,石川県,高度急性期,0,0,0,0,31
1704,能登北部,17,石川県,急性期,270,266,298,266,158
1704,能登北部,17,石川県,回復期,102,108,76,108,154
1704,能登北部,17,石川県,慢性期,0,0,0,0,108
1801,福井・坂井,18,福井県,合計,5209,5062,5270,5062,4652
1801,福井・坂井,18,福井県,高度急性期,896,884,884,884,588
1801,福井・坂井,18,福井県,急性期,2255,2200,2331,2200,1691
1801,福井・坂井,18,福井県,回復期,1105,1068,1067,1068,1502
1801,福井・坂井,18,福井県,慢性期,953,910,988,910,871
1802,奥越,18,福井県,合計,389,389,394,389,419
1802,奥越,18,福井県,高度急性期,0,0,0,0,16
1802,奥越,18,福井県,急性期,214,255,219,255,129
1802,奥越,18,福井県,回復期,82,41,82,41,181
1802,奥越,18,福井県,慢性期,93,93,93,93,93
1803,丹南,18,福井県,合計,1424,1437,1451,1437,1441
1803,丹南,18,福井県,高度急性期,0,0,0,0,55
1803,丹南,18,福井県,急性期,470,502,517,502,423
1803,丹南,18,福井県,回復期,540,525,510,525,577
1803,丹南,18,福井県,慢性期,414,410,424,410,386
1804,嶺南,18,福井県,合計,1269,1269,1370,1269,1079
1804,嶺南,18,福井県,高度急性期,18,18,18,18,76
1804,嶺南,18,福井県,急性期,550,595,636,595,333
1804,嶺南,18,福井県,回復期,285,285,285,285,386
1804,嶺南,18,福井県,慢性期,416,371,431,371,284
1901,中北,19,山梨県,合計,4789,4722,4863,4722,4144
1901,中北,19,山梨県,高度急性期,760,707,713,707,403
1901,中北,19,山梨県,急性期,1888,1844,1980,1844,1353
1901,中北,19,山梨県,回復期,761,757,657,757,1227
1901,中北,19,山梨県,慢性期,1380,1414,1513,1414,1161
1902,峡東,19,山梨県,合計,1875,1918,2007,1918,1724
1902,峡東,19,山梨県,高度急性期,0,0,0,0,48
1902,峡東,19,山梨県,急性期,553,588,553,588,279
1902,峡東,19,山梨県,回復期,775,785,909,785,978
1902,峡東,19,山梨県,慢性期,547,545,545,545,419
1903,峡南,19,山梨県,合計,457,360,478,360,263
1903,峡南,19,山梨県,高度急性期,0,0,0,0,0
1903,峡南,19,山梨県,急性期,359,236,354,236,78
1903,峡南,19,山梨県,回復期,0,0,0,0,102
1903,峡南,19,山梨県,慢性期,98,124,124,124,83
1904,富士・東部,19,山梨県,合計,1048,1049,1064,1049,778
1904,富士・東部,19,山梨県,高度急性期,14,8,14,8,84
1904,富士・東部,19,山梨県,急性期,677,645,695,645,318
1904,富士・東部,19,山梨県,回復期,268,272,268,272,259
1904,富士・東部,19,山梨県,慢性期,89,124,87,124,117
2001,佐久,20,長野県,合計,1903,1932,1903,1932,1754
2001,佐久,20,長野県,高度急性期,86,86,86,86,193
2001,佐久,20,長野県,急性期,1214,1241,1214,1241,733
2001,佐久,20,長野県,回復期,400,361,400,361,494
2001,佐久,20,長野県,慢性期,203,244,203,244,334
2002,上小,20,長野県,合計,1841,1790,1791,1790,1764
2002,上小,20,長野県,高度急性期,41,41,83,41,98
2002,上小,20,長野県,急性期,839,778,747,778,547
2002,上小,20,長野県,回復期,504,495,504,495,696
2002,上小,20,長野県,慢性期,457,476,457,476,423
2003,諏訪,20,長野県,合計,1748,1784,1784,1784,1733
2003,諏訪,20,長野県,高度急性期,315,315,315,315,215
2003,諏訪,20,長野県,急性期,724,754,785,754,719
2003,諏訪,20,長野県,回復期,318,342,367,342,510
2003,諏訪,20,長野県,慢性期,391,373,317,373,289
2004,上伊那,20,長野県,合計,1229,1285,1285,1285,1153
2004,上伊那,20,長野県,高度急性期,161,161,161,161,119
2004,上伊那,20,長野県,急性期,546,563,546,563,432
2004,上伊那,20,長野県,回復期,304,343,360,343,381
2004,上伊那,20,長野県,慢性期,218,218,218,218,221
2005,飯伊,20,長野県,合計,1289,1269,1311,1269,1338
2005,飯伊,20,長野県,高度急性期,143,127,156,127,129
2005,飯伊,20,長野県,急性期,669,765,682,765,555
2005,飯伊,20,長野県,回復期,345,245,341,245,416
2005,飯伊,20,長野県,慢性期,132,132,132,132,238
2006,木曽,20,長野県,合計,139,145,149,145,138
2006,木曽,20,長野県,高度急性期,0,0,0,0,14
2006,木曽,20,長野県,急性期,60,56,98,56,58
2006,木曽,20,長野県,回復期,60,70,32,70,40
2006,木曽,20,長野県,慢性期,19,19,19,19,26
2007,松本,20,長野県,合計,3755,3703,3715,3703,3595
2007,松本,20,長野県,高度急性期,528,525,535,525,503
2007,松本,20,長野県,急性期,1965,1908,1967,1908,1432
2007,松本,20,長野県,回復期,754,762,705,762,1098
2007,松本,20,長野県,慢性期,508,508,508,508,562
2008,大北,20,長野県,合計,399,399,399,399,403
2008,大北,20,長野県,高度急性期,0,0,0,0,36
2008,大北,20,長野県,急性期,251,251,251,251,197
2008,大北,20,長野県,回復期,100,100,100,100,108
2008,大北,20,長野県,慢性期,48,48,48,48,62
2009,長野,20,長野県,合計,4872,4828,4875,4828,4420
2009,長野,20,長野県,高度急性期,513,535,536,535,543
2009,長野,20,長野県,急性期,2258,2287,2352,2287,1634
2009,長野,20,長野県,回復期,814,661,709,661,1196
2009,長野,20,長野県,慢性期,1287,1345,1278,1345,1047
2010,北信,20,長野県,合計,696,636,640,636,541
2010,北信,20,長野県,高度急性期,75,75,75,75,57
2010,北信,20,長野県,急性期,339,339,343,339,244
2010,北信,20,長野県,回復期,200,140,140,140,182
2010,北信,20,長野県,慢性期,82,82,82,82,58
2101,岐阜,21,岐阜県,合計,7227,6941,7170,6941,7074
2101,岐阜,21,岐阜県,高度急性期,1509,1759,1509,1759,869
2101,岐阜,21,岐阜県,急性期,3024,2537,2954,2537,2757
2101,岐阜,21,岐阜県,回復期,1202,1276,1095,1276,2201
2101,岐阜,21,岐阜県,慢性期,1492,1369,1612,1369,1247
2102,西濃,21,岐阜県,合計,2429,2442,2412,2442,2430
2102,西濃,21,岐阜県,高度急性期,330,298,298,298,253
2102,西濃,21,岐阜県,急性期,1131,1136,1135,1136,917
2102,西濃,21,岐阜県,回復期,525,589,525,589,744
2102,西濃,21,岐阜県,慢性期,443,419,454,419,516
2103,中濃,21,岐阜県,合計,2535,2548,2601,2548,2411
2103,中濃,21,岐阜県,高度急性期,395,395,350,395,226
2103,中濃,21,岐阜県,急性期,1266,1234,1289,1234,902
2103,中濃,21,岐阜県,回復期,387,343,445,343,841
2103,中濃,21,岐阜県,慢性期,487,576,517,576,442
2104,東濃,21,岐阜県,合計,2320,2171,2190,2171,2057
2104,東濃,21,岐阜県,高度急性期,324,335,324,335,236
2104,東濃,21,岐阜県,急性期,1277,1125,1175,1125,836
2104,東濃,21,岐阜県,回復期,467,416,429,416,653
2104,東濃,21,岐阜県,慢性期,252,295,262,295,332
2105,飛騨,21,岐阜県,合計,1073,1027,1088,1027,1006
2105,飛騨,21,岐阜県,高度急性期,76,76,16,76,108
2105,飛騨,21,岐阜県,急性期,540,466,620,466,380
2105,飛騨,21,岐阜県,回復期,310,368,256,368,326
2105,飛騨,21,岐阜県,慢性期,147,117,196,117,192
2201,賀茂,22,静岡県,合計,736,733,744,733,659
2201,賀茂,22,静岡県,高度急性期,0,0,0,0,20
2201,賀茂,22,静岡県,急性期,241,238,249,238,186
2201,賀茂,22,静岡県,回復期,217,217,217,217,271
2201,賀茂,22,静岡県,慢性期,278,278,278,278,182
2202,熱海伊東,22,静岡県,合計,1117,1003,1097,1003,1068
2202,熱海伊東,22,静岡県,高度急性期,20,20,20,20,84
2202,熱海伊東,22,静岡県,急性期,548,544,548,544,365
2202,熱海伊東,22,静岡県,回復期,148,148,148,148,384
2202,熱海伊東,22,静岡県,慢性期,401,291,381,291,235
2203,駿東田方,22,静岡県,合計,6365,6290,6340,6290,4929
2203,駿東田方,22,静岡県,高度急性期,684,676,740,676,609
2203,駿東田方,22,静岡県,急性期,2715,2706,2708,2706,1588
2203,駿東田方,22,静岡県,回復期,1044,1039,1021,1039,1572
2203,駿東田方,22,静岡県,慢性期,1922,1869,1871,1869,1160
2204,富士,22,静岡県,合計,2506,2508,2516,2508,2610
2204,富士,22,静岡県,高度急性期,260,260,260,260,208
2204,富士,22,静岡県,急性期,1171,1174,1211,1174,867
2204,富士,22,静岡県,回復期,572,571,542,571,859
2204,富士,22,静岡県,慢性期,503,503,503,503,676
2205,静岡,22,静岡県,合計,6125,5773,6080,5773,5202
2205,静岡,22,静岡県,高度急性期,1416,1362,1392,1362,773
2205,静岡,22,静岡県,急性期,2161,1952,2206,1952,1760
2205,静岡,22,静岡県,回復期,950,902,924,902,1370
2205,静岡,22,静岡県,慢性期,1598,1557,1558,1557,1299
2206,志太榛原,22,静岡県,合計,3214,3125,3240,3125,3246
2206,志太榛原,22,静岡県,高度急性期,304,249,292,249,321
2206,志太榛原,22,静岡県,急性期,1784,1804,1748,1804,1133
2206,志太榛原,22,静岡県,回復期,554,525,554,525,1054
2206,志太榛原,22,静岡県,慢性期,572,547,646,547,738
2207,中東遠,22,静岡県,合計,2782,2782,2832,2782,2856
2207,中東遠,22,静岡県,高度急性期,389,389,389,389,256
2207,中東遠,22,静岡県,急性期,985,983,983,983,1081
2207,中東遠,22,静岡県,回復期,673,708,673,708,821
2207,中東遠,22,静岡県,慢性期,735,702,787,702,698
2208,西部,22,静岡県,合計,7000,6838,6992,6838,6014
2208,西部,22,静岡県,高度急性期,2055,2109,2055,2109,889
2208,西部,22,静岡県,急性期,2363,2141,2282,2141,2104
2208,西部,22,静岡県,回復期,1004,977,936,977,1572
2208,西部,22,静岡県,慢性期,1578,1611,1719,1611,1449
2302,海部,23,愛知県,合計,1776,1776,1775,1776,1981
2302,海部,23,愛知県,高度急性期,187,187,194,187,192
2302,海部,23,愛知県,急性期,796,795,788,795,640
2302,海部,23,愛知県,回復期,462,482,462,482,772
2302,海部,23,愛知県,慢性期,331,312,331,312,377
2304,尾張東部,23,愛知県,合計,4364,4301,4379,4301,5268
2304,尾張東部,23,愛知県,高度急性期,2075,2075,2075,2075,799
2304,尾張東部,23,愛知県,急性期,1350,1273,1365,1273,2309
2304,尾張東部,23,愛知県,回復期,212,212,212,212,1374
2304,尾張東部,23,愛知県,慢性期,727,741,727,741,786
2305,尾張西部,23,愛知県,合計,3704,3708,3713,3708,3922
2305,尾張西部,23,愛知県,高度急性期,228,148,165,148,407
2305,尾張西部,23,愛知県,急性期,2119,2115,2213,2115,1394
2305,尾張西部,23,愛知県,回復期,833,921,811,921,1508
2305,尾張西部,23,愛知県,慢性期,524,524,524,524,613
2306,尾張北部,23,愛知県,合計,5203,5221,5175,5221,5385
2306,尾張北部,23,愛知県,高度急性期,614,710,614,710,565
2306,尾張北部,23,愛知県,急性期,2532,2500,2504,2500,1822
2306,尾張北部,23,愛知県,回復期,805,748,805,748,1789
2306,尾張北部,23,愛知県,慢性期,1252,1263,1252,1263,1209
2307,知多半島,23,愛知県,合計,3073,3109,3141,3109,3310
2307,知多半島,23,愛知県,高度急性期,259,213,214,213,319
2307,知多半島,23,愛知県,急性期,1559,1550,1672,1550,1108
2307,知多半島,23,愛知県,回復期,795,754,754,754,1209
2307,知多半島,23,愛知県,慢性期,460,592,501,592,674
2308,西三河北部,23,愛知県,合計,2834,2872,2920,2872,3064
2308,西三河北部,23,愛知県,高度急性期,435,435,435,435,368
2308,西三河北部,23,愛知県,急性期,1305,1263,1305,1263,1128
2308,西三河北部,23,愛知県,回復期,506,624,592,624,990
2308,西三河北部,23,愛知県,慢性期,588,550,588,550,578
2309,西三河南部西,23,愛知県,合計,4592,4416,4393,4416,4998
2309,西三河南部西,23,愛知県,高度急性期,567,567,394,567,585
2309,西三河南部西,23,愛知県,急性期,2062,2117,2254,2117,1703
2309,西三河南部西,23,愛知県,回復期,1032,941,856,941,1770
2309,西三河南部西,23,愛知県,慢性期,931,791,889,791,940
2310,西三河南部東,23,愛知県,合計,2464,2414,2412,2414,2325
2310,西三河南部東,23,愛知県,高度急性期,391,391,391,391,231
2310,西三河南部東,23,愛知県,急性期,1051,1022,1051,1022,706
2310,西三河南部東,23,愛知県,回復期,372,407,332,407,902
2310,西三河南部東,23,愛知県,慢性期,650,594,638,594,486
2311,東三河北部,23,愛知県,合計,305,279,279,279,267
2311,東三河北部,23,愛知県,高度急性期,0,0,0,0,19
2311,東三河北部,23,愛知県,急性期,118,118,118,118,103
