published_fy,pref_code,pref_name,area_code,area_name,demand_category,year,year_label,receipts_per_month
R7,06,山形県,0602,最上,外来,2035,2035年度（現状投影）,36227.05975920547
R7,06,山形県,0602,最上,外来,2040,2040年度（現状投影）,33069.97167395492
R7,06,山形県,0602,最上,外来,2045,2045年度（現状投影）,29675.506253729713
R7,06,山形県,0602,最上,外来,2050,2050年度（現状投影）,26344.634518902192
R7,06,山形県,0603,置賜,在宅（訪問診療）,2024,2024年度,1119.1666666666667
R7,06,山形県,0603,置賜,在宅（訪問診療）,2030,2030年度（現状投影）,1204.6027111314354
R7,06,山形県,0603,置賜,在宅（訪問診療）,2035,2035年度（現状投影）,1237.1312538447878
R7,06,山形県,0603,置賜,在宅（訪問診療）,2040,2040年度（現状投影）,1301.4375970427645
R7,06,山形県,0603,置賜,在宅（訪問診療）,2045,2045年度（現状投影）,1347.6810882236668
R7,06,山形県,0603,置賜,在宅（訪問診療）,2050,2050年度（現状投影）,1305.535739949413
R7,06,山形県,0603,置賜,外来,2024,2024年度,131120.6666666667
R7,06,山形県,0603,置賜,外来,2030,2030年度（現状投影）,124619.73619843711
R7,06,山形県,0603,置賜,外来,2035,2035年度（現状投影）,117477.31076813009
R7,06,山形県,0603,置賜,外来,2040,2040年度（現状投影）,109739.96776528712
R7,06,山形県,0603,置賜,外来,2045,2045年度（現状投影）,101567.5768632746
R7,06,山形県,0603,置賜,外来,2050,2050年度（現状投影）,93541.6034648953
R7,06,山形県,0604,庄内,在宅（訪問診療）,2024,2024年度,2344.25
R7,06,山形県,0604,庄内,在宅（訪問診療）,2030,2030年度（現状投影）,2510.860369184198
R7,06,山形県,0604,庄内,在宅（訪問診療）,2035,2035年度（現状投影）,2595.864595188352
R7,06,山形県,0604,庄内,在宅（訪問診療）,2040,2040年度（現状投影）,2710.5995445969747
R7,06,山形県,0604,庄内,在宅（訪問診療）,2045,2045年度（現状投影）,2757.0810257937956
R7,06,山形県,0604,庄内,在宅（訪問診療）,2050,2050年度（現状投影）,2637.252454749235
R7,06,山形県,0604,庄内,外来,2024,2024年度,190533.3333333333
R7,06,山形県,0604,庄内,外来,2030,2030年度（現状投影）,179560.2353795654
R7,06,山形県,0604,庄内,外来,2035,2035年度（現状投影）,168896.09707382895
R7,06,山形県,0604,庄内,外来,2040,2040年度（現状投影）,157090.13150981022
R7,06,山形県,0604,庄内,外来,2045,2045年度（現状投影）,144894.66570076495
R7,06,山形県,0604,庄内,外来,2050,2050年度（現状投影）,133177.27806665387
R7,07,福島県,0701,県北,在宅（訪問診療）,2024,2024年度,3234.3333333333326
R7,07,福島県,0701,県北,在宅（訪問診療）,2030,2030年度（現状投影）,3645.295714383794
R7,07,福島県,0701,県北,在宅（訪問診療）,2035,2035年度（現状投影）,3928.954536061704
R7,07,福島県,0701,県北,在宅（訪問診療）,2040,2040年度（現状投影）,4277.780545390069
R7,07,福島県,0701,県北,在宅（訪問診療）,2045,2045年度（現状投影）,4512.466094633728
R7,07,福島県,0701,県北,在宅（訪問診療）,2050,2050年度（現状投影）,4455.323839186323
R7,07,福島県,0701,県北,外来,2024,2024年度,320934.08333333343
R7,07,福島県,0701,県北,外来,2030,2030年度（現状投影）,317680.55072645884
R7,07,福島県,0701,県北,外来,2035,2035年度（現状投影）,305529.86798010976
R7,07,福島県,0701,県北,外来,2040,2040年度（現状投影）,290654.2447393683
R7,07,福島県,0701,県北,外来,2045,2045年度（現状投影）,274299.8305069559
R7,07,福島県,0701,県北,外来,2050,2050年度（現状投影）,258071.81709038562
R7,07,福島県,0702,県中,在宅（訪問診療）,2024,2024年度,3653.416666666667
R7,07,福島県,0702,県中,在宅（訪問診療）,2030,2030年度（現状投影）,4230.200094645493
R7,07,福島県,0702,県中,在宅（訪問診療）,2035,2035年度（現状投影）,4639.743919620652
R7,07,福島県,0702,県中,在宅（訪問診療）,2040,2040年度（現状投影）,5184.5600247974335
R7,07,福島県,0702,県中,在宅（訪問診療）,2045,2045年度（現状投影）,5627.788900603388
R7,07,福島県,0702,県中,在宅（訪問診療）,2050,2050年度（現状投影）,5692.606348465321
R7,07,福島県,0702,県中,外来,2024,2024年度,358427.66666666674
R7,07,福島県,0702,県中,外来,2030,2030年度（現状投影）,356852.2268293369
R7,07,福島県,0702,県中,外来,2035,2035年度（現状投影）,346686.09751054127
R7,07,福島県,0702,県中,外来,2040,2040年度（現状投影）,333205.43791462155
R7,07,福島県,0702,県中,外来,2045,2045年度（現状投影）,317262.37509553897
R7,07,福島県,0702,県中,外来,2050,2050年度（現状投影）,300367.24294124934
R7,07,福島県,0703,県南,在宅（訪問診療）,2024,2024年度,510
R7,07,福島県,0703,県南,在宅（訪問診療）,2030,2030年度（現状投影）,547.711666738956
R7,07,福島県,0703,県南,在宅（訪問診療）,2035,2035年度（現状投影）,580.1919642560912
R7,07,福島県,0703,県南,在宅（訪問診療）,2040,2040年度（現状投影）,649.5264836570091
R7,07,福島県,0703,県南,在宅（訪問診療）,2045,2045年度（現状投影）,705.275693398647
R7,07,福島県,0703,県南,在宅（訪問診療）,2050,2050年度（現状投影）,703.286435637602
R7,07,福島県,0703,県南,外来,2024,2024年度,79445
R7,07,福島県,0703,県南,外来,2030,2030年度（現状投影）,76742.60569950007
R7,07,福島県,0703,県南,外来,2035,2035年度（現状投影）,74060.73241679459
R7,07,福島県,0703,県南,外来,2040,2040年度（現状投影）,70780.89070294813
R7,07,福島県,0703,県南,外来,2045,2045年度（現状投影）,66877.28349156267
R7,07,福島県,0703,県南,外来,2050,2050年度（現状投影）,62829.77553306449
R7,07,福島県,0706,相双,在宅（訪問診療）,2024,2024年度,256.25
R7,07,福島県,0706,相双,在宅（訪問診療）,2030,2030年度（現状投影）,202.06635502763464
R7,07,福島県,0706,相双,在宅（訪問診療）,2035,2035年度（現状投影）,214.13232905909476
R7,07,福島県,0706,相双,在宅（訪問診療）,2040,2040年度（現状投影）,229.27713875798042
R7,07,福島県,0706,相双,在宅（訪問診療）,2045,2045年度（現状投影）,243.39944813741153
R7,07,福島県,0706,相双,在宅（訪問診療）,2050,2050年度（現状投影）,240.99179464764188
R7,07,福島県,0706,相双,外来,2024,2024年度,79675.00000000001
R7,07,福島県,0706,相双,外来,2030,2030年度（現状投影）,57985.440447108325
R7,07,福島県,0706,相双,外来,2035,2035年度（現状投影）,56123.45324929408
R7,07,福島県,0706,相双,外来,2040,2040年度（現状投影）,53315.67049179075
R7,07,福島県,0706,相双,外来,2045,2045年度（現状投影）,49883.287812626186
R7,07,福島県,0706,相双,外来,2050,2050年度（現状投影）,46597.14311737452
R7,07,福島県,0707,いわき,在宅（訪問診療）,2024,2024年度,2240.0833333333335
R7,07,福島県,0707,いわき,在宅（訪問診療）,2030,2030年度（現状投影）,2602.7899959852803
R7,07,福島県,0707,いわき,在宅（訪問診療）,2035,2035年度（現状投影）,2832.4829732778226
R7,07,福島県,0707,いわき,在宅（訪問診療）,2040,2040年度（現状投影）,3087.6455659848684
R7,07,福島県,0707,いわき,在宅（訪問診療）,2045,2045年度（現状投影）,3241.053523196341
R7,07,福島県,0707,いわき,在宅（訪問診療）,2050,2050年度（現状投影）,3177.6353147272725
R7,07,福島県,0707,いわき,外来,2024,2024年度,238737.75000000003
R7,07,福島県,0707,いわき,外来,2030,2030年度（現状投影）,237008.98843019636
R7,07,福島県,0707,いわき,外来,2035,2035年度（現状投影）,227975.932296699
R7,07,福島県,0707,いわき,外来,2040,2040年度（現状投影）,217223.12437763406
R7,07,福島県,0707,いわき,外来,2045,2045年度（現状投影）,205700.24805580138
R7,07,福島県,0707,いわき,外来,2050,2050年度（現状投影）,193862.99526077515
R7,07,福島県,0708,会津・南会津,在宅（訪問診療）,2024,2024年度,915.25
R7,07,福島県,0708,会津・南会津,在宅（訪問診療）,2030,2030年度（現状投影）,961.3617581821609
R7,07,福島県,0708,会津・南会津,在宅（訪問診療）,2035,2035年度（現状投影）,969.3209646445816
R7,07,福島県,0708,会津・南会津,在宅（訪問診療）,2040,2040年度（現状投影）,1004.5671626656501
R7,07,福島県,0708,会津・南会津,在宅（訪問診療）,2045,2045年度（現状投影）,1050.2067516828074
R7,07,福島県,0708,会津・南会津,在宅（訪問診療）,2050,2050年度（現状投影）,1017.4441034328579
R7,07,福島県,0708,会津・南会津,外来,2024,2024年度,160769.1666666667
R7,07,福島県,0708,会津・南会津,外来,2030,2030年度（現状投影）,148509.62967103205
R7,07,福島県,0708,会津・南会津,外来,2035,2035年度（現状投影）,138496.790529782
R7,07,福島県,0708,会津・南会津,外来,2040,2040年度（現状投影）,127951.92913870612
R7,07,福島県,0708,会津・南会津,外来,2045,2045年度（現状投影）,117076.76826863489
R7,07,福島県,0708,会津・南会津,外来,2050,2050年度（現状投影）,106469.04356143574
R7,08,茨城県,0801,水戸,在宅（訪問診療）,2024,2024年度,3196
R7,08,茨城県,0801,水戸,在宅（訪問診療）,2030,2030年度（現状投影）,3716.545906240409
R7,08,茨城県,0801,水戸,在宅（訪問診療）,2035,2035年度（現状投影）,4073.93860617187
R7,08,茨城県,0801,水戸,在宅（訪問診療）,2040,2040年度（現状投影）,4409.424151405847
R7,08,茨城県,0801,水戸,在宅（訪問診療）,2045,2045年度（現状投影）,4612.564984811963
R7,08,茨城県,0801,水戸,在宅（訪問診療）,2050,2050年度（現状投影）,4609.432395354954
R7,08,茨城県,0801,水戸,外来,2024,2024年度,340455
R7,08,茨城県,0801,水戸,外来,2030,2030年度（現状投影）,334288.4745740645
R7,08,茨城県,0801,水戸,外来,2035,2035年度（現状投影）,328033.07926072227
R7,08,茨城県,0801,水戸,外来,2040,2040年度（現状投影）,319457.3755135756
R7,08,茨城県,0801,水戸,外来,2045,2045年度（現状投影）,310037.55316624104
R7,08,茨城県,0801,水戸,外来,2050,2050年度（現状投影）,300504.14519054117
R7,08,茨城県,0802,日立,在宅（訪問診療）,2024,2024年度,1823.0833333333337
R7,08,茨城県,0802,日立,在宅（訪問診療）,2030,2030年度（現状投影）,2193.7323188860546
R7,08,茨城県,0802,日立,在宅（訪問診療）,2035,2035年度（現状投影）,2404.4619207866035
R7,08,茨城県,0802,日立,在宅（訪問診療）,2040,2040年度（現状投影）,2534.424475902319
R7,08,茨城県,0802,日立,在宅（訪問診療）,2045,2045年度（現状投影）,2558.450837160616
R7,08,茨城県,0802,日立,在宅（訪問診療）,2050,2050年度（現状投影）,2456.1249418875846
R7,08,茨城県,0802,日立,外来,2024,2024年度,146866.33333333334
R7,08,茨城県,0802,日立,外来,2030,2030年度（現状投影）,138805.79427646234
R7,08,茨城県,0802,日立,外来,2035,2035年度（現状投影）,130182.14127041986
R7,08,茨城県,0802,日立,外来,2040,2040年度（現状投影）,121152.55363418443
R7,08,茨城県,0802,日立,外来,2045,2045年度（現状投影）,112383.49527518194
R7,08,茨城県,0802,日立,外来,2050,2050年度（現状投影）,103915.66540455716
R7,08,茨城県,0803,常陸太田・ひたちなか,在宅（訪問診療）,2024,2024年度,1429.2499999999998
R7,08,茨城県,0803,常陸太田・ひたちなか,在宅（訪問診療）,2030,2030年度（現状投影）,1621.8365161166166
R7,08,茨城県,0803,常陸太田・ひたちなか,在宅（訪問診療）,2035,2035年度（現状投影）,1770.9752631016122
R7,08,茨城県,0803,常陸太田・ひたちなか,在宅（訪問診療）,2040,2040年度（現状投影）,1911.205835319878
R7,08,茨城県,0803,常陸太田・ひたちなか,在宅（訪問診療）,2045,2045年度（現状投影）,2002.5703030831166
R7,08,茨城県,0803,常陸太田・ひたちなか,在宅（訪問診療）,2050,2050年度（現状投影）,1998.5663140771703
R7,08,茨城県,0803,常陸太田・ひたちなか,外来,2024,2024年度,203115.83333333334
R7,08,茨城県,0803,常陸太田・ひたちなか,外来,2030,2030年度（現状投影）,196780.3163542334
R7,08,茨城県,0803,常陸太田・ひたちなか,外来,2035,2035年度（現状投影）,191012.03051413695
R7,08,茨城県,0803,常陸太田・ひたちなか,外来,2040,2040年度（現状投影）,184078.603272498
R7,08,茨城県,0803,常陸太田・ひたちなか,外来,2045,2045年度（現状投影）,176661.6198871552
R7,08,茨城県,0803,常陸太田・ひたちなか,外来,2050,2050年度（現状投影）,168933.18882008846
R7,08,茨城県,0804,鹿行,在宅（訪問診療）,2024,2024年度,812.4166666666667
R7,08,茨城県,0804,鹿行,在宅（訪問診療）,2030,2030年度（現状投影）,945.5104739374514
R7,08,茨城県,0804,鹿行,在宅（訪問診療）,2035,2035年度（現状投影）,1054.037421592492
R7,08,茨城県,0804,鹿行,在宅（訪問診療）,2040,2040年度（現状投影）,1140.763663947397
R7,08,茨城県,0804,鹿行,在宅（訪問診療）,2045,2045年度（現状投影）,1183.2330531148245
R7,08,茨城県,0804,鹿行,在宅（訪問診療）,2050,2050年度（現状投影）,1159.3629972022682
R7,08,茨城県,0804,鹿行,外来,2024,2024年度,130610.16666666669
R7,08,茨城県,0804,鹿行,外来,2030,2030年度（現状投影）,127424.98561916442
R7,08,茨城県,0804,鹿行,外来,2035,2035年度（現状投影）,124185.33728771242
R7,08,茨城県,0804,鹿行,外来,2040,2040年度（現状投影）,119920.15696723716
R7,08,茨城県,0804,鹿行,外来,2045,2045年度（現状投影）,115552.53464643873
R7,08,茨城県,0804,鹿行,外来,2050,2050年度（現状投影）,111442.81020550823
R7,08,茨城県,0805,土浦,在宅（訪問診療）,2024,2024年度,2686.666666666666
R7,08,茨城県,0805,土浦,在宅（訪問診療）,2030,2030年度（現状投影）,3203.3759543378437
R7,08,茨城県,0805,土浦,在宅（訪問診療）,2035,2035年度（現状投影）,3525.4351498258097
R7,08,茨城県,0805,土浦,在宅（訪問診療）,2040,2040年度（現状投影）,3745.8937237083214
R7,08,茨城県,0805,土浦,在宅（訪問診療）,2045,2045年度（現状投影）,3813.461585789526
R7,08,茨城県,0805,土浦,在宅（訪問診療）,2050,2050年度（現状投影）,3756.5013560740736
R7,08,茨城県,0805,土浦,外来,2024,2024年度,165603.75
R7,08,茨城県,0805,土浦,外来,2030,2030年度（現状投影）,161876.93294916398
R7,08,茨城県,0805,土浦,外来,2035,2035年度（現状投影）,157356.14492220586
R7,08,茨城県,0805,土浦,外来,2040,2040年度（現状投影）,151796.1816509111
R7,08,茨城県,0805,土浦,外来,2045,2045年度（現状投影）,146119.99553964412
R7,08,茨城県,0805,土浦,外来,2050,2050年度（現状投影）,140902.17160357532
R7,08,茨城県,0806,つくば,在宅（訪問診療）,2024,2024年度,4314.166666666666
R7,08,茨城県,0806,つくば,在宅（訪問診療）,2030,2030年度（現状投影）,5362.029565148752
R7,08,茨城県,0806,つくば,在宅（訪問診療）,2035,2035年度（現状投影）,6170.43865548026
R7,08,茨城県,0806,つくば,在宅（訪問診療）,2040,2040年度（現状投影）,6851.304835480714
R7,08,茨城県,0806,つくば,在宅（訪問診療）,2045,2045年度（現状投影）,7238.615656084199
R7,08,茨城県,0806,つくば,在宅（訪問診療）,2050,2050年度（現状投影）,7490.962094833257
R7,08,茨城県,0806,つくば,外来,2024,2024年度,266353.74999999994
R7,08,茨城県,0806,つくば,外来,2030,2030年度（現状投影）,268747.5468774356
R7,08,茨城県,0806,つくば,外来,2035,2035年度（現状投影）,273212.08759543474
R7,08,茨城県,0806,つくば,外来,2040,2040年度（現状投影）,276023.5850784791
R7,08,茨城県,0806,つくば,外来,2045,2045年度（現状投影）,277677.833782052
R7,08,茨城県,0806,つくば,外来,2050,2050年度（現状投影）,278594.38663713343
R7,08,茨城県,0807,取手・竜ヶ崎,在宅（訪問診療）,2024,2024年度,1848.166666666667
R7,08,茨城県,0807,取手・竜ヶ崎,在宅（訪問診療）,2030,2030年度（現状投影）,2342.1844984080303
R7,08,茨城県,0807,取手・竜ヶ崎,在宅（訪問診療）,2035,2035年度（現状投影）,2725.5396694483334
R7,08,茨城県,0807,取手・竜ヶ崎,在宅（訪問診療）,2040,2040年度（現状投影）,3012.737559985163
R7,08,茨城県,0807,取手・竜ヶ崎,在宅（訪問診療）,2045,2045年度（現状投影）,3117.1394094685975
R7,08,茨城県,0807,取手・竜ヶ崎,在宅（訪問診療）,2050,2050年度（現状投影）,3014.1523534952203
R7,08,茨城県,0807,取手・竜ヶ崎,外来,2024,2024年度,286456.75
R7,08,茨城県,0807,取手・竜ヶ崎,外来,2030,2030年度（現状投影）,280061.63821864454
R7,08,茨城県,0807,取手・竜ヶ崎,外来,2035,2035年度（現状投影）,272564.4306606769
R7,08,茨城県,0807,取手・竜ヶ崎,外来,2040,2040年度（現状投影）,263101.12483518565
R7,08,茨城県,0807,取手・竜ヶ崎,外来,2045,2045年度（現状投影）,254874.16107138834
R7,08,茨城県,0807,取手・竜ヶ崎,外来,2050,2050年度（現状投影）,248390.76217375224
R7,08,茨城県,0808,筑西・下妻,在宅（訪問診療）,2024,2024年度,1320.1666666666667
R7,08,茨城県,0808,筑西・下妻,在宅（訪問診療）,2030,2030年度（現状投影）,1512.3627981992754
R7,08,茨城県,0808,筑西・下妻,在宅（訪問診療）,2035,2035年度（現状投影）,1665.8392359908398
R7,08,茨城県,0808,筑西・下妻,在宅（訪問診療）,2040,2040年度（現状投影）,1819.3244346928266
R7,08,茨城県,0808,筑西・下妻,在宅（訪問診療）,2045,2045年度（現状投影）,1884.9066560909803
R7,08,茨城県,0808,筑西・下妻,在宅（訪問診療）,2050,2050年度（現状投影）,1823.0341654737474
R7,08,茨城県,0808,筑西・下妻,外来,2024,2024年度,134044.41666666666
R7,08,茨城県,0808,筑西・下妻,外来,2030,2030年度（現状投影）,128365.53512437486
R7,08,茨城県,0808,筑西・下妻,外来,2035,2035年度（現状投影）,123262.84252481944
R7,08,茨城県,0808,筑西・下妻,外来,2040,2040年度（現状投影）,116806.24880296049
R7,08,茨城県,0808,筑西・下妻,外来,2045,2045年度（現状投影）,109880.07265680056
R7,08,茨城県,0808,筑西・下妻,外来,2050,2050年度（現状投影）,103312.52162194524
R7,08,茨城県,0809,古河・坂東,在宅（訪問診療）,2024,2024年度,1447.5
R7,08,茨城県,0809,古河・坂東,在宅（訪問診療）,2030,2030年度（現状投影）,1733.1861741795713
R7,08,茨城県,0809,古河・坂東,在宅（訪問診療）,2035,2035年度（現状投影）,1973.9900369780153
R7,08,茨城県,0809,古河・坂東,在宅（訪問診療）,2040,2040年度（現状投影）,2192.4227128963344
R7,08,茨城県,0809,古河・坂東,在宅（訪問診療）,2045,2045年度（現状投影）,2286.745065857315
R7,08,茨城県,0809,古河・坂東,在宅（訪問診療）,2050,2050年度（現状投影）,2229.0372660943153
R7,08,茨城県,0809,古河・坂東,外来,2024,2024年度,125451.74999999999
R7,08,茨城県,0809,古河・坂東,外来,2030,2030年度（現状投影）,121688.04937794649
R7,08,茨城県,0809,古河・坂東,外来,2035,2035年度（現状投影）,118298.30219090366
R7,08,茨城県,0809,古河・坂東,外来,2040,2040年度（現状投影）,113709.48599837978
R7,08,茨城県,0809,古河・坂東,外来,2045,2045年度（現状投影）,108804.8116597098
R7,08,茨城県,0809,古河・坂東,外来,2050,2050年度（現状投影）,104158.00159155144
R7,09,栃木県,0901,県北,在宅（訪問診療）,2024,2024年度,1761.0833333333335
R7,09,栃木県,0901,県北,在宅（訪問診療）,2030,2030年度（現状投影）,2009.9617922744405
R7,09,栃木県,0901,県北,在宅（訪問診療）,2035,2035年度（現状投影）,2245.810609261926
R7,09,栃木県,0901,県北,在宅（訪問診療）,2040,2040年度（現状投影）,2513.4702956436436
R7,09,栃木県,0901,県北,在宅（訪問診療）,2045,2045年度（現状投影）,2665.307576224092
R7,09,栃木県,0901,県北,在宅（訪問診療）,2050,2050年度（現状投影）,2616.3353838046783
R7,09,栃木県,0901,県北,外来,2024,2024年度,223784.99999999997
R7,09,栃木県,0901,県北,外来,2030,2030年度（現状投影）,217043.04627069738
R7,09,栃木県,0901,県北,外来,2035,2035年度（現状投影）,210574.223085535
R7,09,栃木県,0901,県北,外来,2040,2040年度（現状投影）,202135.46954059423
R7,09,栃木県,0901,県北,外来,2045,2045年度（現状投影）,192411.52954151834
R7,09,栃木県,0901,県北,外来,2050,2050年度（現状投影）,182838.7163334602
R7,09,栃木県,0902,県西,在宅（訪問診療）,2024,2024年度,764.4999999999999
R7,09,栃木県,0902,県西,在宅（訪問診療）,2030,2030年度（現状投影）,836.1298458770543
R7,09,栃木県,0902,県西,在宅（訪問診療）,2035,2035年度（現状投影）,916.2798767293567
R7,09,栃木県,0902,県西,在宅（訪問診療）,2040,2040年度（現状投影）,1000.0198514440476
R7,09,栃木県,0902,県西,在宅（訪問診療）,2045,2045年度（現状投影）,1045.7656152148622
R7,09,栃木県,0902,県西,在宅（訪問診療）,2050,2050年度（現状投影）,1011.3773548791412
R7,09,栃木県,0902,県西,外来,2024,2024年度,96235.25
R7,09,栃木県,0902,県西,外来,2030,2030年度（現状投影）,89891.77124874982
R7,09,栃木県,0902,県西,外来,2035,2035年度（現状投影）,85454.14539084738
R7,09,栃木県,0902,県西,外来,2040,2040年度（現状投影）,80187.02437762728
R7,09,栃木県,0902,県西,外来,2045,2045年度（現状投影）,74652.04610445422
R7,09,栃木県,0902,県西,外来,2050,2050年度（現状投影）,69271.60091773253
R7,09,栃木県,0903,宇都宮,在宅（訪問診療）,2024,2024年度,4183.75
R7,09,栃木県,0903,宇都宮,在宅（訪問診療）,2030,2030年度（現状投影）,5370.789368158847
R7,09,栃木県,0903,宇都宮,在宅（訪問診療）,2035,2035年度（現状投影）,6130.447934826178
R7,09,栃木県,0903,宇都宮,在宅（訪問診療）,2040,2040年度（現状投影）,6829.3336289473245
R7,09,栃木県,0903,宇都宮,在宅（訪問診療）,2045,2045年度（現状投影）,7170.373073639596
R7,09,栃木県,0903,宇都宮,在宅（訪問診療）,2050,2050年度（現状投影）,7196.012859076046
R7,09,栃木県,0903,宇都宮,外来,2024,2024年度,407936.41666666674
R7,09,栃木県,0903,宇都宮,外来,2030,2030年度（現状投影）,407016.67408318236
R7,09,栃木県,0903,宇都宮,外来,2035,2035年度（現状投影）,404500.98239134834
R7,09,栃木県,0903,宇都宮,外来,2040,2040年度（現状投影）,400142.7790210926
R7,09,栃木県,0903,宇都宮,外来,2045,2045年度（現状投影）,394699.22091619537
R7,09,栃木県,0903,宇都宮,外来,2050,2050年度（現状投影）,388520.0127320409
R7,09,栃木県,0904,県東,在宅（訪問診療）,2024,2024年度,555.1666666666666
R7,09,栃木県,0904,県東,在宅（訪問診療）,2030,2030年度（現状投影）,625.3848939322555
R7,09,栃木県,0904,県東,在宅（訪問診療）,2035,2035年度（現状投影）,692.4449101166877
R7,09,栃木県,0904,県東,在宅（訪問診療）,2040,2040年度（現状投影）,769.5308013674988
R7,09,栃木県,0904,県東,在宅（訪問診療）,2045,2045年度（現状投影）,828.6267629130792
R7,09,栃木県,0904,県東,在宅（訪問診療）,2050,2050年度（現状投影）,815.4901919449992
R7,09,栃木県,0904,県東,外来,2024,2024年度,82742.58333333333
R7,09,栃木県,0904,県東,外来,2030,2030年度（現状投影）,79010.48141512298
R7,09,栃木県,0904,県東,外来,2035,2035年度（現状投影）,76373.33053859204
R7,09,栃木県,0904,県東,外来,2040,2040年度（現状投影）,72786.05376975628
R7,09,栃木県,0904,県東,外来,2045,2045年度（現状投影）,68748.9287299761
R7,09,栃木県,0904,県東,外来,2050,2050年度（現状投影）,64818.01988707011
R7,09,栃木県,0905,県南,在宅（訪問診療）,2024,2024年度,3475.7499999999995
R7,09,栃木県,0905,県南,在宅（訪問診療）,2030,2030年度（現状投影）,4095.469889563499
R7,09,栃木県,0905,県南,在宅（訪問診療）,2035,2035年度（現状投影）,4616.208517501724
R7,09,栃木県,0905,県南,在宅（訪問診療）,2040,2040年度（現状投影）,5089.957665403706
R7,09,栃木県,0905,県南,在宅（訪問診療）,2045,2045年度（現状投影）,5300.345633389125
R7,09,栃木県,0905,県南,在宅（訪問診療）,2050,2050年度（現状投影）,5237.899667391882
R7,09,栃木県,0905,県南,外来,2024,2024年度,356078.3333333334
R7,09,栃木県,0905,県南,外来,2030,2030年度（現状投影）,350991.29417741986
R7,09,栃木県,0905,県南,外来,2035,2035年度（現状投影）,343914.7113791808
R7,09,栃木県,0905,県南,外来,2040,2040年度（現状投影）,333857.470226418
R7,09,栃木県,0905,県南,外来,2045,2045年度（現状投影）,323123.044669392
R7,09,栃木県,0905,県南,外来,2050,2050年度（現状投影）,312774.4686492916
R7,09,栃木県,0906,両毛,在宅（訪問診療）,2024,2024年度,2515.1666666666665
R7,09,栃木県,0906,両毛,在宅（訪問診療）,2030,2030年度（現状投影）,2892.869490769393
R7,09,栃木県,0906,両毛,在宅（訪問診療）,2035,2035年度（現状投影）,3149.574583839048
R7,09,栃木県,0906,両毛,在宅（訪問診療）,2040,2040年度（現状投影）,3322.6574989689216
R7,09,栃木県,0906,両毛,在宅（訪問診療）,2045,2045年度（現状投影）,3334.3236211482968
R7,09,栃木県,0906,両毛,在宅（訪問診療）,2050,2050年度（現状投影）,3230.5102173005425
R7,09,栃木県,0906,両毛,外来,2024,2024年度,182188.5
R7,09,栃木県,0906,両毛,外来,2030,2030年度（現状投影）,176376.04478759624
R7,09,栃木県,0906,両毛,外来,2035,2035年度（現状投影）,169396.7472134118
R7,09,栃木県,0906,両毛,外来,2040,2040年度（現状投影）,161501.093569478
R7,09,栃木県,0906,両毛,外来,2045,2045年度（現状投影）,153740.55231573447
R7,09,栃木県,0906,両毛,外来,2050,2050年度（現状投影）,146442.68919842225
R7,10,群馬県,1001,前橋,在宅（訪問診療）,2024,2024年度,6501.916666666667
R7,10,群馬県,1001,前橋,在宅（訪問診療）,2030,2030年度（現状投影）,7655.145868594504
R7,10,群馬県,1001,前橋,在宅（訪問診療）,2035,2035年度（現状投影）,8434.993972118084
R7,10,群馬県,1001,前橋,在宅（訪問診療）,2040,2040年度（現状投影）,9032.98715192778
R7,10,群馬県,1001,前橋,在宅（訪問診療）,2045,2045年度（現状投影）,9273.981286308863
R7,10,群馬県,1001,前橋,在宅（訪問診療）,2050,2050年度（現状投影）,9241.515561258891
R7,10,群馬県,1001,前橋,外来,2024,2024年度,281836.41666666674
R7,10,群馬県,1001,前橋,外来,2030,2030年度（現状投影）,277667.5090007784
R7,10,群馬県,1001,前橋,外来,2035,2035年度（現状投影）,271692.2408811246
R7,10,群馬県,1001,前橋,外来,2040,2040年度（現状投影）,264049.0383443031
R7,10,群馬県,1001,前橋,外来,2045,2045年度（現状投影）,256232.4043397932
R7,10,群馬県,1001,前橋,外来,2050,2050年度（現状投影）,248334.68834604567
R7,10,群馬県,1002,渋川,在宅（訪問診療）,2024,2024年度,687.6666666666666
R7,10,群馬県,1002,渋川,在宅（訪問診療）,2030,2030年度（現状投影）,796.8068715759885
R7,10,群馬県,1002,渋川,在宅（訪問診療）,2035,2035年度（現状投影）,880.3935193584633
R7,10,群馬県,1002,渋川,在宅（訪問診療）,2040,2040年度（現状投影）,950.5253230523913
R7,10,群馬県,1002,渋川,在宅（訪問診療）,2045,2045年度（現状投影）,977.1383497695439
R7,10,群馬県,1002,渋川,在宅（訪問診療）,2050,2050年度（現状投影）,943.0789940080047
R7,10,群馬県,1002,渋川,外来,2024,2024年度,69325.5
R7,10,群馬県,1002,渋川,外来,2030,2030年度（現状投影）,66573.13644827373
R7,10,群馬県,1002,渋川,外来,2035,2035年度（現状投影）,64245.31076516677
R7,10,群馬県,1002,渋川,外来,2040,2040年度（現状投影）,61207.22937770799
R7,10,群馬県,1002,渋川,外来,2045,2045年度（現状投影）,57955.71570758859
R7,10,群馬県,1002,渋川,外来,2050,2050年度（現状投影）,54848.13741936723
R7,10,群馬県,1003,伊勢崎,在宅（訪問診療）,2024,2024年度,2543.4166666666665
R7,10,群馬県,1003,伊勢崎,在宅（訪問診療）,2030,2030年度（現状投影）,3091.53158907181
